,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP
Mathew Barzal 2023,Mathew Barzal,2023,C,25.35,73,190,82.0,80.0,80.0,73,58,-20.75
Jack Roslovic 2023,Jack Roslovic,2023,C,25.671,73,200,77.0,83.0,70.0,81,77,-0.75
Anthony Beauvillier 2021,Anthony Beauvillier,2021,L,23.316,71,180,66.0,71.0,81.0,80,68,-6.5
Anthony Beauvillier 2022,Anthony Beauvillier,2022,L,24.316,71,180,71.0,81.0,80.0,68,75,0.0
Anthony Beauvillier 2023,Anthony Beauvillier,2023,L,25.315,71,180,81.0,80.0,68.0,75,82,6.0
Lawson Crouse 2023,Lawson Crouse,2023,L,25.274,76,215,81.0,77.0,74.0,65,77,2.75
Mitchell Marner 2021,Mitchell Marner,2021,R,23.409,72,181,77.0,82.0,82.0,69,80,2.5
Mitchell Marner 2022,Mitchell Marner,2022,R,24.409,72,181,82.0,82.0,69.0,80,72,-6.25
Mitchell Marner 2023,Mitchell Marner,2023,R,25.408,72,181,82.0,69.0,80.0,72,80,4.25
Jake DeBrusk 2022,Jake DeBrusk,2022,L,24.956,72,197,70.0,68.0,76.0,60,77,8.5
Jake DeBrusk 2023,Jake DeBrusk,2023,L,25.956,72,197,68.0,76.0,60.0,77,64,-6.25
Anthony Cirelli 2023,Anthony Cirelli,2023,C,25.214,72,189,82.0,80.0,73.0,76,58,-19.75
Artemi Panarin 2020,Artemi Panarin,2020,L,27.921,72,173,80.0,82.0,81.0,79,81,0.5
Artemi Panarin 2021,Artemi Panarin,2021,L,28.923,72,173,82.0,81.0,79.0,81,61,-19.75
Artemi Panarin 2022,Artemi Panarin,2022,L,29.923,72,173,81.0,79.0,81.0,61,75,-0.5
Artemi Panarin 2023,Artemi Panarin,2023,L,30.922,72,173,79.0,81.0,61.0,75,82,8.0
Derek Ryan 2021,Derek Ryan,2021,C,33.759,70,185,67.0,80.0,81.0,80,62,-15.0
Derek Ryan 2022,Derek Ryan,2022,C,34.758,70,185,80.0,81.0,80.0,62,75,-0.75
Derek Ryan 2023,Derek Ryan,2023,C,35.757,70,185,81.0,80.0,62.0,75,80,5.5
Matthew Tkachuk 2021,Matthew Tkachuk,2021,L,22.807,74,201,76.0,68.0,80.0,81,82,5.75
Matthew Tkachuk 2022,Matthew Tkachuk,2022,L,23.806,74,201,68.0,80.0,81.0,82,82,4.25
Matthew Tkachuk 2023,Matthew Tkachuk,2023,L,24.806,74,201,80.0,81.0,82.0,82,79,-2.25
Auston Matthews 2021,Auston Matthews,2021,C,23.04,75,208,82.0,62.0,68.0,82,76,2.5
Auston Matthews 2022,Auston Matthews,2022,C,24.039,75,208,62.0,68.0,82.0,76,73,1.0
Auston Matthews 2023,Auston Matthews,2023,C,25.038,75,208,68.0,82.0,76.0,73,74,-0.75
Alex DeBrincat 2022,Alex DeBrincat,2022,R,23.787,68,178,82.0,82.0,82.0,74,82,2.0
Alex DeBrincat 2023,Alex DeBrincat,2023,R,24.786,68,178,82.0,82.0,74.0,82,82,2.0
Patrik Laine 2021,Patrik Laine,2021,L,22.454,77,205,73.0,82.0,82.0,80,67,-12.25
Patrik Laine 2022,Patrik Laine,2022,L,23.453,77,205,82.0,82.0,80.0,67,56,-21.75
Clayton Keller 2022,Clayton Keller,2022,R,23.177,70,178,82.0,82.0,82.0,82,67,-15.0
Clayton Keller 2023,Clayton Keller,2023,R,24.176,70,178,82.0,82.0,82.0,67,82,3.75
Tyson Jost 2022,Tyson Jost,2022,C,23.552,71,187,65.0,70.0,79.0,79,80,6.75
Tyson Jost 2023,Tyson Jost,2023,C,24.551,71,187,70.0,79.0,79.0,80,71,-6.0
Pierre-Luc Dubois 2022,Pierre-Luc Dubois,2022,L,23.272,76,214,82.0,82.0,82.0,67,81,2.75
Pierre-Luc Dubois 2023,Pierre-Luc Dubois,2023,L,24.272,76,214,82.0,82.0,67.0,81,73,-5.0
Filip Chytil 2023,Filip Chytil,2023,C,23.073,74,204,75.0,70.0,61.0,67,74,5.75
Alex Iafallo 2022,Alex Iafallo,2022,L,27.779,72,200,75.0,82.0,82.0,80,79,-0.75
Alex Iafallo 2023,Alex Iafallo,2023,L,28.778,72,200,82.0,82.0,80.0,79,59,-21.75
David Kampf 2023,David Kampf,2023,C,27.719,74,197,63.0,82.0,80.0,82,82,5.25
Brady Tkachuk 2023,Brady Tkachuk,2023,L,23.042,76,221,71.0,83.0,82.0,79,82,3.25
Andrei Svechnikov 2023,Andrei Svechnikov,2023,R,22.517,74,195,82.0,80.0,80.0,78,64,-16.0
Joe Thornton 2012,Joe Thornton,2012,C,32.25,76,220,82.0,82.0,79.0,80,82,1.25
Jason Spezza 2012,Jason Spezza,2012,C,28.302,75,219,76.0,82.0,60.0,62,80,10.0
Jason Spezza 2018,Jason Spezza,2018,C,34.303,75,219,75.0,82.0,75.0,68,78,3.0
Jason Spezza 2019,Jason Spezza,2019,C,35.303,75,219,82.0,75.0,68.0,78,76,0.25
Jason Spezza 2020,Jason Spezza,2020,C,36.302,75,219,75.0,68.0,78.0,76,68,-6.25
Jason Spezza 2021,Jason Spezza,2021,C,37.304,75,219,68.0,78.0,76.0,68,79,6.5
Jason Spezza 2022,Jason Spezza,2022,C,38.304,75,219,78.0,76.0,68.0,79,71,-4.25
Dustin Brown 2012,Dustin Brown,2012,R,26.906,72,205,78.0,80.0,82.0,82,82,1.5
Dustin Brown 2018,Dustin Brown,2018,R,32.907,72,205,79.0,82.0,82.0,80,81,0.25
Dustin Brown 2019,Dustin Brown,2019,R,33.906,72,205,82.0,82.0,80.0,81,72,-9.25
Dustin Brown 2020,Dustin Brown,2020,R,34.906,72,205,82.0,80.0,81.0,72,77,-1.75
Dustin Brown 2021,Dustin Brown,2021,R,35.908,72,205,80.0,81.0,72.0,77,71,-6.5
Dustin Brown 2022,Dustin Brown,2022,R,36.907,72,205,81.0,72.0,77.0,71,64,-11.25
Ryan Getzlaf 2012,Ryan Getzlaf,2012,C,26.394,76,220,77.0,81.0,66.0,67,82,9.25
Ryan Getzlaf 2018,Ryan Getzlaf,2018,C,32.395,76,220,77.0,77.0,77.0,74,56,-20.25
Brian Boyle 2018,Brian Boyle,2018,C,32.787,78,245,82.0,82.0,76.0,75,69,-9.75
Brian Boyle 2019,Brian Boyle,2019,C,33.786,78,245,82.0,76.0,75.0,69,73,-2.5
Loui Eriksson 2012,Loui Eriksson,2012,L,26.207,74,179,69.0,82.0,82.0,79,82,4.0
Loui Eriksson 2018,Loui Eriksson,2018,L,32.209,74,179,61.0,81.0,82.0,65,50,-22.25
Andrew Ladd 2012,Andrew Ladd,2012,L,25.802,75,205,63.0,82.0,82.0,81,82,5.0
Andrew Ladd 2018,Andrew Ladd,2018,L,31.804,75,205,78.0,81.0,78.0,78,73,-5.75
Blake Comeau 2018,Blake Comeau,2018,L,31.618,73,200,61.0,61.0,81.0,77,79,9.0
Blake Comeau 2019,Blake Comeau,2019,L,32.617,73,200,61.0,81.0,77.0,79,77,2.5
Blake Comeau 2020,Blake Comeau,2020,L,33.616,73,200,81.0,77.0,79.0,77,64,-14.5
Blake Comeau 2021,Blake Comeau,2021,L,34.618,73,200,77.0,79.0,77.0,64,74,-0.25
James Neal 2019,James Neal,2019,L,31.078,75,212,67.0,82.0,70.0,71,63,-9.5
James Neal 2020,James Neal,2020,L,32.078,75,212,82.0,70.0,71.0,63,64,-7.5
Leo Komarov 2019,Leo Komarov,2019,R,31.689,71,205,62.0,67.0,82.0,74,82,10.75
Leo Komarov 2020,Leo Komarov,2020,R,32.688,71,205,67.0,82.0,74.0,82,56,-20.25
Mathieu Perreault 2018,Mathieu Perreault,2018,C,29.739,70,189,69.0,62.0,71.0,65,70,3.25
Mathieu Perreault 2019,Mathieu Perreault,2019,C,30.739,70,189,62.0,71.0,65.0,70,82,15.0
Mathieu Perreault 2020,Mathieu Perreault,2020,C,31.738,70,189,71.0,65.0,70.0,82,57,-15.0
Riley Nash 2018,Riley Nash,2018,C,28.398,74,188,73.0,68.0,64.0,81,76,4.5
Riley Nash 2019,Riley Nash,2019,C,29.397,74,188,68.0,64.0,81.0,76,78,5.75
Riley Nash 2020,Riley Nash,2020,C,30.396,74,188,64.0,81.0,76.0,78,75,0.25
Riley Nash 2021,Riley Nash,2021,C,31.399,74,188,81.0,76.0,78.0,75,54,-23.5
Colton Sceviour 2019,Colton Sceviour,2019,C,29.449,72,190,71.0,71.0,80.0,76,59,-15.5
Carl Hagelin 2018,Carl Hagelin,2018,L,29.107,72,183,72.0,82.0,80.0,61,81,7.25
Carl Hagelin 2019,Carl Hagelin,2019,L,30.106,72,183,82.0,80.0,61.0,81,58,-18.0
Cam Atkinson 2018,Cam Atkinson,2018,R,28.324,68,176,79.0,78.0,81.0,82,65,-15.0
Cam Atkinson 2019,Cam Atkinson,2019,R,29.323,68,176,78.0,81.0,82.0,65,80,3.5
Cam Atkinson 2020,Cam Atkinson,2020,R,30.323,68,176,81.0,82.0,65.0,80,51,-26.0
Antoine Roussel 2018,Antoine Roussel,2018,L,27.861,71,200,81.0,80.0,80.0,60,73,-2.25
Antoine Roussel 2019,Antoine Roussel,2019,L,28.86,71,200,80.0,80.0,60.0,73,65,-8.25
Richard Panik 2021,Richard Panik,2021,R,29.649,73,203,82.0,72.0,75.0,69,70,-4.5
Cody Eakin 2018,Cody Eakin,2018,C,26.358,72,196,81.0,78.0,82.0,60,80,4.75
Cody Eakin 2019,Cody Eakin,2019,C,27.357,72,196,78.0,82.0,60.0,80,78,3.0
Cody Eakin 2020,Cody Eakin,2020,C,28.357,72,196,82.0,60.0,80.0,78,57,-18.0
Brett Connolly 2020,Brett Connolly,2020,R,27.415,75,198,71.0,66.0,70.0,81,81,9.0
Joonas Donskoi 2020,Joonas Donskoi,2020,R,27.467,72,185,76.0,61.0,66.0,80,76,5.25
Joonas Donskoi 2021,Joonas Donskoi,2021,R,28.469,72,185,61.0,66.0,80.0,76,74,3.25
Joonas Donskoi 2022,Joonas Donskoi,2022,R,29.468,72,185,66.0,80.0,76.0,74,75,1.0
Ryan Dzingel 2021,Ryan Dzingel,2021,C,28.565,72,190,81.0,79.0,78.0,75,58,-20.25
Gabriel Landeskog 2018,Gabriel Landeskog,2018,L,24.855,73,215,81.0,82.0,75.0,72,78,0.5
Gabriel Landeskog 2019,Gabriel Landeskog,2019,L,25.854,73,215,82.0,75.0,72.0,78,73,-3.75
Gabriel Landeskog 2020,Gabriel Landeskog,2020,L,26.854,73,215,75.0,72.0,78.0,73,63,-11.5
Gabriel Landeskog 2021,Gabriel Landeskog,2021,L,27.856,73,215,72.0,78.0,73.0,63,79,7.5
Gabriel Landeskog 2022,Gabriel Landeskog,2022,L,28.855,73,215,78.0,73.0,63.0,79,51,-22.25
Sean Couturier 2018,Sean Couturier,2018,C,24.817,75,211,82.0,82.0,63.0,66,82,8.75
Sean Couturier 2019,Sean Couturier,2019,C,25.816,75,211,82.0,63.0,66.0,82,80,6.75
Sean Couturier 2020,Sean Couturier,2020,C,26.815,75,211,63.0,66.0,82.0,80,81,8.25
Sean Couturier 2021,Sean Couturier,2021,C,27.817,75,211,66.0,82.0,80.0,81,65,-12.25
Michael Raffl 2022,Michael Raffl,2022,L,32.833,73,205,76.0,67.0,68.0,64,76,7.25
Patrick Marleau 2012,Patrick Marleau,2012,C,32.045,74,215,78.0,76.0,82.0,82,82,2.5
Patrick Marleau 2018,Patrick Marleau,2018,C,38.046,74,215,82.0,82.0,82.0,82,82,0.0
Patrick Marleau 2019,Patrick Marleau,2019,C,39.046,74,215,82.0,82.0,82.0,82,82,0.0
Patrick Marleau 2020,Patrick Marleau,2020,C,40.045,74,215,82.0,82.0,82.0,82,77,-5.0
Patrick Marleau 2021,Patrick Marleau,2021,C,41.047,74,215,82.0,82.0,82.0,77,82,1.25
Mikko Koivu 2018,Mikko Koivu,2018,C,34.558,75,213,65.0,80.0,82.0,80,82,5.25
Valtteri Filppula 2018,Valtteri Filppula,2018,C,33.534,72,189,75.0,82.0,76.0,79,81,3.0
Valtteri Filppula 2019,Valtteri Filppula,2019,C,34.533,72,189,82.0,76.0,79.0,81,72,-7.5
Valtteri Filppula 2020,Valtteri Filppula,2020,C,35.533,72,189,76.0,79.0,81.0,72,82,5.0
Valtteri Filppula 2021,Valtteri Filppula,2021,C,36.535,72,189,79.0,81.0,72.0,82,55,-23.5
Frans Nielsen 2018,Frans Nielsen,2018,C,33.438,73,186,80.0,78.0,81.0,79,79,-0.5
Frans Nielsen 2019,Frans Nielsen,2019,C,34.438,73,186,78.0,81.0,79.0,79,72,-7.25
Frans Nielsen 2020,Frans Nielsen,2020,C,35.437,73,186,81.0,79.0,79.0,72,70,-7.75
David Backes 2012,David Backes,2012,R,27.418,75,215,72.0,82.0,79.0,82,82,3.25
David Backes 2018,David Backes,2018,R,33.419,75,215,74.0,80.0,79.0,74,57,-19.75
Travis Zajac 2018,Travis Zajac,2018,C,32.387,74,185,80.0,74.0,74.0,80,63,-14.0
Travis Zajac 2019,Travis Zajac,2019,C,33.386,74,185,74.0,74.0,80.0,63,80,7.25
Travis Zajac 2020,Travis Zajac,2020,C,34.386,74,185,74.0,80.0,63.0,80,81,6.75
Travis Zajac 2021,Travis Zajac,2021,C,35.388,74,185,80.0,63.0,80.0,81,67,-9.0
Carl Soderberg 2018,Carl Soderberg,2018,C,31.971,75,210,73.0,82.0,82.0,80,77,-2.25
Carl Soderberg 2019,Carl Soderberg,2019,C,32.97,75,210,82.0,82.0,80.0,77,82,1.75
Carl Soderberg 2020,Carl Soderberg,2020,C,33.969,75,210,82.0,80.0,77.0,82,82,1.75
Carl Soderberg 2021,Carl Soderberg,2021,C,34.972,75,210,80.0,77.0,82.0,82,65,-15.25
Bobby Ryan 2018,Bobby Ryan,2018,R,30.544,74,208,70.0,78.0,81.0,62,62,-10.75
Bobby Ryan 2019,Bobby Ryan,2019,R,31.544,74,208,78.0,81.0,62.0,62,78,7.25
Michael Frolik 2018,Michael Frolik,2018,R,29.622,73,186,81.0,82.0,64.0,82,70,-7.25
Michael Frolik 2019,Michael Frolik,2019,R,30.621,73,186,82.0,64.0,82.0,70,65,-9.5
Michael Frolik 2020,Michael Frolik,2020,R,31.62,73,186,64.0,82.0,70.0,65,67,-3.25
Artem Anisimov 2020,Artem Anisimov,2020,C,31.355,76,199,77.0,64.0,72.0,78,57,-15.75
Matt Calvert 2020,Matt Calvert,2020,L,29.769,71,186,73.0,65.0,69.0,82,58,-14.25
Joakim Nordstrom 2020,Joakim Nordstrom,2020,C,27.598,73,194,71.0,82.0,75.0,70,56,-18.5
Tobias Rieder 2019,Tobias Rieder,2019,L,25.723,71,189,72.0,82.0,80.0,78,67,-11.0
Tobias Rieder 2020,Tobias Rieder,2020,L,26.722,71,189,82.0,80.0,78.0,67,64,-12.75
Tobias Rieder 2021,Tobias Rieder,2021,L,27.724,71,189,80.0,78.0,67.0,64,64,-8.25
Andrew Shaw 2018,Andrew Shaw,2018,R,26.202,71,182,80.0,79.0,78.0,68,51,-25.25
Justin Williams 2018,Justin Williams,2018,R,35.993,73,184,82.0,81.0,82.0,80,82,0.75
Justin Williams 2019,Justin Williams,2019,R,36.992,73,184,81.0,82.0,80.0,82,82,0.75
Ilya Kovalchuk 2012,Ilya Kovalchuk,2012,L,28.463,75,222,79.0,79.0,76.0,81,77,-1.75
Alexander Steen 2018,Alexander Steen,2018,L,33.586,72,211,68.0,74.0,67.0,76,76,4.75
Alexander Steen 2019,Alexander Steen,2019,L,34.585,72,211,74.0,67.0,76.0,76,65,-8.25
Alexander Steen 2020,Alexander Steen,2020,L,35.585,72,211,67.0,76.0,76.0,65,64,-7.0
Troy Brouwer 2018,Troy Brouwer,2018,R,32.124,75,213,82.0,82.0,82.0,74,76,-4.0
Troy Brouwer 2019,Troy Brouwer,2019,R,33.123,75,213,82.0,82.0,74.0,76,75,-3.5
Justin Abdelkader 2018,Justin Abdelkader,2018,L,30.599,74,213,70.0,71.0,82.0,64,75,3.25
Justin Abdelkader 2019,Justin Abdelkader,2019,L,31.598,74,213,71.0,82.0,64.0,75,71,-2.0
Justin Abdelkader 2020,Justin Abdelkader,2020,L,32.598,74,213,82.0,64.0,75.0,71,57,-16.0
Zack Smith 2020,Zack Smith,2020,C,31.489,74,208,81.0,74.0,68.0,70,58,-15.25
Colin Wilson 2018,Colin Wilson,2018,C,27.949,73,215,81.0,77.0,64.0,70,56,-17.0
Alexander Wennberg 2019,Alexander Wennberg,2019,C,24.025,74,190,68.0,69.0,80.0,66,75,4.25
Alexander Wennberg 2020,Alexander Wennberg,2020,C,25.025,74,190,69.0,80.0,66.0,75,67,-5.5
Melker Karlsson 2020,Melker Karlsson,2020,C,29.205,72,180,65.0,67.0,71.0,79,71,0.5
Matt Cullen 2018,Matt Cullen,2018,C,40.913,73,202,77.0,62.0,82.0,72,79,5.75
Matt Cullen 2019,Matt Cullen,2019,C,41.912,73,202,62.0,82.0,72.0,79,71,-2.75
Derek MacKenzie 2018,Derek MacKenzie,2018,C,36.308,71,177,71.0,82.0,64.0,82,75,0.25
Chris Thorburn 2012,Chris Thorburn,2012,R,28.329,75,235,73.0,82.0,76.0,82,72,-6.25
Jason Pominville 2012,Jason Pominville,2012,R,28.836,72,180,82.0,82.0,82.0,73,82,2.25
Jason Pominville 2018,Jason Pominville,2018,R,34.837,72,180,82.0,82.0,75.0,78,82,2.75
Jason Pominville 2019,Jason Pominville,2019,R,35.837,72,180,82.0,75.0,78.0,82,73,-6.25
Tomas Plekanec 2012,Tomas Plekanec,2012,C,28.918,71,190,81.0,80.0,82.0,77,81,1.0
Tomas Plekanec 2018,Tomas Plekanec,2018,C,34.92,71,190,81.0,82.0,82.0,78,77,-3.75
Chris Kunitz 2018,Chris Kunitz,2018,L,38.016,72,188,78.0,74.0,80.0,71,82,6.25
Chris Kunitz 2019,Chris Kunitz,2019,L,39.015,72,188,74.0,80.0,71.0,82,56,-20.75
Thomas Vanek 2012,Thomas Vanek,2012,L,27.7,74,214,82.0,73.0,71.0,80,78,1.5
Thomas Vanek 2018,Thomas Vanek,2018,L,33.701,74,214,78.0,80.0,74.0,68,80,5.0
Thomas Vanek 2019,Thomas Vanek,2019,L,34.7,74,214,80.0,74.0,68.0,80,64,-11.5
Ryan Kesler 2012,Ryan Kesler,2012,C,27.084,74,206,80.0,82.0,82.0,82,77,-4.5
Lee Stempniak 2012,Lee Stempniak,2012,R,28.655,71,195,80.0,75.0,80.0,82,61,-18.25
Kyle Brodziak 2012,Kyle Brodziak,2012,C,27.352,74,205,80.0,79.0,82.0,80,82,1.75
Kyle Brodziak 2018,Kyle Brodziak,2018,C,33.353,74,205,81.0,73.0,76.0,69,81,6.25
Kyle Brodziak 2019,Kyle Brodziak,2019,C,34.353,74,205,73.0,76.0,69.0,81,70,-4.75
Drew Stafford 2012,Drew Stafford,2012,R,25.92,74,215,64.0,79.0,71.0,62,80,11.0
Brandon Dubinsky 2012,Brandon Dubinsky,2012,C,25.424,74,208,82.0,82.0,69.0,77,77,-0.5
Martin Hanzal 2012,Martin Hanzal,2012,C,24.611,78,230,72.0,74.0,81.0,61,64,-8.0
Jason Chimera 2018,Jason Chimera,2018,L,38.419,75,215,82.0,77.0,82.0,82,74,-6.75
Mike Fisher 2012,Mike Fisher,2012,C,31.322,73,216,79.0,78.0,79.0,82,72,-7.5
Daniel Sedin 2012,Daniel Sedin,2012,L,31.012,73,190,82.0,82.0,63.0,82,72,-5.25
Daniel Sedin 2018,Daniel Sedin,2018,L,37.014,73,190,73.0,82.0,82.0,82,81,1.25
Henrik Sedin 2012,Henrik Sedin,2012,C,31.012,74,183,82.0,82.0,82.0,82,82,0.0
Henrik Sedin 2018,Henrik Sedin,2018,C,37.014,74,183,70.0,82.0,74.0,82,82,5.0
Chris Kelly 2012,Chris Kelly,2012,C,30.887,72,190,75.0,82.0,81.0,81,82,2.25
Henrik Zetterberg 2012,Henrik Zetterberg,2012,C,30.977,72,197,75.0,77.0,74.0,80,82,5.5
Joel Ward 2018,Joel Ward,2018,R,36.831,73,225,82.0,82.0,79.0,78,52,-28.25
Scott Hartnell 2012,Scott Hartnell,2012,L,29.455,74,215,80.0,82.0,81.0,82,82,0.75
Scott Hartnell 2018,Scott Hartnell,2018,L,35.456,74,215,78.0,77.0,79.0,78,62,-16.0
Antoine Vermette 2012,Antoine Vermette,2012,C,29.2,73,197,81.0,79.0,82.0,82,82,1.0
Antoine Vermette 2018,Antoine Vermette,2018,C,35.202,73,197,82.0,82.0,76.0,72,64,-14.0
Dominic Moore 2012,Dominic Moore,2012,C,31.16,72,192,68.0,81.0,69.0,77,79,5.25
Dominic Moore 2018,Dominic Moore,2018,C,37.162,72,192,73.0,82.0,80.0,82,50,-29.25
Mike Cammalleri 2012,Mike Cammalleri,2012,"C, L",29.315,69,185,63.0,81.0,65.0,67,66,-3.0
Patrick Sharp 2012,Patrick Sharp,2012,L,29.761,73,200,80.0,61.0,82.0,74,74,-0.25
Jussi Jokinen 2012,Jussi Jokinen,2012,L,28.502,72,191,72.0,71.0,81.0,70,79,5.5
Jussi Jokinen 2018,Jussi Jokinen,2018,L,34.503,72,191,81.0,81.0,81.0,69,60,-18.0
Brooks Laich 2012,Brooks Laich,2012,C,28.275,74,200,82.0,82.0,78.0,82,82,1.0
Rick Nash 2012,Rick Nash,2012,"L, R",27.292,76,211,80.0,78.0,76.0,75,82,4.75
Rick Nash 2018,Rick Nash,2018,"L, R",33.293,76,211,65.0,79.0,60.0,67,71,3.25
Scottie Upshall 2018,Scottie Upshall,2018,R,33.986,72,200,76.0,63.0,70.0,73,63,-7.5
Matt Stajan 2012,Matt Stajan,2012,C,27.784,73,195,82.0,76.0,82.0,76,61,-18.0
Alexandre Burrows 2012,Alexandre Burrows,2012,R,30.473,73,197,82.0,82.0,82.0,72,80,0.5
Torrey Mitchell 2018,Torrey Mitchell,2018,C,32.669,71,186,67.0,65.0,71.0,78,60,-10.25
Daniel Winnik 2018,Daniel Winnik,2018,L,32.573,74,210,76.0,79.0,76.0,72,81,5.25
Jared Boll 2012,Jared Boll,2012,R,25.386,75,206,75.0,75.0,68.0,73,54,-18.75
Patrick Maroon 2018,Patrick Maroon,2018,L,29.441,75,234,62.0,71.0,72.0,81,74,2.5
Tommy Wingels 2018,Tommy Wingels,2018,"C, R",29.471,72,200,77.0,75.0,68.0,73,75,1.75
Shane Doan 2012,Shane Doan,2012,R,34.974,73,223,80.0,82.0,82.0,72,79,0.0
Jarome Iginla 2012,Jarome Iginla,2012,R,34.251,73,210,82.0,82.0,82.0,82,82,0.0
Mike Ribeiro 2012,Mike Ribeiro,2012,C,31.639,72,179,76.0,82.0,66.0,82,74,-2.5
Chris Neil 2012,Chris Neil,2012,R,32.288,73,209,68.0,60.0,68.0,80,72,3.0
Steve Ott 2012,Steve Ott,2012,C,29.118,72,193,73.0,64.0,73.0,82,74,1.0
Jay McClement 2012,Jay McClement,2012,C,28.584,73,205,81.0,82.0,82.0,80,80,-1.25
Vernon Fiddler 2012,Vernon Fiddler,2012,"C, L",31.396,71,205,79.0,78.0,76.0,71,82,6.0
Milan Michalek 2012,Milan Michalek,2012,L,26.815,74,225,79.0,77.0,66.0,66,77,5.0
Eric Boulton 2012,Eric Boulton,2012,L,35.122,72,227,74.0,76.0,62.0,69,51,-19.25
Pascal Dupuis 2012,Pascal Dupuis,2012,R,32.485,73,205,78.0,71.0,81.0,81,82,4.25
Vincent Lecavalier 2012,Vincent Lecavalier,2012,C,31.445,76,215,81.0,77.0,82.0,65,64,-12.25
David Legwand 2012,David Legwand,2012,C,31.122,74,207,65.0,73.0,82.0,64,78,7.0
Brad Boyes 2012,Brad Boyes,2012,R,29.457,72,199,82.0,82.0,82.0,83,65,-17.25
Jarret Stoll 2012,Jarret Stoll,2012,C,29.271,73,216,81.0,74.0,73.0,82,78,0.5
Paul Gaustad 2012,Paul Gaustad,2012,C,29.657,77,227,82.0,62.0,65.0,81,70,-2.5
R.J. Umberger 2012,R.J. Umberger,2012,C,29.414,74,214,74.0,82.0,82.0,82,77,-3.0
Alexander Semin 2012,Alexander Semin,2012,R,27.579,74,211,63.0,62.0,73.0,65,77,11.25
Gregory Campbell 2012,Gregory Campbell,2012,C,27.79,72,188,81.0,77.0,60.0,80,78,3.5
Mike Richards 2012,Mike Richards,2012,C,26.635,71,196,73.0,79.0,82.0,81,74,-4.75
Matt Cooke 2012,Matt Cooke,2012,L,33.066,71,216,78.0,76.0,79.0,67,82,7.0
Olli Jokinen 2012,Olli Jokinen,2012,C,32.822,74,210,82.0,76.0,82.0,79,82,2.25
Daniel Cleary 2012,Daniel Cleary,2012,R,32.787,73,205,63.0,74.0,64.0,68,75,7.75
Martin St. Louis 2012,Martin St. Louis,2012,R,36.288,68,180,82.0,82.0,82.0,82,77,-5.0
Manny Malhotra 2012,Manny Malhotra,2012,C,31.371,74,207,71.0,77.0,71.0,72,78,5.25
Michael Ryder 2012,Michael Ryder,2012,R,31.503,73,200,70.0,74.0,82.0,79,82,5.75
Martin Erat 2012,Martin Erat,2012,R,30.09,72,196,76.0,71.0,74.0,64,71,-0.25
Dany Heatley 2012,Dany Heatley,2012,L,30.692,75,212,71.0,82.0,82.0,80,82,3.25
Tomas Kopecky 2012,Tomas Kopecky,2012,R,29.652,75,210,77.0,79.0,74.0,81,80,2.25
Stephen Weiss 2012,Stephen Weiss,2012,C,28.496,71,190,74.0,78.0,80.0,76,80,3.0
Curtis Glencross 2012,Curtis Glencross,2012,L,28.759,73,197,62.0,74.0,67.0,79,67,-3.5
Ray Whitney 2012,Ray Whitney,2012,L,39.399,70,180,66.0,82.0,80.0,75,82,6.25
Saku Koivu 2012,Saku Koivu,2012,C,36.855,70,181,77.0,65.0,71.0,75,74,2.0
Todd Bertuzzi 2012,Todd Bertuzzi,2012,R,36.661,75,229,68.0,66.0,82.0,81,71,-3.25
Radek Dvorak 2012,Radek Dvorak,2012,R,34.564,74,195,67.0,81.0,76.0,66,73,0.5
Michal Handzus 2012,Michal Handzus,2012,C,34.558,77,215,82.0,82.0,81.0,82,67,-14.75
Mike Rupp 2012,Mike Rupp,2012,L,31.716,77,235,64.0,72.0,81.0,81,60,-14.5
Mikael Samuelsson 2012,Mikael Samuelsson,2012,R,34.772,74,218,73.0,81.0,74.0,75,54,-21.75
Taylor Pyatt 2012,Taylor Pyatt,2012,L,30.117,76,230,79.0,69.0,74.0,76,73,-1.5
Jerred Smithson 2012,Jerred Smithson,2012,C,32.655,75,209,81.0,82.0,69.0,82,69,-9.5
David Steckel 2012,David Steckel,2012,C,29.548,78,215,67.0,76.0,79.0,75,76,1.75
Dustin Penner 2012,Dustin Penner,2012,R,29.008,76,247,82.0,78.0,82.0,81,65,-15.75
Mike Knuble 2012,Mike Knuble,2012,R,39.243,75,229,82.0,82.0,69.0,79,72,-6.0
Jamie Langenbrunner 2012,Jamie Langenbrunner,2012,R,36.19,73,205,64.0,81.0,81.0,70,70,-4.0
Jamal Mayers 2012,Jamal Mayers,2012,R,36.937,73,222,80.0,71.0,71.0,78,81,6.0
Marty Reasoner 2012,Marty Reasoner,2012,C,34.594,73,197,82.0,79.0,80.0,82,61,-19.75
Eric Belanger 2012,Eric Belanger,2012,C,33.791,71,185,75.0,79.0,77.0,82,78,-0.25
Tom Kostopoulos 2012,Tom Kostopoulos,2012,R,32.685,72,197,67.0,78.0,82.0,76,81,5.25
Nik Antropov 2012,Nik Antropov,2012,C,31.618,78,245,72.0,81.0,76.0,76,69,-7.25
Alexei Ponikarovsky 2012,Alexei Ponikarovsky,2012,L,31.478,76,225,66.0,82.0,77.0,61,82,10.5
