,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y5 dEV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 EV Rebounds Created/60,Y2 EV Rebounds Created/60,Y3 EV Rebounds Created/60,Y4 EV Rebounds Created/60,Y5 EV Rebounds Created/60,Y1 EV Rush Attempts/60,Y2 EV Rush Attempts/60,Y3 EV Rush Attempts/60,Y4 EV Rush Attempts/60,Y5 EV Rush Attempts/60,Y1 EV oixGF/60,Y2 EV oixGF/60,Y3 EV oixGF/60,Y4 EV oixGF/60,Y5 EV oixGF/60
Derek Stepan 2020,Derek Stepan,2020,C,29.288,71,196,72.0,81.0,82.0,72,82,13.6556,14.7021,15.4665,14.5764,13.9574,0.7933,0.7558,0.5677,0.8004,0.4299,-0.198525,0.5492,0.4535,0.7096,0.2287,0.3071,0.8544,0.6046,0.7569,0.9719,0.6141,0.7933,0.5038,0.5204,0.5145,2.3588,2.582,2.5424,2.4923,2.7184,2.3588
Adam Henrique 2016,Adam Henrique,2016,C,25.649,72,195,74.0,71.0,77.0,75,80,14.6887,13.8325,13.7221,14.1358,14.5571,0.6624,0.3098,0.2839,0.5093,0.1546,-0.5345000000000001,0.6624,0.0,0.3407,0.3396,0.5667,0.276,0.4131,0.795,0.4528,0.5667,0.2208,0.3098,0.2839,0.3396,2.3009,2.2174,2.4466,2.4094,2.3198,2.3009
Adam Henrique 2017,Adam Henrique,2017,C,26.651,72,195,71.0,77.0,75.0,80,82,13.8325,13.7221,14.1358,14.5571,13.4561,0.3098,0.2839,0.5093,0.1546,0.4894,-0.3045750000000001,0.0,0.3407,0.3396,0.5667,0.3263,0.4131,0.795,0.4528,0.5667,0.5438,0.3098,0.2839,0.3396,0.3606,2.1115,2.4466,2.4094,2.3198,2.3009,2.1115
Adam Henrique 2018,Adam Henrique,2018,C,27.65,72,195,77.0,75.0,80.0,82,81,13.7221,14.1358,14.5571,13.4561,13.6903,0.2839,0.5093,0.1546,0.4894,0.6493,-0.1528750000000001,0.3407,0.3396,0.5667,0.3263,0.2705,0.795,0.4528,0.5667,0.5438,0.5411,0.2839,0.3396,0.3606,0.2175,2.8054,2.4094,2.3198,2.3009,2.1115,2.8054
Adam Henrique 2019,Adam Henrique,2019,C,28.65,72,195,75.0,80.0,82.0,81,82,14.1358,14.5571,13.4561,13.6903,13.0305,0.5093,0.1546,0.4894,0.6493,0.6738,-0.14537500000000003,0.3396,0.5667,0.3263,0.2705,0.3369,0.4528,0.5667,0.5438,0.5411,0.5615,0.3396,0.3606,0.2175,0.487,2.4696,2.3198,2.3009,2.1115,2.8054,2.4696
Adam Henrique 2020,Adam Henrique,2020,C,29.649,72,195,80.0,82.0,81.0,82,83,14.5571,13.4561,13.6903,13.0305,13.8211,0.1546,0.4894,0.6493,0.6738,0.5503,-0.253625,0.5667,0.3263,0.2705,0.3369,0.2446,0.5667,0.5438,0.5411,0.5615,0.9172,0.3606,0.2175,0.487,0.2246,2.694,2.3009,2.1115,2.8054,2.4696,2.694
Adam Henrique 2021,Adam Henrique,2021,C,30.651,72,195,82.0,81.0,82.0,83,65,13.4561,13.6903,13.0305,13.8211,13.3048,0.4894,0.6493,0.6738,0.5503,0.5011,-0.338075,0.3263,0.2705,0.3369,0.2446,0.2004,0.5438,0.5411,0.5615,0.9172,0.7015,0.2175,0.487,0.2246,0.6726,2.2358,2.1115,2.8054,2.4696,2.694,2.2358
Adam Henrique 2022,Adam Henrique,2022,C,31.65,72,195,81.0,82.0,83.0,65,58,13.6903,13.0305,13.8211,13.3048,15.1408,0.6493,0.6738,0.5503,0.5011,0.6832,-0.26844999999999997,0.2705,0.3369,0.2446,0.2004,0.5466,0.5411,0.5615,0.9172,0.7015,1.3665,0.487,0.2246,0.6726,0.2004,3.2625,2.8054,2.4696,2.694,2.2358,3.2625
Adam Henrique 2023,Adam Henrique,2023,C,32.65,72,195,82.0,83.0,65.0,58,62,13.0305,13.8211,13.3048,15.1408,13.1207,0.6738,0.5503,0.5011,0.6832,0.295,-0.6487500000000002,0.3369,0.2446,0.2004,0.5466,0.4425,0.5615,0.9172,0.7015,1.3665,0.9588,0.2246,0.6726,0.2004,0.6149,2.9916,2.4696,2.694,2.2358,3.2625,2.9916
Gustav Nyquist 2018,Gustav Nyquist,2018,"C, L",28.083,71,180,57.0,82.0,82.0,76,82,13.5772,13.6244,12.375,14.5868,15.3787,0.9304,0.6445,0.8869,0.9742,0.5234,-0.3606750000000001,0.3876,0.2685,0.3548,0.5953,0.1427,0.5427,0.4834,0.5322,0.866,0.571,0.4652,0.4834,0.3548,0.2165,2.4004,2.46,2.2438,2.3551,2.5692,2.4004
Gustav Nyquist 2019,Gustav Nyquist,2019,"C, L",29.082,71,180,82.0,82.0,76.0,82,81,13.6244,12.375,14.5868,15.3787,15.3543,0.6445,0.8869,0.9742,0.5234,0.7236,0.05182500000000001,0.2685,0.3548,0.5953,0.1427,0.6272,0.4834,0.5322,0.866,0.571,0.8201,0.4834,0.3548,0.2165,0.5234,2.8695,2.2438,2.3551,2.5692,2.4004,2.8695
Gustav Nyquist 2020,Gustav Nyquist,2020,"C, L",30.082,71,180,82.0,76.0,82.0,81,82,12.375,14.5868,15.3787,15.3543,14.7679,0.8869,0.9742,0.5234,0.7236,0.8706,0.13215,0.3548,0.5953,0.1427,0.6272,0.3482,0.5322,0.866,0.571,0.8201,0.7545,0.3548,0.2165,0.5234,0.2412,2.6821,2.3551,2.5692,2.4004,2.8695,2.6821
Derek Grant 2022,Derek Grant,2022,C,31.451,75,210,66.0,56.0,66.0,67,71,9.6611,9.9512,10.6881,11.6424,11.4343,0.5646,0.5383,0.6015,0.4481,0.5913,-0.11877499999999996,0.4705,0.4307,0.2005,0.5602,0.3695,0.6587,0.646,0.802,0.3361,0.7391,0.6587,0.2153,0.3007,0.3361,2.3635,2.2329,2.5948,2.4129,1.9281,2.3635
Matt Martin 2015,Matt Martin,2015,L,25.4,75,220,68.0,80.0,82.0,79,78,9.95,10.5025,10.034,10.8783,11.0656,0.266,0.2856,0.872,0.3491,0.2085,-0.260375,0.4434,0.0714,0.0,0.0698,0.2085,0.6208,0.9284,0.6229,0.8378,0.6256,0.6208,0.6427,0.4983,0.4189,2.5394,1.7665,2.2188,2.4828,2.1469,2.5394
Matt Martin 2016,Matt Martin,2016,L,26.399,75,220,80.0,82.0,79.0,78,80,10.5025,10.034,10.8783,11.0656,10.4198,0.2856,0.872,0.3491,0.2085,0.5038,0.006750000000000034,0.0714,0.0,0.0698,0.2085,0.144,0.9284,0.6229,0.8378,0.6256,0.7198,0.6427,0.4983,0.4189,0.4171,2.0773,2.2188,2.4828,2.1469,2.5394,2.0773
Matt Martin 2017,Matt Martin,2017,L,27.401,75,220,82.0,79.0,78.0,80,82,10.034,10.8783,11.0656,10.4198,8.5437,0.872,0.3491,0.2085,0.5038,0.1713,-0.380725,0.0,0.0698,0.2085,0.144,0.1713,0.6229,0.8378,0.6256,0.7198,0.6851,0.4983,0.4189,0.4171,0.3599,1.9646,2.4828,2.1469,2.5394,2.0773,1.9646
Matt Martin 2018,Matt Martin,2018,L,28.401,75,220,79.0,78.0,80.0,82,50,10.8783,11.0656,10.4198,8.5437,7.968,0.3491,0.2085,0.5038,0.1713,0.753,0.18735000000000002,0.0698,0.2085,0.144,0.1713,0.6024,0.8378,0.6256,0.7198,0.6851,0.3012,0.4189,0.4171,0.3599,0.5139,2.2259,2.1469,2.5394,2.0773,1.9646,2.2259
Matt Martin 2019,Matt Martin,2019,L,29.4,75,220,78.0,80.0,82.0,50,67,11.0656,10.4198,8.5437,7.968,11.1445,0.2085,0.5038,0.1713,0.753,0.2411,-0.297875,0.2085,0.144,0.1713,0.6024,0.4018,0.6256,0.7198,0.6851,0.3012,0.3214,0.4171,0.3599,0.5139,0.6024,1.9783,2.5394,2.0773,1.9646,2.2259,1.9783
Matt Martin 2020,Matt Martin,2020,L,30.399,75,220,80.0,82.0,50.0,67,64,10.4198,8.5437,7.968,11.1445,10.1145,0.5038,0.1713,0.753,0.2411,0.3236,-0.19687500000000002,0.144,0.1713,0.6024,0.4018,0.0,0.7198,0.6851,0.3012,0.3214,0.2157,0.3599,0.5139,0.6024,0.0,1.7872,2.0773,1.9646,2.2259,1.9783,1.7872
Matt Martin 2021,Matt Martin,2021,L,31.401,75,220,82.0,50.0,67.0,64,79,8.5437,7.968,11.1445,10.1145,10.4522,0.1713,0.753,0.2411,0.3236,0.3189,-0.15644999999999998,0.1713,0.6024,0.4018,0.0,0.1063,0.6851,0.3012,0.3214,0.2157,0.5315,0.5139,0.6024,0.0,0.6471,2.0432,1.9646,2.2259,1.9783,1.7872,2.0432
Matt Martin 2022,Matt Martin,2022,L,32.401,75,220,50.0,67.0,64.0,79,71,7.968,11.1445,10.1145,10.4522,11.2796,0.753,0.2411,0.3236,0.3189,0.2248,-0.2763749999999999,0.6024,0.4018,0.0,0.1063,0.0749,0.3012,0.3214,0.2157,0.5315,0.3746,0.6024,0.0,0.6471,0.2126,1.9727,2.2259,1.9783,1.7872,2.0432,1.9727
Matt Martin 2023,Matt Martin,2023,L,33.4,75,220,67.0,64.0,79.0,71,81,11.1445,10.1145,10.4522,11.2796,10.9872,0.2411,0.3236,0.3189,0.2248,0.5393,0.09487500000000004,0.4018,0.0,0.1063,0.0749,0.2697,0.3214,0.2157,0.5315,0.3746,1.1461,0.0,0.6471,0.2126,0.2248,2.1958,1.9783,1.7872,2.0432,1.9727,2.1958
Tyler Johnson 2018,Tyler Johnson,2018,C,27.177,68,185,82.0,77.0,69.0,66,81,14.2437,13.2556,13.806,13.9338,13.1903,0.5651,1.2933,0.7558,0.3262,0.5054,-0.368275,0.4623,0.7054,0.126,0.6524,0.6177,0.6678,0.823,0.8818,0.4567,1.1793,0.411,0.3527,0.3779,0.5872,2.8247,2.2865,2.9604,2.5666,2.3018,2.8247
Tyler Johnson 2019,Tyler Johnson,2019,C,28.176,68,185,77.0,69.0,66.0,81,80,13.2556,13.806,13.9338,13.1903,13.8863,1.2933,0.7558,0.3262,0.5054,0.2701,-0.6343749999999999,0.7054,0.126,0.6524,0.6177,0.3241,0.823,0.8818,0.4567,1.1793,0.8102,0.3527,0.3779,0.5872,0.7301,2.9846,2.9604,2.5666,2.3018,2.8247,2.9846
Tyler Johnson 2020,Tyler Johnson,2020,C,29.175,68,185,69.0,66.0,81.0,80,76,13.806,13.9338,13.1903,13.8863,12.4095,0.7558,0.3262,0.5054,0.2701,0.4463,-0.5141249999999999,0.126,0.6524,0.6177,0.3241,0.3719,0.8818,0.4567,1.1793,0.8102,1.3389,0.3779,0.5872,0.7301,0.3781,2.6905,2.5666,2.3018,2.8247,2.9846,2.6905
Tyler Johnson 2021,Tyler Johnson,2021,C,30.177,68,185,66.0,81.0,80.0,76,80,13.9338,13.1903,13.8863,12.4095,12.0118,0.3262,0.5054,0.2701,0.4463,0.8174,-0.21157499999999996,0.6524,0.6177,0.3241,0.3719,0.3633,0.4567,1.1793,0.8102,1.3389,0.5449,0.5872,0.7301,0.3781,0.5951,2.1779,2.3018,2.8247,2.9846,2.6905,2.1779
Mike Hoffman 2019,Mike Hoffman,2019,L,28.852,72,190,79.0,78.0,74.0,82,82,12.7481,15.0502,14.3682,15.2516,14.3764,0.7745,0.8178,0.9593,0.6237,0.4072,-0.5869249999999999,0.3575,0.5111,0.2822,0.3838,0.4072,1.4298,0.8689,0.9029,1.0075,0.6108,0.8341,0.3578,0.5079,0.4798,2.5178,2.6309,2.4763,2.3204,2.3028,2.5178
Mike Hoffman 2020,Mike Hoffman,2020,L,29.852,72,190,78.0,74.0,82.0,82,81,15.0502,14.3682,15.2516,14.3764,13.0399,0.8178,0.9593,0.6237,0.4072,0.6002,-0.248425,0.5111,0.2822,0.3838,0.4072,0.7335,0.8689,0.9029,1.0075,0.6108,0.6669,0.3578,0.5079,0.4798,0.7634,2.528,2.4763,2.3204,2.3028,2.5178,2.528
Mike Hoffman 2021,Mike Hoffman,2021,L,30.854,72,190,74.0,82.0,82.0,81,76,14.3682,15.2516,14.3764,13.0399,13.0936,0.9593,0.6237,0.4072,0.6002,0.4406,-0.45255,0.2822,0.3838,0.4072,0.7335,0.3525,0.9029,1.0075,0.6108,0.6669,0.4406,0.5079,0.4798,0.7634,0.5335,1.8286,2.3204,2.3028,2.5178,2.528,1.8286
Mike Hoffman 2022,Mike Hoffman,2022,L,31.853,72,190,82.0,82.0,81.0,76,67,15.2516,14.3764,13.0399,13.0936,14.2465,0.6237,0.4072,0.6002,0.4406,0.3143,-0.6157499999999999,0.3838,0.4072,0.7335,0.3525,0.3772,1.0075,0.6108,0.6669,0.4406,0.9429,0.4798,0.7634,0.5335,0.1762,2.1391,2.3028,2.5178,2.528,1.8286,2.1391
Mike Hoffman 2023,Mike Hoffman,2023,L,32.852,72,190,82.0,81.0,76.0,67,67,14.3764,13.0399,13.0936,14.2465,13.0555,0.4072,0.6002,0.4406,0.3143,0.4802,-0.454775,0.4072,0.7335,0.3525,0.3772,0.2744,0.6108,0.6669,0.4406,0.9429,0.9603,0.7634,0.5335,0.1762,0.3143,2.2718,2.5178,2.528,1.8286,2.1391,2.2718
Marcus Johansson 2015,Marcus Johansson,2015,L,23.987,73,203,69.0,80.0,58.0,80,82,12.5804,13.9652,13.9657,14.1537,13.4835,0.7603,0.8593,0.8845,0.9538,0.3799,-0.088725,0.1382,0.4833,0.8845,0.159,0.4341,0.8986,0.2685,0.0,0.5299,0.4884,0.3456,0.1611,0.0,0.2649,2.3063,2.2761,2.1563,2.4173,2.1032,2.3063
Marcus Johansson 2016,Marcus Johansson,2016,L,24.986,73,203,80.0,58.0,80.0,82,74,13.9652,13.9657,14.1537,13.4835,13.8525,0.8593,0.8845,0.9538,0.3799,0.6439,0.11745000000000005,0.4833,0.8845,0.159,0.4341,0.5853,0.2685,0.0,0.5299,0.4884,0.1756,0.1611,0.0,0.2649,0.2713,2.4882,2.1563,2.4173,2.1032,2.3063,2.4882
Marcus Johansson 2017,Marcus Johansson,2017,L,25.988,73,203,58.0,80.0,82.0,74,82,13.9657,14.1537,13.4835,13.8525,14.1083,0.8845,0.9538,0.3799,0.6439,0.7261,0.213225,0.8845,0.159,0.4341,0.5853,0.3112,0.0,0.5299,0.4884,0.1756,0.6224,0.0,0.2649,0.2713,0.4683,2.4117,2.4173,2.1032,2.3063,2.4882,2.4117
Marcus Johansson 2023,Marcus Johansson,2023,L,31.987,73,203,58.0,70.0,52.0,69,80,13.3986,14.3117,12.7787,13.543,12.9575,0.4633,0.8385,0.2609,0.5137,0.5788,0.0,0.3088,0.2795,0.2609,0.321,0.2315,0.7721,0.4192,0.5217,0.8989,0.9261,0.9265,0.4192,0.1304,0.3852,2.8825,2.6683,2.1675,1.9538,2.5625,2.8825
Kyle Palmieri 2017,Kyle Palmieri,2017,C,25.665,71,198,71.0,71.0,57.0,82,80,10.9286,10.5993,12.3795,14.5384,13.7323,0.7843,0.4784,0.3401,0.4026,0.3823,-0.5886000000000001,0.5229,0.877,0.4251,0.3523,0.4915,0.5229,0.9567,0.7653,0.8053,0.6008,0.7843,0.877,0.2551,0.4026,2.1775,2.2641,2.4357,2.4327,2.0167,2.1775
Kyle Palmieri 2018,Kyle Palmieri,2018,C,26.665,71,198,71.0,57.0,82.0,80,62,10.5993,12.3795,14.5384,13.7323,13.8134,0.4784,0.3401,0.4026,0.3823,0.2802,-0.661375,0.877,0.4251,0.3523,0.4915,0.2802,0.9567,0.7653,0.8053,0.6008,0.9108,0.877,0.2551,0.4026,0.3277,2.7645,2.4357,2.4327,2.0167,2.1775,2.7645
Kyle Palmieri 2019,Kyle Palmieri,2019,C,27.664,71,198,57.0,82.0,80.0,62,74,12.3795,14.5384,13.7323,13.8134,14.5759,0.3401,0.4026,0.3823,0.2802,0.5563,-0.333925,0.4251,0.3523,0.4915,0.2802,0.3338,0.7653,0.8053,0.6008,0.9108,0.5563,0.2551,0.4026,0.3277,0.2802,2.6489,2.4327,2.0167,2.1775,2.7645,2.6489
Kyle Palmieri 2020,Kyle Palmieri,2020,C,28.663,71,198,82.0,80.0,62.0,74,76,14.5384,13.7323,13.8134,14.5759,13.6308,0.4026,0.3823,0.2802,0.5563,0.474,-0.4474,0.3523,0.4915,0.2802,0.3338,0.4063,0.8053,0.6008,0.9108,0.5563,0.6095,0.4026,0.3277,0.2802,0.2225,2.5923,2.0167,2.1775,2.7645,2.6489,2.5923
Kyle Palmieri 2021,Kyle Palmieri,2021,C,29.665,71,198,80.0,62.0,74.0,76,74,13.7323,13.8134,14.5759,13.6308,13.6775,0.3823,0.2802,0.5563,0.474,0.086,-0.83335,0.4915,0.2802,0.3338,0.4063,0.5161,0.6008,0.9108,0.5563,0.6095,0.6021,0.3277,0.2802,0.2225,0.2032,2.2914,2.1775,2.7645,2.6489,2.5923,2.2914
Kyle Palmieri 2022,Kyle Palmieri,2022,C,30.665,71,198,62.0,74.0,76.0,74,69,13.8134,14.5759,13.6308,13.6775,13.7273,0.2802,0.5563,0.474,0.086,0.4434,-0.39435,0.2802,0.3338,0.4063,0.5161,0.4434,0.9108,0.5563,0.6095,0.6021,0.8235,0.2802,0.2225,0.2032,0.4301,2.8087,2.7645,2.6489,2.5923,2.2914,2.8087
Kyle Palmieri 2023,Kyle Palmieri,2023,C,31.664,71,198,74.0,76.0,74.0,69,55,14.5759,13.6308,13.6775,13.7273,14.4976,0.5563,0.474,0.086,0.4434,0.903,0.08707500000000001,0.3338,0.4063,0.5161,0.4434,0.2257,0.5563,0.6095,0.6021,0.8235,1.2792,0.2225,0.2032,0.4301,0.2534,3.128,2.6489,2.5923,2.2914,2.8087,3.128
Ryan O'Reilly 2018,Ryan O'Reilly,2018,C,26.648,73,207,80.0,82.0,71.0,72,81,15.9925,15.2535,16.3472,16.2299,15.6708,0.469,0.8635,0.9305,0.5135,0.8508,0.163875,0.6097,0.4317,0.3619,0.4108,0.3309,0.8441,0.5277,0.3102,0.5648,0.5672,0.3752,0.2398,0.4136,0.4621,2.4405,2.5737,2.3184,2.3862,2.4708,2.4405
Ryan O'Reilly 2019,Ryan O'Reilly,2019,C,27.648,73,207,82.0,71.0,72.0,81,82,15.2535,16.3472,16.2299,15.6708,15.8978,0.8635,0.9305,0.5135,0.8508,0.8285,0.25797500000000007,0.4317,0.3619,0.4108,0.3309,0.5983,0.5277,0.3102,0.5648,0.5672,0.7824,0.2398,0.4136,0.4621,0.3309,2.9378,2.3184,2.3862,2.4708,2.4405,2.9378
Ryan O'Reilly 2020,Ryan O'Reilly,2020,C,28.647,73,207,71.0,72.0,81.0,82,83,16.3472,16.2299,15.6708,15.8978,15.4991,0.9305,0.5135,0.8508,0.8285,1.0905,0.44625000000000004,0.3619,0.4108,0.3309,0.5983,0.7088,0.3102,0.5648,0.5672,0.7824,0.3817,0.4136,0.4621,0.3309,0.3682,2.549,2.3862,2.4708,2.4405,2.9378,2.549
Ryan O'Reilly 2021,Ryan O'Reilly,2021,C,29.649,73,207,72.0,81.0,82.0,83,82,16.2299,15.6708,15.8978,15.4991,16.0565,0.5135,0.8508,0.8285,1.0905,0.6673,0.05545,0.4108,0.3309,0.5983,0.7088,0.8007,0.5648,0.5672,0.7824,0.3817,0.8675,0.4621,0.3309,0.3682,0.1636,2.4516,2.4708,2.4405,2.9378,2.549,2.4516
Ryan O'Reilly 2022,Ryan O'Reilly,2022,C,30.648,73,207,81.0,82.0,83.0,82,78,15.6708,15.8978,15.4991,16.0565,14.5763,0.8508,0.8285,1.0905,0.6673,0.9499,0.17897499999999988,0.3309,0.5983,0.7088,0.8007,0.5805,0.5672,0.7824,0.3817,0.8675,0.4222,0.3309,0.3682,0.1636,0.2669,2.712,2.4405,2.9378,2.549,2.4516,2.712
Ryan O'Reilly 2023,Ryan O'Reilly,2023,C,31.648,73,207,82.0,83.0,82.0,78,53,15.8978,15.4991,16.0565,14.5763,14.4393,0.8285,1.0905,0.6673,0.9499,0.392,-0.43089999999999995,0.5983,0.7088,0.8007,0.5805,0.392,0.7824,0.3817,0.8675,0.4222,1.176,0.3682,0.1636,0.2669,0.3166,3.1682,2.9378,2.549,2.4516,2.712,3.1682
Kyle Clifford 2015,Kyle Clifford,2015,L,23.716,74,217,76.0,81.0,82.0,71,80,9.4658,8.9471,9.8604,9.6768,10.6075,0.417,0.414,0.3803,0.262,0.4242,-0.11259999999999992,0.1668,0.1656,0.5071,0.1747,0.2121,0.6672,0.3312,0.7606,0.6986,0.6363,0.417,0.1656,0.2535,0.6113,2.1614,1.7364,1.857,2.3072,1.9335,2.1614
Kyle Clifford 2016,Kyle Clifford,2016,L,24.715,74,217,81.0,82.0,71.0,80,56,8.9471,9.8604,9.6768,10.6075,9.1854,0.414,0.3803,0.262,0.4242,0.3499,-0.14700000000000002,0.1656,0.5071,0.1747,0.2121,0.3499,0.3312,0.7606,0.6986,0.6363,0.6999,0.1656,0.2535,0.6113,0.5656,2.2337,1.857,2.3072,1.9335,2.1614,2.2337
Kyle Clifford 2017,Kyle Clifford,2017,L,25.717,74,217,82.0,71.0,80.0,56,73,9.8604,9.6768,10.6075,9.1854,10.6121,0.3803,0.262,0.4242,0.3499,0.4647,-0.016174999999999995,0.5071,0.1747,0.2121,0.3499,0.0,0.7606,0.6986,0.6363,0.6999,1.2392,0.2535,0.6113,0.5656,0.3499,2.2213,2.3072,1.9335,2.1614,2.2337,2.2213
Kyle Clifford 2018,Kyle Clifford,2018,L,26.717,74,217,71.0,80.0,56.0,73,50,9.6768,10.6075,9.1854,10.6121,10.407,0.262,0.4242,0.3499,0.4647,0.2306,-0.14459999999999998,0.1747,0.2121,0.3499,0.0,0.2306,0.6986,0.6363,0.6999,1.2392,0.9225,0.6113,0.5656,0.3499,0.5422,2.275,1.9335,2.1614,2.2337,2.2213,2.275
Kyle Clifford 2019,Kyle Clifford,2019,L,27.716,74,217,80.0,56.0,73.0,50,72,10.6075,9.1854,10.6121,10.407,10.2523,0.4242,0.3499,0.4647,0.2306,0.4877,0.005049999999999999,0.2121,0.3499,0.0,0.2306,0.3251,0.6363,0.6999,1.2392,0.9225,1.3818,0.5656,0.3499,0.5422,0.3459,2.6165,2.1614,2.2337,2.2213,2.275,2.6165
Kyle Clifford 2020,Kyle Clifford,2020,L,28.715,74,217,56.0,73.0,50.0,72,81,9.1854,10.6121,10.407,10.2523,10.8978,0.3499,0.4647,0.2306,0.4877,0.5585,-0.021299999999999986,0.3499,0.0,0.2306,0.3251,0.2394,0.6999,1.2392,0.9225,1.3818,1.2767,0.3499,0.5422,0.3459,0.4064,2.7313,2.2337,2.2213,2.275,2.6165,2.7313
Kyle Clifford 2021,Kyle Clifford,2021,L,29.717,74,217,73.0,50.0,72.0,81,73,10.6121,10.407,10.2523,10.8978,9.414,0.4647,0.2306,0.4877,0.5585,0.2549,-0.37705,0.0,0.2306,0.3251,0.2394,0.0,1.2392,0.9225,1.3818,1.2767,0.6373,0.5422,0.3459,0.4064,0.4788,1.9159,2.2213,2.275,2.6165,2.7313,1.9159
Alex Chiasson 2018,Alex Chiasson,2018,R,27.001,76,208,79.0,76.0,77.0,81,61,11.1989,10.6189,11.0206,11.8084,9.4781,0.4747,0.3717,0.3535,0.3136,0.5189,-0.00934999999999997,0.5425,0.4461,0.0707,0.3136,0.2076,0.4069,0.4461,0.2828,0.3764,0.3113,0.5425,0.223,0.5656,0.5646,2.0755,2.5344,2.1888,1.9883,2.1491,2.0755
Alex Chiasson 2019,Alex Chiasson,2019,R,28.001,76,208,76.0,77.0,81.0,61,73,10.6189,11.0206,11.8084,9.4781,13.7363,0.3717,0.3535,0.3136,0.5189,0.4188,-0.172375,0.4461,0.0707,0.3136,0.2076,0.0598,0.4461,0.2828,0.3764,0.3113,0.7779,0.223,0.5656,0.5646,0.3113,2.3288,2.1888,1.9883,2.1491,2.0755,2.3288
Alex Chiasson 2020,Alex Chiasson,2020,R,29.0,76,208,77.0,81.0,61.0,73,76,11.0206,11.8084,9.4781,13.7363,10.7905,0.3535,0.3136,0.5189,0.4188,0.1711,-0.46585,0.0707,0.3136,0.2076,0.0598,0.3422,0.2828,0.3764,0.3113,0.7779,0.6844,0.5656,0.5646,0.3113,0.359,2.1917,1.9883,2.1491,2.0755,2.3288,2.1917
Alex Chiasson 2021,Alex Chiasson,2021,R,30.002,76,208,81.0,61.0,73.0,76,65,11.8084,9.4781,13.7363,10.7905,9.4537,0.3136,0.5189,0.4188,0.1711,0.2821,-0.37339999999999995,0.3136,0.2076,0.0598,0.3422,0.4231,0.3764,0.3113,0.7779,0.6844,0.7052,0.5646,0.3113,0.359,0.1711,1.6516,2.1491,2.0755,2.3288,2.1917,1.6516
Alex Chiasson 2022,Alex Chiasson,2022,R,31.002,76,208,61.0,73.0,76.0,65,67,9.4781,13.7363,10.7905,9.4537,9.7321,0.5189,0.4188,0.1711,0.2821,0.3681,-0.25595,0.2076,0.0598,0.3422,0.4231,0.092,0.3113,0.7779,0.6844,0.7052,0.9202,0.3113,0.359,0.1711,0.141,2.2517,2.0755,2.3288,2.1917,1.6516,2.2517
Jakob Silfverberg 2017,Jakob Silfverberg,2017,R,25.969,73,207,82.0,52.0,81.0,82,79,13.4003,11.883,13.343,13.7337,14.9063,0.653,0.8739,0.7217,0.4795,0.6624,-0.04932499999999995,0.0933,0.3884,0.4996,0.3729,0.4586,0.9328,0.4855,0.9993,0.9057,1.1719,0.9328,0.971,0.7772,0.3729,2.8956,2.4925,2.7101,2.5076,3.1269,2.8956
Jakob Silfverberg 2018,Jakob Silfverberg,2018,R,26.969,73,207,52.0,81.0,82.0,79,77,11.883,13.343,13.7337,14.9063,14.5662,0.8739,0.7217,0.4795,0.6624,0.4815,-0.28352499999999997,0.3884,0.4996,0.3729,0.4586,0.3745,0.4855,0.9993,0.9057,1.1719,1.1769,0.971,0.7772,0.3729,1.1719,3.0166,2.7101,2.5076,3.1269,2.8956,3.0166
Jakob Silfverberg 2019,Jakob Silfverberg,2019,R,27.968,73,207,81.0,82.0,79.0,77,73,13.343,13.7337,14.9063,14.5662,13.2836,0.7217,0.4795,0.6624,0.4815,0.3094,-0.47292499999999993,0.4996,0.3729,0.4586,0.3745,0.3094,0.9993,0.9057,1.1719,1.1769,0.3094,0.7772,0.3729,1.1719,0.428,2.4818,2.5076,3.1269,2.8956,3.0166,2.4818
Jakob Silfverberg 2020,Jakob Silfverberg,2020,R,28.967,73,207,82.0,79.0,77.0,73,77,13.7337,14.9063,14.5662,13.2836,13.551,0.4795,0.6624,0.4815,0.3094,0.738,-0.19942499999999996,0.3729,0.4586,0.3745,0.3094,0.2683,0.9057,1.1719,1.1769,0.3094,0.6038,0.3729,1.1719,0.428,0.9281,2.6164,3.1269,2.8956,3.0166,2.4818,2.6164
Jakob Silfverberg 2021,Jakob Silfverberg,2021,R,29.969,73,207,79.0,77.0,73.0,77,68,14.9063,14.5662,13.2836,13.551,13.0979,0.6624,0.4815,0.3094,0.738,0.1949,-0.75435,0.4586,0.3745,0.3094,0.2683,0.4873,1.1719,1.1769,0.3094,0.6038,0.6823,1.1719,0.428,0.9281,0.6709,2.0721,2.8956,3.0166,2.4818,2.6164,2.0721
