,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 PP A1/60,Y2 PP A1/60,Y3 PP A1/60,Y4 PP A1/60,Y5 PP A1/60,Y5 dPP A1/60,Y1 PP A2/60,Y2 PP A2/60,Y3 PP A2/60,Y4 PP A2/60,Y5 PP A2/60,Y5 dPP A2/60,Y1 PP Rebounds Created/60,Y2 PP Rebounds Created/60,Y3 PP Rebounds Created/60,Y4 PP Rebounds Created/60,Y5 PP Rebounds Created/60,Y1 PP oixGF/60,Y2 PP oixGF/60,Y3 PP oixGF/60,Y4 PP oixGF/60,Y5 PP oixGF/60
Rich Peverley 2014,Rich Peverley,2014,C,31.234,71,195,82.0,82.0,57.0,80,62,3.1443,2.5711,2.7424,1.6954,2.0755,0.6579,0.4696,1.0145,0.3288,0.9546,0.4934,0.3652,0.5918,0.3288,0.5568,1.629,1.1383,1.1515,0.753,0.9325,-0.23545000000000005,0.4654,0.5692,2.6869,2.2589,0.4663,-1.0288000000000002,0.6981,1.1383,1.5353,1.506,1.865,6.2645,6.1954,5.8765,6.0238,6.2712
Gilbert Brule 2011,Gilbert Brule,2011,C,23.749,71,187,,61.0,11.0,65,41,,0.7604,0.447,1.4387,1.2785,,0.5407,0.0,0.5825,0.237,,0.2163,0.5789,0.6554,0.0,,1.2936,0.0,1.2832,0.0,-0.8589333333333333,,0.0,0.0,0.6416,0.0,-0.21386666666666665,,0.0,0.0,0.6416,2.2893,,5.5753,1.5864,5.2996,4.3612
Matt Kassian 2014,Matt Kassian,2014,L,26.927,76,240,,4.0,24.0,25,33,,,0.0097,,,,0.0,0.0,0.0,0.4097,,0.0,0.0,0.0,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,,,0.0,,
Tim Kennedy 2010,Tim Kennedy,2010,L,23.423,70,175,,,,1,78,,,,,0.6521,,,,0.0,0.6963,,,,0.0,0.2532,,,,,0.0,0.0,,,,,1.1796,1.1796,,,,,0.0,,,,,4.7536
Matt D'Agostini 2012,Matt D'Agostini,2012,R,24.94,72,198,1.0,53.0,47.0,82,55,0.9833,2.0673,0.0972,1.6543,1.7703,0.0,0.203,0.0,0.6183,0.4467,0.0,0.5076,0.2645,0.3372,0.3574,0.0,0.0,0.0,2.2116,0.0,-0.5529,0.0,1.0952,0.0,1.3269,0.0,-0.605525,0.0,0.5476,0.0,0.0,2.4649,0.0,6.3359,9.1971,6.7807,7.0496
Matt D'Agostini 2013,Matt D'Agostini,2013,R,25.942,72,198,53.0,47.0,82.0,55,49,2.0673,0.0972,1.6543,1.7703,1.0678,0.203,0.0,0.6183,0.4467,0.184,0.5076,0.2645,0.3372,0.3574,0.184,0.0,0.0,2.2116,0.0,1.9376,1.3847,1.0952,0.0,1.3269,0.0,0.0,-0.605525,0.5476,0.0,0.0,2.4649,0.0,6.3359,9.1971,6.7807,7.0496,3.7783
Matt D'Agostini 2014,Matt D'Agostini,2014,R,26.941,72,198,47.0,82.0,55.0,49,57,0.0972,1.6543,1.7703,1.0678,1.5649,0.0,0.6183,0.4467,0.184,0.1631,0.2645,0.3372,0.3574,0.184,0.4078,0.0,2.2116,0.0,1.9376,0.0,-1.0372999999999999,0.0,1.3269,0.0,0.0,0.0,-0.331725,0.0,0.0,2.4649,0.0,0.0,9.1971,6.7807,7.0496,3.7783,4.8901
Frazer McLaren 2012,Frazer McLaren,2012,L,23.924,77,230,,,23.0,9,7,,,0.0145,,,,,1.7535,0.0,0.0,,,0.4384,0.0,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,,,0.0,,
Ville Leino 2011,Ville Leino,2011,L,26.988,73,182,,,13.0,55,81,,,1.3808,1.5364,2.2893,,,0.815,0.1895,0.81,,,0.815,0.1895,0.702,,,0.0,0.7101,0.9707,0.61565,,,0.0,0.0,0.9707,0.9707,,,0.0,0.7101,0.6471,,,5.5153,5.1124,6.3743
Ville Leino 2012,Ville Leino,2012,L,27.987,73,182,,13.0,55.0,81,71,,1.3808,1.5364,2.2893,1.0643,,0.815,0.1895,0.81,0.4569,,0.815,0.1895,0.702,0.514,,0.0,0.7101,0.9707,0.0,-0.5602666666666667,,0.0,0.0,0.9707,0.0,-0.32356666666666667,,0.0,0.7101,0.6471,0.0,,5.5153,5.1124,6.3743,4.7481
Andrei Loktionov 2014,Andrei Loktionov,2014,C,23.341,71,190,1.0,19.0,39.0,47,68,,2.5711,0.7179,1.5238,1.0537,0.0,0.5181,0.5223,0.3379,0.6869,0.0,0.0,0.0,0.0,0.1526,,1.2282,0.0,1.4062,2.5122,1.6340666666666666,,0.0,0.0,1.4062,0.8374,0.36866666666666675,,0.0,0.0,0.0,2.5122,,4.6551,4.1143,4.3453,6.0461
Bobby Butler 2011,Bobby Butler,2011,R,23.434,72,189,,,,2,36,,,,,2.2102,,,,0.0,0.3787,,,,0.0,0.5049,,,,,2.2623,2.2623,,,,,0.7541,0.7541,,,,,0.7541,,,,,5.0222
Alex Kovalev 2009,Alex Kovalev,2009,R,35.601,74,222,,,,82,78,,,,4.1602,4.2171,,,,0.5739,0.5637,,,,0.3131,0.3946,,,,2.4624,1.6417,-0.8207000000000002,,,,2.8141,2.1889,-0.6252,,,,0.3518,0.3648,,,,6.8859,7.6319
Alex Kovalev 2010,Alex Kovalev,2010,R,36.601,74,222,,,82.0,78,77,,,4.1602,4.2171,3.2338,,,0.5739,0.5637,0.7927,,,0.3131,0.3946,0.3171,,,2.4624,1.6417,1.2048,-0.8472499999999998,,,2.8141,2.1889,1.2048,-1.2967,,,0.3518,0.3648,0.4819,,,6.8859,7.6319,6.6675
Alex Kovalev 2011,Alex Kovalev,2011,R,37.6,74,222,,82.0,78.0,77,74,,4.1602,4.2171,3.2338,2.7302,,0.5739,0.5637,0.7927,0.5941,,0.3131,0.3946,0.3171,0.2376,,2.4624,1.6417,1.2048,0.594,-1.1756333333333333,,2.8141,2.1889,1.2048,0.594,-1.4752666666666667,,0.3518,0.3648,0.4819,1.1879,,6.8859,7.6319,6.6675,6.5187
Mike Knuble 2009,Mike Knuble,2009,R,36.245,75,229,,,,82,82,,,,4.4793,2.9138,,,,0.4023,0.3933,,,,0.2299,0.1686,,,,1.3068,1.5067,0.19989999999999997,,,,1.1435,0.7533,-0.3902,,,,1.9603,0.5022,,,,6.5685,7.0011
Mike Knuble 2010,Mike Knuble,2010,R,37.244,75,229,,,82.0,82,69,,,4.4793,2.9138,2.456,,,0.4023,0.3933,0.7553,,,0.2299,0.1686,0.3147,,,1.3068,1.5067,0.7081,-0.69865,,,1.1435,0.7533,1.7703,0.8219000000000001,,,1.9603,0.5022,1.0622,,,6.5685,7.0011,7.9874
Mike Knuble 2011,Mike Knuble,2011,R,38.243,75,229,,82.0,82.0,69,79,,4.4793,2.9138,2.456,2.312,,0.4023,0.3933,0.7553,0.4319,,0.2299,0.1686,0.3147,0.108,,1.3068,1.5067,0.7081,0.3285,-0.8453666666666666,,1.1435,0.7533,1.7703,1.314,0.09163333333333346,,1.9603,0.5022,1.0622,0.9855,,6.5685,7.0011,7.9874,7.631
Mike Knuble 2012,Mike Knuble,2012,R,39.243,75,229,82.0,82.0,69.0,79,72,4.4793,2.9138,2.456,2.312,1.1426,0.4023,0.3933,0.7553,0.4319,0.2863,0.2299,0.1686,0.3147,0.108,0.2863,1.3068,1.5067,0.7081,0.3285,1.4587,0.49617500000000014,1.1435,0.7533,1.7703,1.314,1.4587,0.2134250000000002,1.9603,0.5022,1.0622,0.9855,0.7293,6.5685,7.0011,7.9874,7.631,4.9668
Mike Knuble 2013,Mike Knuble,2013,R,40.245,75,229,82.0,69.0,79.0,72,47,2.9138,2.456,2.312,1.1426,1.6613,0.3933,0.7553,0.4319,0.2863,0.5871,0.1686,0.3147,0.108,0.2863,0.0,1.5067,0.7081,0.3285,1.4587,0.0,-1.0005,0.7533,1.7703,1.314,1.4587,1.2899,-0.034175000000000066,0.5022,1.0622,0.9855,0.7293,0.0,7.0011,7.9874,7.631,4.9668,3.7148
Jamie Langenbrunner 2009,Jamie Langenbrunner,2009,R,33.192,73,205,,,,64,81,,,,3.2883,3.3049,,,,0.6425,1.3117,,,,0.4997,0.3422,,,,1.4255,1.5689,0.14339999999999997,,,,1.7106,0.8965,-0.8140999999999999,,,,0.8553,1.5689,,,,7.6322,9.3754
Jamie Langenbrunner 2010,Jamie Langenbrunner,2010,R,34.191,73,205,,,64.0,81,81,,,3.2883,3.3049,2.9691,,,0.6425,1.3117,0.6455,,,0.4997,0.3422,0.6952,,,1.4255,1.5689,1.2474,-0.2497999999999998,,,1.7106,0.8965,1.9958,0.69225,,,0.8553,1.5689,0.9979,,,7.6322,9.3754,7.2773
Jamie Langenbrunner 2011,Jamie Langenbrunner,2011,R,35.191,73,205,,64.0,81.0,81,70,,3.2883,3.3049,2.9691,2.4279,,0.6425,1.3117,0.6455,0.6367,,0.4997,0.3422,0.6952,0.4457,,1.4255,1.5689,1.2474,1.0591,-0.35483333333333333,,1.7106,0.8965,1.9958,1.0591,-0.47520000000000007,,0.8553,1.5689,0.9979,1.0591,,7.6322,9.3754,7.2773,5.6946
Jamie Langenbrunner 2012,Jamie Langenbrunner,2012,R,36.19,73,205,64.0,81.0,81.0,70,70,3.2883,3.3049,2.9691,2.4279,0.8905,0.6425,1.3117,0.6455,0.6367,0.7478,0.4997,0.3422,0.6952,0.4457,0.4759,1.4255,1.5689,1.2474,1.0591,0.0,-1.325225,1.7106,0.8965,1.9958,1.0591,0.0,-1.4155,0.8553,1.5689,0.9979,1.0591,0.0,7.6322,9.3754,7.2773,5.6946,5.554
Vinny Prospal 2009,Vinny Prospal,2009,L,33.622,74,191,,,,80,82,,,,3.2308,3.3126,,,,0.9785,0.4677,,,,0.3727,0.4677,,,,1.3928,1.3253,-0.06750000000000012,,,,0.6964,0.4418,-0.2546,,,,0.9286,1.3253,,,,5.8638,6.6928
Vinny Prospal 2010,Vinny Prospal,2010,L,34.621,74,191,,,80.0,82,75,,,3.2308,3.3126,3.23,,,0.9785,0.4677,0.989,,,0.3727,0.4677,0.2473,,,1.3928,1.3253,1.4861,0.1270500000000001,,,0.6964,0.4418,1.7337,1.1646,,,0.9286,1.3253,1.4861,,,5.8638,6.6928,9.1591
Vinny Prospal 2011,Vinny Prospal,2011,L,35.62,74,191,,80.0,82.0,75,29,,3.2308,3.3126,3.23,3.1448,,0.9785,0.4677,0.989,0.51,,0.3727,0.4677,0.2473,0.51,,1.3928,1.3253,1.4861,1.9737,0.5723,,0.6964,0.4418,1.7337,3.2895,2.3322,,0.9286,1.3253,1.4861,0.6579,,5.8638,6.6928,9.1591,8.9671
Vinny Prospal 2012,Vinny Prospal,2012,L,36.62,74,191,80.0,82.0,75.0,29,82,3.2308,3.3126,3.23,3.1448,3.2974,0.9785,0.4677,0.989,0.51,0.9056,0.3727,0.4677,0.2473,0.51,0.4528,1.3928,1.3253,1.4861,1.9737,1.5534,0.00892499999999985,0.6964,0.4418,1.7337,3.2895,1.1095,-0.43084999999999996,0.9286,1.3253,1.4861,0.6579,0.4438,5.8638,6.6928,9.1591,8.9671,7.2031
Vinny Prospal 2013,Vinny Prospal,2013,L,37.622,74,191,82.0,75.0,29.0,82,82,3.3126,3.23,3.1448,3.2974,2.6531,0.4677,0.989,0.51,0.9056,0.3612,0.4677,0.2473,0.51,0.4528,0.9933,1.3253,1.4861,1.9737,1.5534,0.4711,-1.1135249999999999,0.4418,1.7337,3.2895,1.1095,0.9423,-0.7013249999999999,1.3253,1.4861,0.6579,0.4438,0.4711,6.6928,9.1591,8.9671,7.2031,5.5642
Milan Hejduk 2009,Milan Hejduk,2009,R,32.631,72,190,,,,77,82,,,,3.6846,3.8272,,,,0.6689,0.7619,,,,0.3344,0.4064,,,,0.6344,0.5736,-0.060799999999999965,,,,0.8459,1.1471,0.3012,,,,1.6918,1.5295,,,,6.6066,6.4219
Milan Hejduk 2010,Milan Hejduk,2010,R,33.63,72,190,,,77.0,82,56,,,3.6846,3.8272,3.5086,,,0.6689,0.7619,0.4989,,,0.3344,0.4064,0.3564,,,0.6344,0.5736,1.5268,0.9228,,,0.8459,1.1471,1.2215,0.2250000000000001,,,1.6918,1.5295,2.1376,,,6.6066,6.4219,7.393
Milan Hejduk 2011,Milan Hejduk,2011,R,34.629,72,190,,77.0,82.0,56,71,,3.6846,3.8272,3.5086,3.0744,,0.6689,0.7619,0.4989,0.6867,,0.3344,0.4064,0.3564,0.4578,,0.6344,0.5736,1.5268,1.6492,0.7376,,0.8459,1.1471,1.2215,2.199,1.1275,,1.6918,1.5295,2.1376,1.3744,,6.6066,6.4219,7.393,7.0615
Milan Hejduk 2012,Milan Hejduk,2012,R,35.629,72,190,77.0,82.0,56.0,71,81,3.6846,3.8272,3.5086,3.0744,2.3451,0.6689,0.7619,0.4989,0.6867,0.5595,0.3344,0.4064,0.3564,0.4578,0.2034,0.6344,0.5736,1.5268,1.6492,1.5794,0.48339999999999983,0.8459,1.1471,1.2215,2.199,0.9476,-0.405775,1.6918,1.5295,2.1376,1.3744,2.2111,6.6066,6.4219,7.393,7.0615,7.682
Milan Hejduk 2013,Milan Hejduk,2013,R,36.631,72,190,82.0,56.0,71.0,81,49,3.8272,3.5086,3.0744,2.3451,2.0695,0.7619,0.4989,0.6867,0.5595,0.7489,0.4064,0.3564,0.4578,0.2034,0.3744,0.5736,1.5268,1.6492,1.5794,0.9997,-0.3325499999999999,1.1471,1.2215,2.199,0.9476,0.0,-1.3788,1.5295,2.1376,1.3744,2.2111,0.0,6.4219,7.393,7.0615,7.682,6.2483
Steve Sullivan 2010,Steve Sullivan,2010,L,35.24,69,165,,,,41,82,,,,3.5858,2.973,,,,1.008,0.765,,,,0.4032,0.561,,,,1.2244,0.9845,-0.2398999999999999,,,,1.6325,0.9845,-0.648,,,,1.2244,0.2461,,,,6.3789,6.5813
Steve Sullivan 2011,Steve Sullivan,2011,L,36.239,69,165,,,41.0,82,44,,,3.5858,2.973,2.733,,,1.008,0.765,0.2149,,,0.4032,0.561,0.6448,,,1.2244,0.9845,0.9979,-0.10654999999999992,,,1.6325,0.9845,0.9979,-0.3106,,,1.2244,0.2461,1.4969,,,6.3789,6.5813,6.5264
Steve Sullivan 2012,Steve Sullivan,2012,L,37.239,69,165,,41.0,82.0,44,79,,3.5858,2.973,2.733,3.6454,,1.008,0.765,0.2149,0.4544,,0.4032,0.561,0.6448,0.5193,,1.2244,0.9845,0.9979,1.4584,0.3894666666666666,,1.6325,0.9845,0.9979,1.8751,0.6701333333333332,,1.2244,0.2461,1.4969,1.4584,,6.3789,6.5813,6.5264,8.4276
Steve Sullivan 2013,Steve Sullivan,2013,L,38.241,69,165,41.0,82.0,44.0,79,71,3.5858,2.973,2.733,3.6454,2.794,1.008,0.765,0.2149,0.4544,0.2434,0.4032,0.561,0.6448,0.5193,0.4868,1.2244,0.9845,0.9979,1.4584,1.0226,-0.14369999999999994,1.6325,0.9845,0.9979,1.8751,1.0226,-0.3499000000000001,1.2244,0.2461,1.4969,1.4584,1.5339,6.3789,6.5813,6.5264,8.4276,6.9587
Jochen Hecht 2009,Jochen Hecht,2009,C,31.281,73,198,,,,75,70,,,,1.8007,1.1819,,,,0.6507,0.3669,,,,0.5965,0.3057,,,,0.8886,0.7252,-0.1634,,,,0.8886,0.7252,-0.1634,,,,0.4443,1.4504,,,,5.3802,4.7212
Jochen Hecht 2010,Jochen Hecht,2010,C,32.28,73,198,,,75.0,70,79,,,1.8007,1.1819,1.0681,,,0.6507,0.3669,0.5426,,,0.5965,0.3057,0.5969,,,0.8886,0.7252,0.0,-0.8069,,,0.8886,0.7252,0.0,-0.8069,,,0.4443,1.4504,0.0,,,5.3802,4.7212,4.6644
Jochen Hecht 2011,Jochen Hecht,2011,C,33.279,73,198,,75.0,70.0,79,67,,1.8007,1.1819,1.0681,1.4856,,0.6507,0.3669,0.5426,0.7869,,0.5965,0.3057,0.5969,0.1967,,0.8886,0.7252,0.0,0.6028,0.06486666666666674,,0.8886,0.7252,0.0,0.6028,0.06486666666666674,,0.4443,1.4504,0.0,4.8225,,5.3802,4.7212,4.6644,7.4568
Eric Belanger 2009,Eric Belanger,2009,C,30.793,71,185,,,,75,79,,,,2.374,2.0914,,,,0.8894,0.3399,,,,0.1906,0.3399,,,,1.3479,1.8158,0.4679,,,,1.011,1.4526,0.4416,,,,0.0,0.7263,,,,4.7784,5.2077
Eric Belanger 2010,Eric Belanger,2010,C,31.793,71,185,,,75.0,79,77,,,2.374,2.0914,1.9792,,,0.8894,0.3399,0.8573,,,0.1906,0.3399,0.4616,,,1.3479,1.8158,1.9685,0.3866499999999997,,,1.011,1.4526,0.3937,-0.8380999999999998,,,0.0,0.7263,1.1811,,,4.7784,5.2077,5.5433
Eric Belanger 2011,Eric Belanger,2011,C,32.792,71,185,,75.0,79.0,77,82,,2.374,2.0914,1.9792,1.5079,,0.8894,0.3399,0.8573,0.5738,,0.1906,0.3399,0.4616,0.626,,1.3479,1.8158,1.9685,1.4557,-0.25503333333333345,,1.011,1.4526,0.3937,0.4852,-0.4672333333333332,,0.0,0.7263,1.1811,0.9705,,4.7784,5.2077,5.5433,5.8763
Eric Belanger 2012,Eric Belanger,2012,C,33.791,71,185,75.0,79.0,77.0,82,78,2.374,2.0914,1.9792,1.5079,1.0716,0.8894,0.3399,0.8573,0.5738,0.2748,0.1906,0.3399,0.4616,0.626,0.2748,1.3479,1.8158,1.9685,1.4557,2.1535,0.5065250000000001,1.011,1.4526,0.3937,0.4852,0.7178,-0.11782499999999996,0.0,0.7263,1.1811,0.9705,0.7178,4.7784,5.2077,5.5433,5.8763,5.1613
Nik Antropov 2009,Nik Antropov,2009,C,28.62,78,245,,,,72,81,,,,3.5667,2.978,,,,0.9516,0.8351,,,,0.5353,0.334,,,,0.7009,1.7412,1.0403000000000002,,,,0.2336,0.4975,0.2639,,,,1.4019,0.4975,,,,6.715,6.6413
Nik Antropov 2010,Nik Antropov,2010,C,29.619,78,245,,,72.0,81,76,,,3.5667,2.978,3.5932,,,0.9516,0.8351,0.7061,,,0.5353,0.334,0.9234,,,0.7009,1.7412,2.1971,0.9760499999999999,,,0.2336,0.4975,0.6591,0.29355000000000003,,,1.4019,0.4975,0.4394,,,6.715,6.6413,5.506
Nik Antropov 2011,Nik Antropov,2011,C,30.618,78,245,,72.0,81.0,76,76,,3.5667,2.978,3.5932,2.5654,,0.9516,0.8351,0.7061,0.6043,,0.5353,0.334,0.9234,0.2417,,0.7009,1.7412,2.1971,1.8465,0.30010000000000003,,0.2336,0.4975,0.6591,1.5387,1.0753,,1.4019,0.4975,0.4394,1.5387,,6.715,6.6413,5.506,6.398
Nik Antropov 2012,Nik Antropov,2012,C,31.618,78,245,72.0,81.0,76.0,76,69,3.5667,2.978,3.5932,2.5654,2.0365,0.9516,0.8351,0.7061,0.6043,0.6872,0.5353,0.334,0.9234,0.2417,0.2749,0.7009,1.7412,2.1971,1.8465,2.135,0.5135749999999999,0.2336,0.4975,0.6591,1.5387,0.427,-0.305225,1.4019,0.4975,0.4394,1.5387,0.427,6.715,6.6413,5.506,6.398,5.9438
Nik Antropov 2013,Nik Antropov,2013,C,32.62,78,245,81.0,76.0,76.0,69,68,2.978,3.5932,2.5654,2.0365,1.895,0.8351,0.7061,0.6043,0.6872,0.7724,0.334,0.9234,0.2417,0.2749,0.4414,1.7412,2.1971,1.8465,2.135,0.7916,-1.1883499999999998,0.4975,0.6591,1.5387,0.427,0.0,-0.780575,0.4975,0.4394,1.5387,0.427,0.0,6.6413,5.506,6.398,5.9438,3.1979
Alexei Ponikarovsky 2009,Alexei Ponikarovsky,2009,L,28.48,76,225,,,,66,82,,,,2.0068,2.1841,,,,0.4124,1.1458,,,,0.3437,0.5729,,,,1.359,0.67,-0.689,,,,1.359,2.0101,0.6511,,,,0.0,1.675,,,,6.7497,6.4322
Alexei Ponikarovsky 2010,Alexei Ponikarovsky,2010,L,29.479,76,225,,,66.0,82,77,,,2.0068,2.1841,2.7987,,,0.4124,1.1458,0.937,,,0.3437,0.5729,0.3514,,,1.359,0.67,0.8353,-0.17919999999999991,,,1.359,2.0101,1.1137,-0.5708500000000001,,,0.0,1.675,0.0,,,6.7497,6.4322,6.0334
Alexei Ponikarovsky 2011,Alexei Ponikarovsky,2011,L,30.479,76,225,,66.0,82.0,77,61,,2.0068,2.1841,2.7987,0.9287,,0.4124,1.1458,0.937,0.4596,,0.3437,0.5729,0.3514,0.2758,,1.359,0.67,0.8353,1.0591,0.10433333333333328,,1.359,2.0101,1.1137,1.0591,-0.4351666666666667,,0.0,1.675,0.0,0.0,,6.7497,6.4322,6.0334,4.6072
Alexei Ponikarovsky 2012,Alexei Ponikarovsky,2012,L,31.478,76,225,66.0,82.0,77.0,61,82,2.0068,2.1841,2.7987,0.9287,1.34,0.4124,1.1458,0.937,0.4596,0.4455,0.3437,0.5729,0.3514,0.2758,0.4455,1.359,0.67,0.8353,1.0591,0.546,-0.43484999999999996,1.359,2.0101,1.1137,1.0591,1.0921,-0.29337499999999994,0.0,1.675,0.0,0.0,2.1841,6.7497,6.4322,6.0334,4.6072,7.8629
Ruslan Fedotenko 2009,Ruslan Fedotenko,2009,L,29.704,73,188,,,,67,65,,,,2.2338,1.45,,,,0.5283,0.8049,,,,0.3962,0.6586,,,,0.4009,0.6366,0.23570000000000008,,,,0.0,1.2732,1.2732,,,,0.4009,0.0,,,,5.5203,5.3347
Ruslan Fedotenko 2010,Ruslan Fedotenko,2010,L,30.703,73,188,,,67.0,65,80,,,2.2338,1.45,1.5608,,,0.5283,0.8049,0.4653,,,0.3962,0.6586,0.4071,,,0.4009,0.6366,0.961,0.4422499999999999,,,0.0,1.2732,0.961,0.3243999999999999,,,0.4009,0.0,0.961,,,5.5203,5.3347,5.6316
Ruslan Fedotenko 2011,Ruslan Fedotenko,2011,L,31.702,73,188,,67.0,65.0,80,66,,2.2338,1.45,1.5608,0.779,,0.5283,0.8049,0.4653,0.6244,,0.3962,0.6586,0.4071,0.2775,,0.4009,0.6366,0.961,2.3339,1.667733333333333,,0.0,1.2732,0.961,0.0,-0.7447333333333334,,0.4009,0.0,0.961,0.0,,5.5203,5.3347,5.6316,6.6049
Andy McDonald 2009,Andy McDonald,2009,L,31.103,70,175,,,,82,46,,,,3.5051,3.8783,,,,0.5236,0.8872,,,,0.5236,0.5323,,,,1.4613,1.6816,0.22029999999999994,,,,1.4613,2.6906,1.2292999999999998,,,,0.835,0.3363,,,,5.3483,8.0247
Andy McDonald 2010,Andy McDonald,2010,L,32.102,70,175,,,82.0,46,79,,,3.5051,3.8783,3.365,,,0.5236,0.8872,0.4398,,,0.5236,0.5323,0.4947,,,1.4613,1.6816,2.2571,0.6856499999999999,,,1.4613,2.6906,1.3542,-0.7217499999999997,,,0.835,0.3363,2.0313,,,5.3483,8.0247,7.5363
Andy McDonald 2011,Andy McDonald,2011,L,33.102,70,175,,82.0,46.0,79,58,,3.5051,3.8783,3.365,3.3497,,0.5236,0.8872,0.4398,0.6566,,0.5236,0.5323,0.4947,0.5253,,1.4613,1.6816,2.2571,1.5441,-0.2559,,1.4613,2.6906,1.3542,2.1618,0.32643333333333335,,0.835,0.3363,2.0313,1.853,,5.3483,8.0247,7.5363,6.6707
Andy McDonald 2012,Andy McDonald,2012,L,34.101,70,175,82.0,46.0,79.0,58,25,3.5051,3.8783,3.365,3.3497,2.94,0.5236,0.8872,0.4398,0.6566,0.6724,0.5236,0.5323,0.4947,0.5253,0.8405,1.4613,1.6816,2.2571,1.5441,0.8163,-0.9197249999999999,1.4613,2.6906,1.3542,2.1618,1.6327,-0.28427499999999983,0.835,0.3363,2.0313,1.853,1.6327,5.3483,8.0247,7.5363,6.6707,6.2041
Andy McDonald 2013,Andy McDonald,2013,L,35.103,70,175,46.0,79.0,58.0,25,63,3.8783,3.365,3.3497,2.94,2.5243,0.8872,0.4398,0.6566,0.6724,0.9156,0.5323,0.4947,0.5253,0.8405,0.0,1.6816,2.2571,1.5441,0.8163,0.6424,-0.9323750000000001,2.6906,1.3542,2.1618,1.6327,3.212,1.2521750000000003,0.3363,2.0313,1.853,1.6327,1.9272,8.0247,7.5363,6.6707,6.2041,6.5589
Matthew Lombardi 2009,Matthew Lombardi,2009,C,26.541,71,195,,,,82,69,,,,1.1343,2.2546,,,,0.4456,0.9581,,,,0.557,0.6387,,,,0.0,1.5427,1.5427,,,,1.9351,1.1571,-0.778,,,,0.0,1.5427,,,,6.444,5.6002
Matthew Lombardi 2010,Matthew Lombardi,2010,C,27.541,71,195,,,82.0,69,78,,,1.1343,2.2546,3.3244,,,0.4456,0.9581,0.7798,,,0.557,0.6387,0.4456,,,0.0,1.5427,1.8511,1.07975,,,1.9351,1.1571,0.9256,-0.6205,,,0.0,1.5427,1.8511,,,6.444,5.6002,6.1411
Antti Miettinen 2009,Antti Miettinen,2009,R,28.247,72,190,,,,69,82,,,,2.6143,2.4654,,,,0.6147,0.7088,,,,0.6147,0.3271,,,,0.6652,1.1871,0.5219,,,,0.3326,1.4839,1.1513,,,,0.9979,1.1871,,,,6.2035,6.1019
Antti Miettinen 2010,Antti Miettinen,2010,R,29.247,72,190,,,69.0,82,79,,,2.6143,2.4654,2.7333,,,0.6147,0.7088,0.7779,,,0.6147,0.3271,0.0556,,,0.6652,1.1871,1.3893,0.46314999999999995,,,0.3326,1.4839,0.2779,-0.63035,,,0.9979,1.1871,0.5557,,,6.2035,6.1019,6.2686
Antti Miettinen 2011,Antti Miettinen,2011,R,30.246,72,190,,69.0,82.0,79,73,,2.6143,2.4654,2.7333,2.763,,0.6147,0.7088,0.7779,0.3169,,0.6147,0.3271,0.0556,0.507,,0.6652,1.1871,1.3893,0.5949,-0.48563333333333336,,0.3326,1.4839,0.2779,1.1899,0.4917666666666667,,0.9979,1.1871,0.5557,0.2975,,6.2035,6.1019,6.2686,6.0268
Colby Armstrong 2009,Colby Armstrong,2009,R,25.857,74,185,,,,72,82,,,,0.788,1.7933,,,,0.5932,0.4682,,,,0.7251,0.5268,,,,1.0576,0.408,-0.6496000000000002,,,,0.0,0.0,0.0,,,,1.0576,0.816,,,,5.6475,4.1823
Colby Armstrong 2010,Colby Armstrong,2010,R,26.856,74,185,,,72.0,82,79,,,0.788,1.7933,0.6428,,,0.5932,0.4682,0.3152,,,0.7251,0.5268,0.3152,,,1.0576,0.408,2.363,1.6301999999999999,,,0.0,0.0,0.0,0.0,,,1.0576,0.816,0.0,,,5.6475,4.1823,5.2222
Kyle Wellwood 2009,Kyle Wellwood,2009,C,25.381,70,181,,,,59,74,,,,3.0056,3.0421,,,,0.5291,0.3034,,,,0.1058,0.1517,,,,1.3534,0.5331,-0.8202999999999999,,,,1.015,0.2665,-0.7484999999999999,,,,1.6917,0.5331,,,,6.4861,8.2544
Kyle Wellwood 2010,Kyle Wellwood,2010,C,26.38,70,181,,,59.0,74,75,,,3.0056,3.0421,1.814,,,0.5291,0.3034,0.3337,,,0.1058,0.1517,0.267,,,1.3534,0.5331,0.441,-0.5022499999999999,,,1.015,0.2665,0.441,-0.19974999999999993,,,1.6917,0.5331,0.0,,,6.4861,8.2544,7.0739
