,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK A1/60,Y2 PK A1/60,Y3 PK A1/60,Y4 PK A1/60,Y5 PK A1/60,Y1 PK A2/60,Y2 PK A2/60,Y3 PK A2/60,Y4 PK A2/60,Y5 PK A2/60
Dennis Wideman 2012,Dennis Wideman,2012,D,28.535,72,202,81.0,79.0,76.0,75,82,2.9457,2.8289,2.3537,2.4158,1.9378,0.0,0.0,0.3354,0.0,0.0,0.0,0.0,0.3354,0.0,0.0
Dennis Wideman 2013,Dennis Wideman,2013,D,29.537,72,202,79.0,76.0,75.0,82,78,2.8289,2.3537,2.4158,1.9378,2.1917,0.0,0.3354,0.0,0.0,0.0,0.0,0.3354,0.0,0.0,0.5951
Dennis Wideman 2014,Dennis Wideman,2014,D,30.536,72,202,76.0,75.0,82.0,78,46,2.3537,2.4158,1.9378,2.1917,1.3366,0.3354,0.0,0.0,0.0,0.0,0.3354,0.0,0.0,0.5951,0.9759
Dennis Wideman 2015,Dennis Wideman,2015,D,31.535,72,202,75.0,82.0,78.0,46,80,2.4158,1.9378,2.1917,1.3366,1.3752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5951,0.9759,0.0
Dennis Wideman 2016,Dennis Wideman,2016,D,32.535,72,202,82.0,78.0,46.0,80,51,1.9378,2.1917,1.3366,1.3752,1.5487,0.0,0.0,0.0,0.0,0.0,0.0,0.5951,0.9759,0.0,0.0
Dennis Wideman 2017,Dennis Wideman,2017,D,33.537,72,202,78.0,46.0,80.0,51,57,2.1917,1.3366,1.3752,1.5487,2.1792,0.0,0.0,0.0,0.0,0.0,0.5951,0.9759,0.0,0.0,0.0
Tom Gilbert 2010,Tom Gilbert,2010,D,26.725,74,210,,,82.0,82,82,,,2.5055,2.5096,2.664,,,0.0,0.0,0.2747,,,0.5841,0.2916,0.0
Tom Gilbert 2011,Tom Gilbert,2011,D,27.724,74,210,,82.0,82.0,82,79,,2.5055,2.5096,2.664,3.3551,,0.0,0.0,0.2747,0.0,,0.5841,0.2916,0.0,0.4527
Tom Gilbert 2012,Tom Gilbert,2012,D,28.724,74,210,82.0,82.0,82.0,79,67,2.5055,2.5096,2.664,3.3551,3.2119,0.0,0.0,0.2747,0.0,0.0,0.5841,0.2916,0.0,0.4527,0.0
Tom Gilbert 2013,Tom Gilbert,2013,D,29.726,74,210,82.0,82.0,79.0,67,73,2.5096,2.664,3.3551,3.2119,1.519,0.0,0.2747,0.0,0.0,0.0,0.2916,0.0,0.4527,0.0,0.0
Tom Gilbert 2014,Tom Gilbert,2014,D,30.725,74,210,82.0,79.0,67.0,73,73,2.664,3.3551,3.2119,1.519,0.8808,0.2747,0.0,0.0,0.0,0.0,0.0,0.4527,0.0,0.0,0.0
Tom Gilbert 2015,Tom Gilbert,2015,D,31.724,74,210,79.0,67.0,73.0,73,72,3.3551,3.2119,1.519,0.8808,1.9271,0.0,0.0,0.0,0.0,0.0,0.4527,0.0,0.0,0.0,0.0
Tom Gilbert 2016,Tom Gilbert,2016,D,32.724,74,210,67.0,73.0,73.0,72,45,3.2119,1.519,0.8808,1.9271,1.7933,0.0,0.0,0.0,0.0,0.7435,0.0,0.0,0.0,0.0,0.0
Matt Greene 2010,Matt Greene,2010,D,26.388,75,236,,,46.0,82,75,,,2.7576,3.0498,2.7831,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Matt Greene 2011,Matt Greene,2011,D,27.387,75,236,,46.0,82.0,75,71,,2.7576,3.0498,2.7831,2.5969,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Matt Greene 2012,Matt Greene,2012,D,28.387,75,236,46.0,82.0,75.0,71,82,2.7576,3.0498,2.7831,2.5969,3.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2398
Mark Stuart 2010,Mark Stuart,2010,D,25.43,74,215,,,82.0,82,56,,,1.3087,1.236,1.2455,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Mark Stuart 2011,Mark Stuart,2011,D,26.429,74,215,,82.0,82.0,56,54,,1.3087,1.236,1.2455,2.0469,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Mark Stuart 2012,Mark Stuart,2012,D,27.429,74,215,82.0,82.0,56.0,54,80,1.3087,1.236,1.2455,2.0469,2.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Stuart 2013,Mark Stuart,2013,D,28.431,74,215,82.0,56.0,54.0,80,71,1.236,1.2455,2.0469,2.936,2.3321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Stuart 2014,Mark Stuart,2014,D,29.43,74,215,56.0,54.0,80.0,71,69,1.2455,2.0469,2.936,2.3321,3.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Stuart 2015,Mark Stuart,2015,D,30.429,74,215,54.0,80.0,71.0,69,70,2.0469,2.936,2.3321,3.071,3.2912,0.0,0.0,0.0,0.0,0.2604,0.0,0.0,0.0,0.0,0.2604
Mark Stuart 2016,Mark Stuart,2016,D,31.429,74,215,80.0,71.0,69.0,70,64,2.936,2.3321,3.071,3.2912,2.8979,0.0,0.0,0.0,0.2604,0.0,0.0,0.0,0.0,0.2604,0.3235
Mark Stuart 2017,Mark Stuart,2017,D,32.431,74,215,71.0,69.0,70.0,64,42,2.3321,3.071,3.2912,2.8979,2.2663,0.0,0.0,0.2604,0.0,0.0,0.0,0.0,0.2604,0.3235,0.0
Kevin Klein 2012,Kevin Klein,2012,D,26.799,73,206,13.0,63.0,81.0,81,66,0.8256,0.4545,2.527,3.177,2.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2931,0.2332,0.3863
Kevin Klein 2013,Kevin Klein,2013,D,27.801,73,206,63.0,81.0,81.0,66,80,0.4545,2.527,3.177,2.353,2.7379,0.0,0.0,0.0,0.0,0.0,0.0,0.2931,0.2332,0.3863,0.0
Kevin Klein 2014,Kevin Klein,2014,D,28.8,73,206,81.0,81.0,66.0,80,77,2.527,3.177,2.353,2.7379,1.5755,0.0,0.0,0.0,0.0,0.0,0.2931,0.2332,0.3863,0.0,0.0
Kevin Klein 2015,Kevin Klein,2015,D,29.8,73,206,81.0,66.0,80.0,77,65,3.177,2.353,2.7379,1.5755,1.8044,0.0,0.0,0.0,0.0,0.0,0.2332,0.3863,0.0,0.0,0.0
Kevin Klein 2016,Kevin Klein,2016,D,30.799,73,206,66.0,80.0,77.0,65,69,2.353,2.7379,1.5755,1.8044,2.0966,0.0,0.0,0.0,0.0,0.0,0.3863,0.0,0.0,0.0,0.0
Kevin Klein 2017,Kevin Klein,2017,D,31.801,73,206,80.0,77.0,65.0,69,60,2.7379,1.5755,1.8044,2.0966,1.2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793
Matt Carle 2011,Matt Carle,2011,D,26.016,72,197,,62.0,76.0,80,82,,0.5833,0.9998,1.9306,1.2313,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Matt Carle 2012,Matt Carle,2012,D,27.015,72,197,62.0,76.0,80.0,82,82,0.5833,0.9998,1.9306,1.2313,1.7498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Carle 2013,Matt Carle,2013,D,28.017,72,197,76.0,80.0,82.0,82,82,0.9998,1.9306,1.2313,1.7498,2.6035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Carle 2014,Matt Carle,2014,D,29.017,72,197,80.0,82.0,82.0,82,82,1.9306,1.2313,1.7498,2.6035,2.3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Carle 2015,Matt Carle,2015,D,30.016,72,197,82.0,82.0,82.0,82,59,1.2313,1.7498,2.6035,2.3146,2.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Carle 2016,Matt Carle,2016,D,31.015,72,197,82.0,82.0,82.0,59,64,1.7498,2.6035,2.3146,2.0088,1.4599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Stoner 2013,Clayton Stoner,2013,D,27.615,76,216,,8.0,57.0,51,82,,0.1167,2.1044,1.6657,1.5677,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.7973
Clayton Stoner 2014,Clayton Stoner,2014,D,28.614,76,216,8.0,57.0,51.0,82,63,0.1167,2.1044,1.6657,1.5677,1.2915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7973,0.0
Clayton Stoner 2015,Clayton Stoner,2015,D,29.613,76,216,57.0,51.0,82.0,63,69,2.1044,1.6657,1.5677,1.2915,1.8217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7973,0.0,0.0
Clayton Stoner 2016,Clayton Stoner,2016,D,30.613,76,216,51.0,82.0,63.0,69,50,1.6657,1.5677,1.2915,1.8217,1.8147,0.0,0.0,0.0,0.0,0.0,0.0,0.7973,0.0,0.0,0.6613
Nicklas Grossmann 2010,Nicklas Grossmann,2010,D,24.691,76,230,,,62.0,81,71,,,1.9815,2.3138,2.1397,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Nicklas Grossmann 2011,Nicklas Grossmann,2011,D,25.69,76,230,,62.0,81.0,71,59,,1.9815,2.3138,2.1397,2.3376,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Nicklas Grossmann 2012,Nicklas Grossmann,2012,D,26.689,76,230,62.0,81.0,71.0,59,74,1.9815,2.3138,2.1397,2.3376,2.2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicklas Grossmann 2013,Nicklas Grossmann,2013,D,27.691,76,230,81.0,71.0,59.0,74,51,2.3138,2.1397,2.3376,2.2207,3.2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicklas Grossmann 2014,Nicklas Grossmann,2014,D,28.691,76,230,71.0,59.0,74.0,51,78,2.1397,2.3376,2.2207,3.2017,2.6705,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0
Nicklas Grossmann 2015,Nicklas Grossmann,2015,D,29.69,76,230,59.0,74.0,51.0,78,68,2.3376,2.2207,3.2017,2.6705,2.1544,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0
Nicklas Grossmann 2016,Nicklas Grossmann,2016,D,30.689,76,230,74.0,51.0,78.0,68,58,2.2207,3.2017,2.6705,2.1544,2.9848,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Pardy 2016,Adam Pardy,2016,D,31.508,76,227,36.0,29.0,60.0,55,23,0.8227,1.1814,1.0181,2.4342,2.408,0.0,0.0,0.0,0.4482,0.0,0.0,0.0,0.0,0.0,1.0834
Mark Fayne 2014,Mark Fayne,2014,D,26.383,75,209,,57.0,82.0,52,72,,0.5371,1.4622,2.464,1.9947,,0.0,0.0,0.0,0.0,,0.0,0.5004,0.0,0.0
Mark Fayne 2015,Mark Fayne,2015,D,27.382,75,209,57.0,82.0,52.0,72,74,0.5371,1.4622,2.464,1.9947,2.4849,0.0,0.0,0.0,0.0,0.0,0.0,0.5004,0.0,0.0,0.6526
Mark Fayne 2016,Mark Fayne,2016,D,28.381,75,209,82.0,52.0,72.0,74,69,1.4622,2.464,1.9947,2.4849,1.649,0.0,0.0,0.0,0.0,0.5273,0.5004,0.0,0.0,0.6526,0.0
Mark Fayne 2017,Mark Fayne,2017,D,29.383,75,209,52.0,72.0,74.0,69,4,2.464,1.9947,2.4849,1.649,,0.0,0.0,0.0,0.5273,,0.0,0.0,0.6526,0.0,
Brian Strait 2015,Brian Strait,2015,D,26.741,73,188,3.0,9.0,32.0,47,52,0.1778,0.3981,1.5851,2.6489,1.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819,0.6597
Brian Strait 2016,Brian Strait,2016,D,27.741,73,188,9.0,32.0,47.0,52,52,0.3981,1.5851,2.6489,1.749,1.5603,0.0,0.0,0.0,0.0,0.7395,0.0,0.0,0.4819,0.6597,0.0
Jamie McBain 2014,Jamie McBain,2014,D,25.6,73,195,14.0,76.0,76.0,68,69,1.9393,0.6162,0.6768,0.7958,1.0514,0.0,0.0,0.0,0.0,0.827,0.0,0.0,0.0,0.0,0.0
Jamie McBain 2015,Jamie McBain,2015,D,26.599,73,195,76.0,76.0,68.0,69,26,0.6162,0.6768,0.7958,1.0514,,0.0,0.0,0.0,0.827,,0.0,0.0,0.0,0.0,
Steve Oleksy 2015,Steve Oleksy,2015,D,28.655,72,188,,,47.0,33,1,,,1.6577,1.8379,,,,0.0,0.0,,,,0.0,0.0,
Willie Mitchell 2010,Willie Mitchell,2010,D,32.442,75,210,,,72.0,82,48,,,4.409,4.3061,4.0778,,,0.0,0.0,0.0,,,0.0,0.0,0.3065
Willie Mitchell 2011,Willie Mitchell,2011,D,33.441,75,210,,72.0,82.0,48,57,,4.409,4.3061,4.0778,3.4023,,0.0,0.0,0.0,0.0,,0.0,0.0,0.3065,0.0
Willie Mitchell 2012,Willie Mitchell,2012,D,34.44,75,210,72.0,82.0,48.0,57,76,4.409,4.3061,4.0778,3.4023,3.5509,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.3065,0.0,0.0
Willie Mitchell 2016,Willie Mitchell,2016,D,38.44,75,210,76.0,,76.0,66,46,3.5509,,2.9561,3.2394,3.2362,0.667,,0.0,0.0,0.0,0.0,,0.0,0.2806,0.0
Andrew Ference 2010,Andrew Ference,2010,D,30.544,71,182,,,59.0,47,51,,,2.7565,2.4365,1.9324,,,0.3689,0.0,0.0,,,0.0,0.0,0.0
Andrew Ference 2011,Andrew Ference,2011,D,31.544,71,182,,59.0,47.0,51,70,,2.7565,2.4365,1.9324,1.8595,,0.3689,0.0,0.0,0.0,,0.0,0.0,0.0,0.4609
Andrew Ference 2012,Andrew Ference,2012,D,32.543,71,182,59.0,47.0,51.0,70,72,2.7565,2.4365,1.9324,1.8595,1.9398,0.3689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4609,0.4296
Andrew Ference 2013,Andrew Ference,2013,D,33.545,71,182,47.0,51.0,70.0,72,82,2.4365,1.9324,1.8595,1.9398,2.2472,0.0,0.0,0.0,0.0,0.5562,0.0,0.0,0.4609,0.4296,0.0
Andrew Ference 2014,Andrew Ference,2014,D,34.544,71,182,51.0,70.0,72.0,82,71,1.9324,1.8595,1.9398,2.2472,2.885,0.0,0.0,0.0,0.5562,0.0,0.0,0.4609,0.4296,0.0,0.0
Andrew Ference 2015,Andrew Ference,2015,D,35.544,71,182,70.0,72.0,82.0,71,70,1.8595,1.9398,2.2472,2.885,1.8581,0.0,0.0,0.5562,0.0,0.0,0.4609,0.4296,0.0,0.0,0.4613
Dan Boyle 2010,Dan Boyle,2010,D,33.222,71,194,,,37.0,77,76,,,2.6293,2.0848,2.5678,,,0.0,0.0,0.0,,,0.0,0.3738,0.0
Dan Boyle 2011,Dan Boyle,2011,D,34.221,71,194,,37.0,77.0,76,76,,2.6293,2.0848,2.5678,2.2537,,0.0,0.0,0.0,0.0,,0.0,0.3738,0.0,0.0
Dan Boyle 2012,Dan Boyle,2012,D,35.221,71,194,37.0,77.0,76.0,76,81,2.6293,2.0848,2.5678,2.2537,1.5117,0.0,0.0,0.0,0.0,0.0,0.0,0.3738,0.0,0.0,0.0
Dan Boyle 2013,Dan Boyle,2013,D,36.223,71,194,77.0,76.0,76.0,81,78,2.0848,2.5678,2.2537,1.5117,1.1091,0.0,0.0,0.0,0.0,0.0,0.3738,0.0,0.0,0.0,1.1761
Brad Stuart 2010,Brad Stuart,2010,D,29.904,74,215,,,72.0,67,82,,,2.841,2.858,3.3927,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Stuart 2011,Brad Stuart,2011,D,30.903,74,215,,72.0,67.0,82,67,,2.841,2.858,3.3927,3.5463,,0.0,0.0,0.0,0.2525,,0.0,0.0,0.0,0.0
Brad Stuart 2012,Brad Stuart,2012,D,31.902,74,215,72.0,67.0,82.0,67,81,2.841,2.858,3.3927,3.5463,3.1745,0.0,0.0,0.0,0.2525,0.0,0.0,0.0,0.0,0.0,0.0
Brad Stuart 2013,Brad Stuart,2013,D,32.904,74,215,67.0,82.0,67.0,81,82,2.858,3.3927,3.5463,3.1745,2.6535,0.0,0.0,0.2525,0.0,0.4711,0.0,0.0,0.0,0.0,0.0
Brad Stuart 2014,Brad Stuart,2014,D,33.904,74,215,82.0,67.0,81.0,82,61,3.3927,3.5463,3.1745,2.6535,2.0262,0.0,0.2525,0.0,0.4711,0.0,0.0,0.0,0.0,0.0,0.0
Brad Stuart 2015,Brad Stuart,2015,D,34.903,74,215,67.0,81.0,82.0,61,65,3.5463,3.1745,2.6535,2.0262,2.5662,0.2525,0.0,0.4711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Scuderi 2010,Rob Scuderi,2010,D,30.755,73,216,,,71.0,81,73,,,3.2197,3.7689,2.5689,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rob Scuderi 2011,Rob Scuderi,2011,D,31.754,73,216,,71.0,81.0,73,82,,3.2197,3.7689,2.5689,2.774,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Rob Scuderi 2012,Rob Scuderi,2012,D,32.754,73,216,71.0,81.0,73.0,82,82,3.2197,3.7689,2.5689,2.774,2.6545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Scuderi 2013,Rob Scuderi,2013,D,33.756,73,216,81.0,73.0,82.0,82,82,3.7689,2.5689,2.774,2.6545,3.2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3868
Rob Scuderi 2014,Rob Scuderi,2014,D,34.755,73,216,73.0,82.0,82.0,82,53,2.5689,2.774,2.6545,3.2312,2.6333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3868,0.0
Rob Scuderi 2015,Rob Scuderi,2015,D,35.755,73,216,82.0,82.0,82.0,53,82,2.774,2.6545,3.2312,2.6333,3.1352,0.0,0.0,0.0,0.0,0.2334,0.0,0.0,0.3868,0.0,0.0
Rob Scuderi 2016,Rob Scuderi,2016,D,36.754,73,216,82.0,82.0,53.0,82,63,2.6545,3.2312,2.6333,3.1352,1.7751,0.0,0.0,0.0,0.2334,0.5365,0.0,0.3868,0.0,0.0,0.0
Barret Jackman 2010,Barret Jackman,2010,D,28.576,72,203,,,78.0,82,66,,,3.3671,4.3935,3.8114,,,0.0,0.0,0.0,,,0.2285,0.1665,0.0
Barret Jackman 2011,Barret Jackman,2011,D,29.575,72,203,,78.0,82.0,66,60,,3.3671,4.3935,3.8114,2.8478,,0.0,0.0,0.0,0.0,,0.2285,0.1665,0.0,1.0535
Barret Jackman 2012,Barret Jackman,2012,D,30.574,72,203,78.0,82.0,66.0,60,81,3.3671,4.3935,3.8114,2.8478,3.4636,0.0,0.0,0.0,0.0,0.0,0.2285,0.1665,0.0,1.0535,0.0
Barret Jackman 2013,Barret Jackman,2013,D,31.576,72,203,82.0,66.0,60.0,81,78,4.3935,3.8114,2.8478,3.4636,2.7833,0.0,0.0,0.0,0.0,0.0,0.1665,0.0,1.0535,0.0,0.0
Barret Jackman 2014,Barret Jackman,2014,D,32.576,72,203,66.0,60.0,81.0,78,79,3.8114,2.8478,3.4636,2.7833,2.3165,0.0,0.0,0.0,0.0,0.0,0.0,1.0535,0.0,0.0,0.0
Barret Jackman 2015,Barret Jackman,2015,D,33.575,72,203,60.0,81.0,78.0,79,80,2.8478,3.4636,2.7833,2.3165,2.2602,0.0,0.0,0.0,0.0,0.0,1.0535,0.0,0.0,0.0,0.3318
Barret Jackman 2016,Barret Jackman,2016,D,34.575,72,203,81.0,78.0,79.0,80,73,3.4636,2.7833,2.3165,2.2602,0.8642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3318,0.0
Christian Ehrhoff 2010,Christian Ehrhoff,2010,D,27.24,74,201,,,77.0,77,80,,,2.6028,1.7563,2.1329,,,0.2994,0.0,0.0,,,0.0,0.0,0.0
Christian Ehrhoff 2011,Christian Ehrhoff,2011,D,28.239,74,201,,77.0,77.0,80,79,,2.6028,1.7563,2.1329,2.1582,,0.2994,0.0,0.0,0.3519,,0.0,0.0,0.0,0.0
Christian Ehrhoff 2012,Christian Ehrhoff,2012,D,29.238,74,201,77.0,77.0,80.0,79,66,2.6028,1.7563,2.1329,2.1582,1.323,0.2994,0.0,0.0,0.3519,0.0,0.0,0.0,0.0,0.0,1.3743
Christian Ehrhoff 2013,Christian Ehrhoff,2013,D,30.24,74,201,77.0,80.0,79.0,66,80,1.7563,2.1329,2.1582,1.323,2.016,0.0,0.0,0.3519,0.0,0.0,0.0,0.0,0.0,1.3743,0.0
Christian Ehrhoff 2014,Christian Ehrhoff,2014,D,31.24,74,201,80.0,79.0,66.0,80,79,2.1329,2.1582,1.323,2.016,2.5926,0.0,0.3519,0.0,0.0,0.0,0.0,0.0,1.3743,0.0,0.5859
Christian Ehrhoff 2015,Christian Ehrhoff,2015,D,32.239,74,201,79.0,66.0,80.0,79,49,2.1582,1.323,2.016,2.5926,1.784,0.3519,0.0,0.0,0.0,0.0,0.0,1.3743,0.0,0.5859,0.0
Marek Zidlicky 2011,Marek Zidlicky,2011,D,33.657,71,190,,79.0,76.0,78,46,,0.4078,1.3493,2.8259,2.213,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
James Wisniewski 2010,James Wisniewski,2010,D,25.611,71,203,,,68.0,48,69,,,1.4382,2.3003,3.4988,,,0.0,0.0,0.2485,,,0.0,0.0,0.4971
James Wisniewski 2011,James Wisniewski,2011,D,26.61,71,203,,68.0,48.0,69,75,,1.4382,2.3003,3.4988,1.0336,,0.0,0.0,0.2485,0.0,,0.0,0.0,0.4971,0.0
James Wisniewski 2012,James Wisniewski,2012,D,27.609,71,203,68.0,48.0,69.0,75,48,1.4382,2.3003,3.4988,1.0336,1.8299,0.0,0.0,0.2485,0.0,0.0,0.0,0.0,0.4971,0.0,0.0
James Wisniewski 2013,James Wisniewski,2013,D,28.611,71,203,48.0,69.0,75.0,48,51,2.3003,3.4988,1.0336,1.8299,1.51,0.0,0.2485,0.0,0.0,1.3245,0.0,0.4971,0.0,0.0,0.0
James Wisniewski 2014,James Wisniewski,2014,D,29.611,71,203,69.0,75.0,48.0,51,75,3.4988,1.0336,1.8299,1.51,2.0033,0.2485,0.0,0.0,1.3245,0.0,0.4971,0.0,0.0,0.0,0.0
James Wisniewski 2015,James Wisniewski,2015,D,30.61,71,203,75.0,48.0,51.0,75,69,1.0336,1.8299,1.51,2.0033,1.7862,0.0,0.0,1.3245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Wisniewski 2016,James Wisniewski,2016,D,31.609,71,203,48.0,51.0,75.0,69,1,1.8299,1.51,2.0033,1.7862,,0.0,1.3245,0.0,0.0,,0.0,0.0,0.0,0.0,
Ladislav Smid 2012,Ladislav Smid,2012,D,25.663,76,210,65.0,60.0,51.0,78,78,2.4223,0.6664,1.8562,2.672,3.3737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228
Ladislav Smid 2013,Ladislav Smid,2013,D,26.665,76,210,60.0,51.0,78.0,78,82,0.6664,1.8562,2.672,3.3737,3.2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.3875
Ladislav Smid 2014,Ladislav Smid,2014,D,27.664,76,210,51.0,78.0,78.0,82,73,1.8562,2.672,3.3737,3.2257,2.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.3875,0.0
Jeff Schultz 2010,Jeff Schultz,2010,D,23.598,78,225,,,72.0,64,73,,,3.1553,3.3211,2.6441,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jeff Schultz 2011,Jeff Schultz,2011,D,24.598,78,225,,72.0,64.0,73,72,,3.1553,3.3211,2.6441,2.4252,,0.0,0.0,0.0,0.3436,,0.0,0.0,0.0,0.3436
Jeff Schultz 2012,Jeff Schultz,2012,D,25.597,78,225,72.0,64.0,73.0,72,54,3.1553,3.3211,2.6441,2.4252,1.341,0.0,0.0,0.0,0.3436,0.0,0.0,0.0,0.0,0.3436,0.0
Jeff Schultz 2013,Jeff Schultz,2013,D,26.599,78,225,64.0,73.0,72.0,54,44,3.3211,2.6441,2.4252,1.341,1.4699,0.0,0.0,0.3436,0.0,0.0,0.0,0.0,0.3436,0.0,0.0
Nikita Nikitin 2013,Nikita Nikitin,2013,D,26.295,76,217,,,41.0,61,64,,,1.6093,2.7423,2.3724,,,0.0,0.3587,0.0,,,0.0,0.0,0.0
Mike Weber 2013,Mike Weber,2013,D,24.795,74,188,7.0,,58.0,51,71,0.831,,1.5894,1.7595,2.8206,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.5065
Mike Weber 2014,Mike Weber,2014,D,25.794,74,188,,58.0,51.0,71,68,,1.5894,1.7595,2.8206,2.0368,,0.0,0.0,0.0,0.0,,0.0,0.0,0.5065,0.4332
Mike Weber 2015,Mike Weber,2015,D,26.793,74,188,58.0,51.0,71.0,68,64,1.5894,1.7595,2.8206,2.0368,2.4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5065,0.4332,0.3893
Mike Weber 2016,Mike Weber,2016,D,27.793,74,188,51.0,71.0,68.0,64,45,1.7595,2.8206,2.0368,2.4083,1.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.5065,0.4332,0.3893,0.0
Jared Cowen 2016,Jared Cowen,2016,D,24.682,77,238,82.0,11.0,68.0,54,37,3.1563,1.95,2.9762,2.1336,2.4914,0.0,0.0,0.0,0.0,0.0,0.2318,0.0,0.0,0.0,0.0
Sergei Gonchar 2010,Sergei Gonchar,2010,D,35.47,74,210,,,78.0,25,62,,,3.8553,2.476,2.9202,,,0.0,0.0,0.0,,,0.0,0.0,0.3314
Sergei Gonchar 2011,Sergei Gonchar,2011,D,36.469,74,210,,78.0,25.0,62,67,,3.8553,2.476,2.9202,1.5995,,0.0,0.0,0.0,0.0,,0.0,0.0,0.3314,0.0
Sergei Gonchar 2012,Sergei Gonchar,2012,D,37.469,74,210,78.0,25.0,62.0,67,74,3.8553,2.476,2.9202,1.5995,1.8315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3314,0.0,0.4427
Sergei Gonchar 2013,Sergei Gonchar,2013,D,38.471,74,210,25.0,62.0,67.0,74,76,2.476,2.9202,1.5995,1.8315,2.2407,0.0,0.0,0.0,0.0,0.0,0.0,0.3314,0.0,0.4427,0.0
Kimmo Timonen 2010,Kimmo Timonen,2010,D,34.542,70,194,,,80.0,77,82,,,3.1698,4.6442,3.6498,,,0.2366,0.1678,0.0,,,0.0,0.0,0.2005
Kimmo Timonen 2011,Kimmo Timonen,2011,D,35.541,70,194,,80.0,77.0,82,82,,3.1698,4.6442,3.6498,3.4301,,0.2366,0.1678,0.0,0.0,,0.0,0.0,0.2005,0.0
Kimmo Timonen 2012,Kimmo Timonen,2012,D,36.54,70,194,80.0,77.0,82.0,82,76,3.1698,4.6442,3.6498,3.4301,3.5046,0.2366,0.1678,0.0,0.0,0.0,0.0,0.0,0.2005,0.0,0.0
Kimmo Timonen 2013,Kimmo Timonen,2013,D,37.542,70,194,77.0,82.0,82.0,76,76,4.6442,3.6498,3.4301,3.5046,2.8989,0.1678,0.0,0.0,0.0,0.0,0.0,0.2005,0.0,0.0,0.0
