,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
Henrik Sedin 2011,Henrik Sedin,2011,C,30.013,74,183,,82.0,82.0,82,82,,0.5157,0.8006,0.6459,0.1683,-0.4857666666666667
Henrik Sedin 2012,Henrik Sedin,2012,C,31.012,74,183,82.0,82.0,82.0,82,82,0.5157,0.8006,0.6459,0.1683,0.1063,-0.426325
Henrik Sedin 2013,Henrik Sedin,2013,C,32.015,74,183,82.0,82.0,82.0,82,82,0.8006,0.6459,0.1683,0.1063,0.1656,-0.264675
Henrik Sedin 2014,Henrik Sedin,2014,C,33.014,74,183,82.0,82.0,82.0,82,70,0.6459,0.1683,0.1063,0.1656,0.9912,0.719675
Henrik Sedin 2015,Henrik Sedin,2015,C,34.013,74,183,82.0,82.0,82.0,70,82,0.1683,0.1063,0.1656,0.9912,0.8193,0.46145
Henrik Sedin 2016,Henrik Sedin,2016,C,35.013,74,183,82.0,82.0,70.0,82,74,0.1063,0.1656,0.9912,0.8193,0.5592,0.03860000000000008
Henrik Sedin 2017,Henrik Sedin,2017,C,36.015,74,183,82.0,70.0,82.0,74,82,0.1656,0.9912,0.8193,0.5592,0.1636,-0.470225
Henrik Sedin 2018,Henrik Sedin,2018,C,37.014,74,183,70.0,82.0,74.0,82,82,0.9912,0.8193,0.5592,0.1636,0.011,-0.622325
Chris Kelly 2010,Chris Kelly,2010,C,28.888,72,190,,,75.0,82,81,,,3.7544,3.1047,2.9591,-0.47045000000000003
Chris Kelly 2011,Chris Kelly,2011,C,29.887,72,190,,75.0,82.0,81,81,,3.7544,3.1047,2.9591,2.528,-0.744733333333333
Chris Kelly 2012,Chris Kelly,2012,C,30.887,72,190,75.0,82.0,81.0,81,82,3.7544,3.1047,2.9591,2.528,1.7931,-1.29345
Chris Kelly 2013,Chris Kelly,2013,C,31.889,72,190,82.0,81.0,81.0,82,58,3.1047,2.9591,2.528,1.7931,2.326,-0.27022499999999994
Chris Kelly 2014,Chris Kelly,2014,C,32.888,72,190,81.0,81.0,82.0,58,57,2.9591,2.528,1.7931,2.326,1.8494,-0.5521499999999999
Chris Kelly 2015,Chris Kelly,2015,C,33.887,72,190,81.0,82.0,58.0,57,80,2.528,1.7931,2.326,1.8494,1.751,-0.37312499999999993
Henrik Zetterberg 2010,Henrik Zetterberg,2010,C,28.978,72,197,,,75.0,77,74,,,2.1502,1.8268,1.0655,-0.923
Henrik Zetterberg 2011,Henrik Zetterberg,2011,C,29.978,72,197,,75.0,77.0,74,80,,2.1502,1.8268,1.0655,0.6246,-1.0562333333333331
Henrik Zetterberg 2012,Henrik Zetterberg,2012,C,30.977,72,197,75.0,77.0,74.0,80,82,2.1502,1.8268,1.0655,0.6246,1.0852,-0.33157499999999995
Henrik Zetterberg 2013,Henrik Zetterberg,2013,C,31.979,72,197,77.0,74.0,80.0,82,78,1.8268,1.0655,0.6246,1.0852,1.3554,0.20487499999999992
Henrik Zetterberg 2014,Henrik Zetterberg,2014,C,32.978,72,197,74.0,80.0,82.0,78,45,1.0655,0.6246,1.0852,1.3554,0.5544,-0.478275
Henrik Zetterberg 2015,Henrik Zetterberg,2015,C,33.978,72,197,80.0,82.0,78.0,45,77,0.6246,1.0852,1.3554,0.5544,0.1102,-0.7947000000000001
Henrik Zetterberg 2016,Henrik Zetterberg,2016,C,34.977,72,197,82.0,78.0,45.0,77,82,1.0852,1.3554,0.5544,0.1102,0.0772,-0.6990999999999999
Henrik Zetterberg 2017,Henrik Zetterberg,2017,C,35.979,72,197,78.0,45.0,77.0,82,82,1.3554,0.5544,0.1102,0.0772,0.0285,-0.49579999999999996
Henrik Zetterberg 2018,Henrik Zetterberg,2018,C,36.978,72,197,45.0,77.0,82.0,82,82,0.5544,0.1102,0.0772,0.0285,0.0258,-0.166775
Radim Vrbata 2012,Radim Vrbata,2012,R,30.301,73,194,76.0,18.0,82.0,79,77,1.7123,0.3454,0.4388,0.1213,1.2706,0.61615
Radim Vrbata 2013,Radim Vrbata,2013,R,31.303,73,194,18.0,82.0,79.0,77,58,0.3454,0.4388,0.1213,1.2706,0.3284,-0.21562499999999996
Radim Vrbata 2014,Radim Vrbata,2014,R,32.302,73,194,82.0,79.0,77.0,58,80,0.4388,0.1213,1.2706,0.3284,0.4496,-0.090175
Radim Vrbata 2015,Radim Vrbata,2015,R,33.301,73,194,79.0,77.0,58.0,80,79,0.1213,1.2706,0.3284,0.4496,0.0852,-0.45727500000000004
Radim Vrbata 2016,Radim Vrbata,2016,R,34.301,73,194,77.0,58.0,80.0,79,63,1.2706,0.3284,0.4496,0.0852,0.0608,-0.47264999999999996
Radim Vrbata 2017,Radim Vrbata,2017,R,35.303,73,194,58.0,80.0,79.0,63,81,0.3284,0.4496,0.0852,0.0608,0.2591,0.028099999999999986
Radim Vrbata 2018,Radim Vrbata,2018,R,36.302,73,194,80.0,79.0,63.0,81,42,0.4496,0.0852,0.0608,0.2591,0.0313,-0.182375
Joel Ward 2011,Joel Ward,2011,R,29.83,73,225,,,79.0,71,80,,,2.3186,1.9437,1.8819,-0.24924999999999997
Joel Ward 2012,Joel Ward,2012,R,30.829,73,225,,79.0,71.0,80,73,,2.3186,1.9437,1.8819,0.6304,-1.4176666666666669
Joel Ward 2013,Joel Ward,2013,R,31.831,73,225,79.0,71.0,80.0,73,66,2.3186,1.9437,1.8819,0.6304,1.2684,-0.4252499999999999
Joel Ward 2014,Joel Ward,2014,R,32.83,73,225,71.0,80.0,73.0,66,82,1.9437,1.8819,0.6304,1.2684,1.8695,0.4383999999999999
Joel Ward 2015,Joel Ward,2015,R,33.83,73,225,80.0,73.0,66.0,82,82,1.8819,0.6304,1.2684,1.8695,1.6801,0.26754999999999995
Joel Ward 2016,Joel Ward,2016,R,34.829,73,225,73.0,66.0,82.0,82,79,0.6304,1.2684,1.8695,1.6801,1.347,-0.015099999999999891
Joel Ward 2017,Joel Ward,2017,R,35.831,73,225,66.0,82.0,82.0,79,78,1.2684,1.8695,1.6801,1.347,1.3761,-0.1651499999999999
Joel Ward 2018,Joel Ward,2018,R,36.831,73,225,82.0,82.0,79.0,78,52,1.8695,1.6801,1.347,1.3761,1.074,-0.49417500000000003
Marian Gaborik 2012,Marian Gaborik,2012,R,29.627,73,200,77.0,17.0,76.0,62,82,0.7348,0.9245,0.9432,0.2331,0.0994,-0.6094999999999999
Marian Gaborik 2013,Marian Gaborik,2013,R,30.629,73,200,17.0,76.0,62.0,82,80,0.9245,0.9432,0.2331,0.0994,0.0418,-0.5082500000000001
Marian Gaborik 2014,Marian Gaborik,2014,R,31.629,73,200,76.0,62.0,82.0,80,41,0.9432,0.2331,0.0994,0.0418,0.0476,-0.281775
Marian Gaborik 2015,Marian Gaborik,2015,R,32.628,73,200,62.0,82.0,80.0,41,69,0.2331,0.0994,0.0418,0.0476,0.0546,-0.050875
Marian Gaborik 2016,Marian Gaborik,2016,R,33.627,73,200,82.0,80.0,41.0,69,54,0.0994,0.0418,0.0476,0.0546,0.1031,0.042249999999999996
Marian Gaborik 2017,Marian Gaborik,2017,R,34.629,73,200,80.0,41.0,69.0,54,56,0.0418,0.0476,0.0546,0.1031,0.0655,0.003725000000000006
Marian Gaborik 2018,Marian Gaborik,2018,R,35.629,73,200,41.0,69.0,54.0,56,46,0.0476,0.0546,0.1031,0.0655,0.0449,-0.022799999999999994
Scott Hartnell 2010,Scott Hartnell,2010,L,27.456,74,215,,,80.0,82,81,,,0.4921,1.6514,0.3607,-0.71105
Scott Hartnell 2011,Scott Hartnell,2011,L,28.455,74,215,,80.0,82.0,81,82,,0.4921,1.6514,0.3607,0.0598,-0.7749333333333334
Scott Hartnell 2012,Scott Hartnell,2012,L,29.455,74,215,80.0,82.0,81.0,82,82,0.4921,1.6514,0.3607,0.0598,0.1037,-0.5373
Scott Hartnell 2013,Scott Hartnell,2013,L,30.457,74,215,82.0,81.0,82.0,82,54,1.6514,0.3607,0.0598,0.1037,0.0432,-0.5007
Scott Hartnell 2014,Scott Hartnell,2014,L,31.456,74,215,81.0,82.0,82.0,54,78,0.3607,0.0598,0.1037,0.0432,0.0801,-0.06175
Scott Hartnell 2015,Scott Hartnell,2015,L,32.455,74,215,82.0,82.0,54.0,78,77,0.0598,0.1037,0.0432,0.0801,0.0716,-0.00010000000000000286
Scott Hartnell 2016,Scott Hartnell,2016,L,33.455,74,215,82.0,54.0,78.0,77,79,0.1037,0.0432,0.0801,0.0716,0.0371,-0.03754999999999999
Scott Hartnell 2017,Scott Hartnell,2017,L,34.457,74,215,54.0,78.0,77.0,79,78,0.0432,0.0801,0.0716,0.0371,0.0056,-0.0524
Scott Hartnell 2018,Scott Hartnell,2018,L,35.456,74,215,78.0,77.0,79.0,78,62,0.0801,0.0716,0.0371,0.0056,0.0199,-0.028699999999999996
Antoine Vermette 2010,Antoine Vermette,2010,C,27.201,73,197,,,81.0,79,82,,,3.6463,3.0241,2.5498,-0.7854000000000001
Antoine Vermette 2011,Antoine Vermette,2011,C,28.201,73,197,,81.0,79.0,82,82,,3.6463,3.0241,2.5498,1.4545,-1.6189
Antoine Vermette 2012,Antoine Vermette,2012,C,29.2,73,197,81.0,79.0,82.0,82,82,3.6463,3.0241,2.5498,1.4545,1.4016,-1.267075
Antoine Vermette 2013,Antoine Vermette,2013,C,30.202,73,197,79.0,82.0,82.0,82,82,3.0241,2.5498,1.4545,1.4016,1.7594,-0.34809999999999985
Antoine Vermette 2014,Antoine Vermette,2014,C,31.201,73,197,82.0,82.0,82.0,82,82,2.5498,1.4545,1.4016,1.7594,2.2453,0.4539749999999998
Antoine Vermette 2015,Antoine Vermette,2015,C,32.201,73,197,82.0,82.0,82.0,82,82,1.4545,1.4016,1.7594,2.2453,1.4396,-0.27559999999999985
Antoine Vermette 2016,Antoine Vermette,2016,C,33.2,73,197,82.0,82.0,82.0,82,76,1.4016,1.7594,2.2453,1.4396,1.0535,-0.657975
Antoine Vermette 2017,Antoine Vermette,2017,C,34.202,73,197,82.0,82.0,82.0,76,72,1.7594,2.2453,1.4396,1.0535,0.9185,-0.70595
Antoine Vermette 2018,Antoine Vermette,2018,C,35.202,73,197,82.0,82.0,76.0,72,64,2.2453,1.4396,1.0535,0.9185,0.7755,-0.6387250000000001
Dominic Moore 2010,Dominic Moore,2010,C,29.162,72,192,,,68.0,81,69,,,1.4593,2.3183,1.3894,-0.49939999999999984
Dominic Moore 2011,Dominic Moore,2011,C,30.161,72,192,,68.0,81.0,69,77,,1.4593,2.3183,1.3894,2.1009,0.37856666666666694
Dominic Moore 2012,Dominic Moore,2012,C,31.16,72,192,68.0,81.0,69.0,77,79,1.4593,2.3183,1.3894,2.1009,1.627,-0.189975
Dominic Moore 2016,Dominic Moore,2016,C,35.16,72,192,79.0,,73.0,82,80,1.627,,1.6621,2.1087,2.1606,0.3613333333333335
Dominic Moore 2017,Dominic Moore,2017,C,36.163,72,192,,73.0,82.0,80,82,,1.6621,2.1087,2.1606,1.9679,-0.009233333333333205
Dominic Moore 2018,Dominic Moore,2018,C,37.162,72,192,73.0,82.0,80.0,82,50,1.6621,2.1087,2.1606,1.9679,1.2333,-0.741525
Ales Hemsky 2013,Ales Hemsky,2013,R,29.137,72,177,72.0,22.0,47.0,69,64,0.1035,0.0348,0.7933,0.042,0.0693,-0.1741
Ales Hemsky 2014,Ales Hemsky,2014,R,30.136,72,177,22.0,47.0,69.0,64,75,0.0348,0.7933,0.042,0.0693,0.1747,-0.06015000000000001
Ales Hemsky 2015,Ales Hemsky,2015,R,31.136,72,177,47.0,69.0,64.0,75,76,0.7933,0.042,0.0693,0.1747,0.0057,-0.264125
Ales Hemsky 2016,Ales Hemsky,2016,R,32.135,72,177,69.0,64.0,75.0,76,75,0.042,0.0693,0.1747,0.0057,0.0078,-0.065125
Mike Cammalleri 2010,Mike Cammalleri,2010,"C, L",27.316,69,185,,,63.0,81,65,,,0.1659,0.0529,0.0669,-0.042499999999999996
Mike Cammalleri 2011,Mike Cammalleri,2011,"C, L",28.316,69,185,,63.0,81.0,65,67,,0.1659,0.0529,0.0669,0.7751,0.6798666666666666
Mike Cammalleri 2012,Mike Cammalleri,2012,"C, L",29.315,69,185,63.0,81.0,65.0,67,66,0.1659,0.0529,0.0669,0.7751,0.6273,0.3621
Mike Cammalleri 2013,Mike Cammalleri,2013,"C, L",30.317,69,185,81.0,65.0,67.0,66,75,0.0529,0.0669,0.7751,0.6273,0.7034,0.32285
Mike Cammalleri 2014,Mike Cammalleri,2014,"C, L",31.316,69,185,65.0,67.0,66.0,75,63,0.0669,0.7751,0.6273,0.7034,0.3907,-0.15247499999999997
Mike Cammalleri 2015,Mike Cammalleri,2015,"C, L",32.316,69,185,67.0,66.0,75.0,63,68,0.7751,0.6273,0.7034,0.3907,1.3262,0.702075
Mike Cammalleri 2016,Mike Cammalleri,2016,"C, L",33.315,69,185,66.0,75.0,63.0,68,42,0.6273,0.7034,0.3907,1.3262,0.2052,-0.5567
Mike Cammalleri 2017,Mike Cammalleri,2017,"C, L",34.317,69,185,75.0,63.0,68.0,42,61,0.7034,0.3907,1.3262,0.2052,0.0486,-0.6077750000000001
Mike Cammalleri 2018,Mike Cammalleri,2018,"C, L",35.317,69,185,63.0,68.0,42.0,61,66,0.3907,1.3262,0.2052,0.0486,0.2694,-0.22327500000000006
Patrick Sharp 2010,Patrick Sharp,2010,L,27.763,73,200,,,80.0,61,82,,,2.344,0.7347,1.1242,-0.4151499999999999
Patrick Sharp 2011,Patrick Sharp,2011,L,28.762,73,200,,80.0,61.0,82,74,,2.344,0.7347,1.1242,1.2606,-0.14036666666666675
Patrick Sharp 2012,Patrick Sharp,2012,L,29.761,73,200,80.0,61.0,82.0,74,74,2.344,0.7347,1.1242,1.2606,1.1023,-0.2635749999999999
Patrick Sharp 2013,Patrick Sharp,2013,L,30.763,73,200,61.0,82.0,74.0,74,47,0.7347,1.1242,1.2606,1.1023,0.8863,-0.16915000000000002
Patrick Sharp 2014,Patrick Sharp,2014,L,31.763,73,200,82.0,74.0,74.0,47,82,1.1242,1.2606,1.1023,0.8863,0.0528,-1.04055
Patrick Sharp 2015,Patrick Sharp,2015,L,32.762,73,200,74.0,74.0,47.0,82,68,1.2606,1.1023,0.8863,0.0528,0.0309,-0.7946
Patrick Sharp 2016,Patrick Sharp,2016,L,33.761,73,200,74.0,47.0,82.0,68,76,1.1023,0.8863,0.0528,0.0309,0.1162,-0.4018750000000001
Patrick Sharp 2017,Patrick Sharp,2017,L,34.763,73,200,47.0,82.0,68.0,76,48,0.8863,0.0528,0.0309,0.1162,0.2733,0.0017499999999999738
Patrick Sharp 2018,Patrick Sharp,2018,L,35.763,73,200,82.0,68.0,76.0,48,70,0.0528,0.0309,0.1162,0.2733,0.0379,-0.0804
Jussi Jokinen 2010,Jussi Jokinen,2010,L,26.503,72,191,,,72.0,71,81,,,0.0225,2.0331,0.2745,-0.7533000000000001
Jussi Jokinen 2011,Jussi Jokinen,2011,L,27.502,72,191,,72.0,71.0,81,70,,0.0225,2.0331,0.2745,0.8438,0.06709999999999994
Jussi Jokinen 2012,Jussi Jokinen,2012,L,28.502,72,191,72.0,71.0,81.0,70,79,0.0225,2.0331,0.2745,0.8438,1.3103,0.516825
Jussi Jokinen 2013,Jussi Jokinen,2013,L,29.504,72,191,71.0,81.0,70.0,79,73,2.0331,0.2745,0.8438,1.3103,1.3058,0.19037499999999996
Jussi Jokinen 2014,Jussi Jokinen,2014,L,30.503,72,191,81.0,70.0,79.0,73,81,0.2745,0.8438,1.3103,1.3058,0.0366,-0.897
Jussi Jokinen 2015,Jussi Jokinen,2015,L,31.503,72,191,70.0,79.0,73.0,81,81,0.8438,1.3103,1.3058,0.0366,1.7434,0.869275
Jussi Jokinen 2016,Jussi Jokinen,2016,L,32.502,72,191,79.0,73.0,81.0,81,81,1.3103,1.3058,0.0366,1.7434,2.2899,1.1908749999999997
Jussi Jokinen 2017,Jussi Jokinen,2017,L,33.504,72,191,73.0,81.0,81.0,81,69,1.3058,0.0366,1.7434,2.2899,1.3464,0.002475000000000005
Jussi Jokinen 2018,Jussi Jokinen,2018,L,34.503,72,191,81.0,81.0,81.0,69,60,0.0366,1.7434,2.2899,1.3464,0.7067,-0.6473749999999999
Brooks Laich 2010,Brooks Laich,2010,C,26.276,74,200,,,82.0,82,78,,,2.5711,2.9439,2.1045,-0.6530000000000005
Brooks Laich 2011,Brooks Laich,2011,C,27.275,74,200,,82.0,82.0,78,82,,2.5711,2.9439,2.1045,2.2807,-0.2591333333333332
Brooks Laich 2012,Brooks Laich,2012,C,28.275,74,200,82.0,82.0,78.0,82,82,2.5711,2.9439,2.1045,2.2807,2.4748,-0.00024999999999986144
Brooks Laich 2016,Brooks Laich,2016,C,32.275,74,200,82.0,15.0,51.0,66,81,2.4748,2.2222,2.9049,2.1922,1.9763,-0.4722250000000001
Rick Nash 2010,Rick Nash,2010,"L, R",25.293,76,211,,,80.0,78,76,,,2.6081,2.2254,2.2908,-0.12595
Rick Nash 2011,Rick Nash,2011,"L, R",26.292,76,211,,80.0,78.0,76,75,,2.6081,2.2254,2.2908,0.3009,-2.0738666666666665
Rick Nash 2012,Rick Nash,2012,"L, R",27.292,76,211,80.0,78.0,76.0,75,82,2.6081,2.2254,2.2908,0.3009,0.6602,-1.1961
Rick Nash 2013,Rick Nash,2013,"L, R",28.294,76,211,78.0,76.0,75.0,82,75,2.2254,2.2908,0.3009,0.6602,0.5307,-0.838625
Rick Nash 2014,Rick Nash,2014,"L, R",29.293,76,211,76.0,75.0,82.0,75,65,2.2908,0.3009,0.6602,0.5307,0.5085,-0.43715000000000004
Rick Nash 2015,Rick Nash,2015,"L, R",30.292,76,211,75.0,82.0,75.0,65,79,0.3009,0.6602,0.5307,0.5085,1.3348,0.834725
Rick Nash 2016,Rick Nash,2016,"L, R",31.292,76,211,82.0,75.0,65.0,79,60,0.6602,0.5307,0.5085,1.3348,1.365,0.60645
Rick Nash 2017,Rick Nash,2017,"L, R",32.294,76,211,75.0,65.0,79.0,60,67,0.5307,0.5085,1.3348,1.365,1.2002,0.26544999999999996
Rick Nash 2018,Rick Nash,2018,"L, R",33.293,76,211,65.0,79.0,60.0,67,71,0.5085,1.3348,1.365,1.2002,1.6218,0.5196749999999999
Scottie Upshall 2010,Scottie Upshall,2010,R,25.986,72,200,,,61.0,74,49,,,0.165,0.3047,0.0993,-0.13555
Scottie Upshall 2011,Scottie Upshall,2011,R,26.985,72,200,,61.0,74.0,49,82,,0.165,0.3047,0.0993,0.2102,0.02053333333333332
Scottie Upshall 2015,Scottie Upshall,2015,R,30.985,72,200,82.0,26.0,46.0,76,63,0.2102,0.3263,1.2346,1.2493,1.2759,0.5208
Scottie Upshall 2016,Scottie Upshall,2016,R,31.984,72,200,26.0,46.0,76.0,63,70,0.3263,1.2346,1.2493,1.2759,1.2502,0.22867499999999996
Scottie Upshall 2017,Scottie Upshall,2017,R,32.987,72,200,46.0,76.0,63.0,70,73,1.2346,1.2493,1.2759,1.2502,1.7719,0.5194000000000001
Scottie Upshall 2018,Scottie Upshall,2018,R,33.986,72,200,76.0,63.0,70.0,73,63,1.2493,1.2759,1.2502,1.7719,1.3762,-0.010624999999999885
Matt Stajan 2010,Matt Stajan,2010,C,25.786,73,195,,,82.0,76,82,,,2.9902,1.6336,1.315,-0.9969000000000001
Matt Stajan 2011,Matt Stajan,2011,C,26.785,73,195,,82.0,76.0,82,76,,2.9902,1.6336,1.315,0.72,-1.2596
Matt Stajan 2012,Matt Stajan,2012,C,27.784,73,195,82.0,76.0,82.0,76,61,2.9902,1.6336,1.315,0.72,1.0145,-0.6502000000000001
Matt Stajan 2013,Matt Stajan,2013,C,28.787,73,195,76.0,82.0,76.0,61,73,1.6336,1.315,0.72,1.0145,1.9946,0.823825
Matt Stajan 2014,Matt Stajan,2014,C,29.786,73,195,82.0,76.0,61.0,73,63,1.315,0.72,1.0145,1.9946,2.0402,0.779175
Matt Stajan 2015,Matt Stajan,2015,C,30.785,73,195,76.0,61.0,73.0,63,59,0.72,1.0145,1.9946,2.0402,1.3619,-0.08042499999999975
Matt Stajan 2016,Matt Stajan,2016,C,31.785,73,195,61.0,73.0,63.0,59,80,1.0145,1.9946,2.0402,1.3619,1.5454,-0.057399999999999896
Matt Stajan 2017,Matt Stajan,2017,C,32.787,73,195,73.0,63.0,59.0,80,81,1.9946,2.0402,1.3619,1.5454,1.787,0.05147499999999994
Matt Stajan 2018,Matt Stajan,2018,C,33.786,73,195,63.0,59.0,80.0,81,68,2.0402,1.3619,1.5454,1.787,1.5373,-0.14632500000000004
Alexandre Burrows 2010,Alexandre Burrows,2010,R,28.474,73,197,,,82.0,82,82,,,2.9963,2.9677,2.3687,-0.6133000000000002
Alexandre Burrows 2011,Alexandre Burrows,2011,R,29.474,73,197,,82.0,82.0,82,72,,2.9963,2.9677,2.3687,2.2671,-0.5104666666666664
Alexandre Burrows 2012,Alexandre Burrows,2012,R,30.473,73,197,82.0,82.0,82.0,72,80,2.9963,2.9677,2.3687,2.2671,1.8856,-0.7643500000000001
Alexandre Burrows 2013,Alexandre Burrows,2013,R,31.475,73,197,82.0,82.0,72.0,80,80,2.9677,2.3687,2.2671,1.8856,2.0241,-0.34817500000000035
Alexandre Burrows 2014,Alexandre Burrows,2014,R,32.475,73,197,82.0,72.0,80.0,80,49,2.3687,2.2671,1.8856,2.0241,1.8728,-0.2635750000000001
Alexandre Burrows 2015,Alexandre Burrows,2015,R,33.474,73,197,72.0,80.0,80.0,49,70,2.2671,1.8856,2.0241,1.8728,1.2193,-0.7930999999999999
Alexandre Burrows 2016,Alexandre Burrows,2016,R,34.473,73,197,80.0,80.0,49.0,70,79,1.8856,2.0241,1.8728,1.2193,1.7297,-0.020749999999999824
Alexandre Burrows 2017,Alexandre Burrows,2017,R,35.475,73,197,80.0,49.0,70.0,79,75,2.0241,1.8728,1.2193,1.7297,1.18,-0.5314750000000001
Alexandre Burrows 2018,Alexandre Burrows,2018,R,36.475,73,197,49.0,70.0,79.0,75,71,1.8728,1.2193,1.7297,1.18,0.7918,-0.7086500000000001
Steve Bernier 2010,Steve Bernier,2010,R,24.504,75,222,,,76.0,81,59,,,0.0202,0.058,0.7681,0.729
Steve Bernier 2011,Steve Bernier,2011,R,25.504,75,222,,76.0,81.0,59,68,,0.0202,0.058,0.7681,0.9199,0.6378
Steve Bernier 2015,Steve Bernier,2015,R,29.504,75,222,68.0,32.0,80.0,78,67,0.9199,0.051,0.0592,0.0124,0.004,-0.256625
Matt Moulson 2012,Matt Moulson,2012,L,27.916,73,188,22.0,7.0,82.0,82,82,0.5386,1.7929,0.0431,0.5904,0.0354,-0.70585
Matt Moulson 2013,Matt Moulson,2013,L,28.918,73,188,7.0,82.0,82.0,82,80,1.7929,0.0431,0.5904,0.0354,0.0511,-0.5643499999999999
Matt Moulson 2014,Matt Moulson,2014,L,29.917,73,188,82.0,82.0,82.0,80,75,0.0431,0.5904,0.0354,0.0511,0.038,-0.14200000000000002
Matt Moulson 2015,Matt Moulson,2015,L,30.917,73,188,82.0,82.0,80.0,75,77,0.5904,0.0354,0.0511,0.038,0.1838,0.005074999999999968
Matt Moulson 2016,Matt Moulson,2016,L,31.916,73,188,82.0,80.0,75.0,77,81,0.0354,0.0511,0.038,0.1838,0.0047,-0.07237500000000001
Matt Moulson 2017,Matt Moulson,2017,L,32.918,73,188,80.0,75.0,77.0,81,81,0.0511,0.038,0.1838,0.0047,0.0173,-0.05210000000000001
Tanner Glass 2012,Tanner Glass,2012,L,27.839,73,213,41.0,3.0,67.0,73,78,0.0008,,0.7856,1.0628,1.7868,1.1703999999999999
Tanner Glass 2013,Tanner Glass,2013,L,28.841,73,213,3.0,67.0,73.0,78,82,,0.7856,1.0628,1.7868,1.2937,0.08196666666666674
Tanner Glass 2014,Tanner Glass,2014,L,29.841,73,213,67.0,73.0,78.0,82,67,0.7856,1.0628,1.7868,1.2937,1.6423,0.4100750000000002
Tanner Glass 2015,Tanner Glass,2015,L,30.84,73,213,73.0,78.0,82.0,67,66,1.0628,1.7868,1.2937,1.6423,1.0192,-0.4272
Tanner Glass 2016,Tanner Glass,2016,L,31.839,73,213,78.0,82.0,67.0,66,57,1.7868,1.2937,1.6423,1.0192,0.4523,-0.9832000000000001
Torrey Mitchell 2012,Torrey Mitchell,2012,C,26.667,71,186,82.0,,56.0,66,76,2.6047,,0.7583,1.0828,0.6193,-0.8626333333333334
Torrey Mitchell 2013,Torrey Mitchell,2013,C,27.669,71,186,,56.0,66.0,76,76,,0.7583,1.0828,0.6193,1.2981,0.47796666666666676
Torrey Mitchell 2014,Torrey Mitchell,2014,C,28.669,71,186,56.0,66.0,76.0,76,67,0.7583,1.0828,0.6193,1.2981,1.7632,0.8235750000000002
Torrey Mitchell 2015,Torrey Mitchell,2015,C,29.668,71,186,66.0,76.0,76.0,67,65,1.0828,0.6193,1.2981,1.7632,1.9823,0.79145
Torrey Mitchell 2016,Torrey Mitchell,2016,C,30.668,71,186,76.0,76.0,67.0,65,71,0.6193,1.2981,1.7632,1.9823,1.6162,0.20047499999999996
Torrey Mitchell 2017,Torrey Mitchell,2017,C,31.67,71,186,76.0,67.0,65.0,71,78,1.2981,1.7632,1.9823,1.6162,1.838,0.17304999999999993
Torrey Mitchell 2018,Torrey Mitchell,2018,C,32.669,71,186,67.0,65.0,71.0,78,60,1.7632,1.9823,1.6162,1.838,1.5339,-0.26602499999999996
Kris Versteeg 2011,Kris Versteeg,2011,R,24.387,71,176,,13.0,78.0,79,80,,0.0795,2.01,0.9884,0.7154,-0.31056666666666644
Kris Versteeg 2012,Kris Versteeg,2012,R,25.386,71,176,13.0,78.0,79.0,80,71,0.0795,2.01,0.9884,0.7154,0.6643,-0.28402499999999997
Kris Versteeg 2016,Kris Versteeg,2016,R,29.386,71,176,71.0,17.0,81.0,61,77,0.6643,0.4217,0.0502,0.1068,0.0212,-0.28955000000000003
Kris Versteeg 2017,Kris Versteeg,2017,R,30.388,71,176,17.0,81.0,61.0,77,69,0.4217,0.0502,0.1068,0.0212,0.0164,-0.133575
Daniel Winnik 2010,Daniel Winnik,2010,L,24.573,74,210,,,79.0,49,74,,,2.1392,2.0483,3.0822,0.9884499999999998
Daniel Winnik 2011,Daniel Winnik,2011,L,25.572,74,210,,79.0,49.0,74,80,,2.1392,2.0483,3.0822,2.7356,0.3123666666666667
Daniel Winnik 2012,Daniel Winnik,2012,L,26.572,74,210,79.0,49.0,74.0,80,84,2.1392,2.0483,3.0822,2.7356,2.4562,-0.04512500000000008
Daniel Winnik 2013,Daniel Winnik,2013,L,27.574,74,210,49.0,74.0,80.0,84,82,2.0483,3.0822,2.7356,2.4562,2.5712,-0.009374999999999467
Daniel Winnik 2014,Daniel Winnik,2014,L,28.573,74,210,74.0,80.0,84.0,82,76,3.0822,2.7356,2.4562,2.5712,2.5555,-0.15580000000000016
Daniel Winnik 2015,Daniel Winnik,2015,L,29.572,74,210,80.0,84.0,82.0,76,79,2.7356,2.4562,2.5712,2.5555,3.2686,0.6889750000000001
Daniel Winnik 2016,Daniel Winnik,2016,L,30.572,74,210,84.0,82.0,76.0,79,76,2.4562,2.5712,2.5555,3.2686,1.7342,-0.978675
Daniel Winnik 2017,Daniel Winnik,2017,L,31.574,74,210,82.0,76.0,79.0,76,72,2.5712,2.5555,3.2686,1.7342,2.5234,-0.008974999999999955
Daniel Winnik 2018,Daniel Winnik,2018,L,32.573,74,210,76.0,79.0,76.0,72,81,2.5555,3.2686,1.7342,2.5234,1.8088,-0.711625
