,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y5 dEV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Kyle Clifford 2016,Kyle Clifford,2016,L,24.715,74,217,81.0,82.0,71.0,80,56,8.9471,9.8604,9.6768,10.6075,9.1854,0.414,0.8874,0.262,0.4242,0.3499,-0.14700000000000002,0.4736,0.5512,0.3618,0.5412,0.5495
Kyle Clifford 2017,Kyle Clifford,2017,L,25.717,74,217,82.0,71.0,80.0,56,73,9.8604,9.6768,10.6075,9.1854,10.6121,0.8874,0.262,0.4242,0.3499,0.4647,-0.016174999999999995,0.5512,0.3618,0.5412,0.5495,0.6265
Kyle Clifford 2018,Kyle Clifford,2018,L,26.717,74,217,71.0,80.0,56.0,73,50,9.6768,10.6075,9.1854,10.6121,10.407,0.262,0.4242,0.3499,0.4647,0.6918,0.3166,0.3618,0.5412,0.5495,0.6265,0.6388
Kyle Clifford 2019,Kyle Clifford,2019,L,27.716,74,217,80.0,56.0,73.0,50,72,10.6075,9.1854,10.6121,10.407,10.2523,0.4242,0.3499,0.4647,0.6918,0.8128,0.33014999999999994,0.5412,0.5495,0.6265,0.6388,0.8011
Kyle Clifford 2020,Kyle Clifford,2020,L,28.715,74,217,56.0,73.0,50.0,72,81,9.1854,10.6121,10.407,10.2523,10.8978,0.3499,0.4647,0.6918,0.8128,0.5585,-0.021299999999999986,0.5495,0.6265,0.6388,0.8011,0.5913
Kyle Clifford 2021,Kyle Clifford,2021,L,29.717,74,217,73.0,50.0,72.0,81,73,10.6121,10.407,10.2523,10.8978,9.414,0.4647,0.6918,0.8128,0.5585,0.5099,-0.12204999999999999,0.6265,0.6388,0.8011,0.5913,0.4717
Alex Chiasson 2016,Alex Chiasson,2016,R,25.0,76,208,,11.0,79.0,76,77,,12.481,11.1989,10.6189,11.0206,,3.4338,0.4747,0.5948,0.3535,-1.1476000000000002,,0.8134,0.8511,0.639,0.5517
Alex Chiasson 2017,Alex Chiasson,2017,R,26.002,76,208,11.0,79.0,76.0,77,81,12.481,11.1989,10.6189,11.0206,11.8084,3.4338,0.4747,0.5948,0.3535,0.69,-0.5242,0.8134,0.8511,0.639,0.5517,0.5398
Alex Chiasson 2018,Alex Chiasson,2018,R,27.001,76,208,79.0,76.0,77.0,81,61,11.1989,10.6189,11.0206,11.8084,9.4781,0.4747,0.5948,0.3535,0.69,0.7264,0.19815000000000005,0.8511,0.639,0.5517,0.5398,0.5108
Alex Chiasson 2019,Alex Chiasson,2019,R,28.001,76,208,76.0,77.0,81.0,61,73,10.6189,11.0206,11.8084,9.4781,13.7363,0.5948,0.3535,0.69,0.7264,0.7779,0.18672500000000003,0.639,0.5517,0.5398,0.5108,0.6515
Alex Chiasson 2020,Alex Chiasson,2020,R,29.0,76,208,77.0,81.0,61.0,73,76,11.0206,11.8084,9.4781,13.7363,10.7905,0.3535,0.69,0.7264,0.7779,0.4277,-0.20925,0.5517,0.5398,0.5108,0.6515,0.6041
Alex Chiasson 2021,Alex Chiasson,2021,R,30.002,76,208,81.0,61.0,73.0,76,65,11.8084,9.4781,13.7363,10.7905,9.4537,0.69,0.7264,0.7779,0.4277,0.5642,-0.09129999999999994,0.5398,0.5108,0.6515,0.6041,0.5272
Alex Chiasson 2022,Alex Chiasson,2022,R,31.002,76,208,61.0,73.0,76.0,65,67,9.4781,13.7363,10.7905,9.4537,9.7321,0.7264,0.7779,0.4277,0.5642,0.6441,0.020050000000000012,0.5108,0.6515,0.6041,0.5272,0.6758
Jakob Silfverberg 2015,Jakob Silfverberg,2015,R,23.968,73,207,,,82.0,52,81,,,13.4003,11.883,13.343,,,0.653,0.6797,0.5552,-0.11114999999999997,,,0.8247,0.7795,0.7398
Jakob Silfverberg 2016,Jakob Silfverberg,2016,R,24.967,73,207,,82.0,52.0,81,82,,13.4003,11.883,13.343,13.7337,,0.653,0.6797,0.5552,0.959,0.3297,,0.8247,0.7795,0.7398,0.9461
Jakob Silfverberg 2017,Jakob Silfverberg,2017,R,25.969,73,207,82.0,52.0,81.0,82,79,13.4003,11.883,13.343,13.7337,14.9063,0.653,0.6797,0.5552,0.959,0.8662,0.15447500000000003,0.8247,0.7795,0.7398,0.9461,0.8328
Jakob Silfverberg 2018,Jakob Silfverberg,2018,R,26.969,73,207,52.0,81.0,82.0,79,77,11.883,13.343,13.7337,14.9063,14.5662,0.6797,0.5552,0.959,0.8662,0.7489,-0.016124999999999945,0.7795,0.7398,0.9461,0.8328,0.8029
Jakob Silfverberg 2019,Jakob Silfverberg,2019,R,27.968,73,207,81.0,82.0,79.0,77,73,13.343,13.7337,14.9063,14.5662,13.2836,0.5552,0.959,0.8662,0.7489,1.1756,0.39327500000000004,0.7398,0.9461,0.8328,0.8029,0.7951
Jakob Silfverberg 2020,Jakob Silfverberg,2020,R,28.967,73,207,82.0,79.0,77.0,73,77,13.7337,14.9063,14.5662,13.2836,13.551,0.959,0.8662,0.7489,1.1756,1.0063,0.06887500000000002,0.9461,0.8328,0.8029,0.7951,0.7204
Jakob Silfverberg 2021,Jakob Silfverberg,2021,R,29.969,73,207,79.0,77.0,73.0,77,68,14.9063,14.5662,13.2836,13.551,13.0979,0.8662,0.7489,1.1756,1.0063,0.4873,-0.4619499999999999,0.8328,0.8029,0.7951,0.7204,0.522
Jakob Silfverberg 2022,Jakob Silfverberg,2022,R,30.969,73,207,77.0,73.0,77.0,68,53,14.5662,13.2836,13.551,13.0979,13.0965,0.7489,1.1756,1.0063,0.4873,0.3458,-0.508725,0.8029,0.7951,0.7204,0.522,0.5615
Jakob Silfverberg 2023,Jakob Silfverberg,2023,R,31.968,73,207,73.0,77.0,68.0,53,81,13.2836,13.551,13.0979,13.0965,10.8284,1.1756,1.0063,0.4873,0.3458,0.4104,-0.34335000000000004,0.7951,0.7204,0.522,0.5615,0.4724
John Tavares 2012,John Tavares,2012,C,21.03,73,216,,,82.0,79,82,,,13.7959,15.565,17.2976,,,0.6895,0.9759,0.9729,0.1402,,,0.694,0.8118,0.9503
John Tavares 2013,John Tavares,2013,C,22.032,73,216,,82.0,79.0,82,82,,13.7959,15.565,17.2976,17.2087,,0.6895,0.9759,0.9729,1.3801,0.5006666666666668,,0.694,0.8118,0.9503,0.7797
John Tavares 2014,John Tavares,2014,C,23.031,73,216,82.0,79.0,82.0,82,59,13.7959,15.565,17.2976,17.2087,16.9506,0.6895,0.9759,0.9729,1.3801,0.9599,-0.04469999999999996,0.694,0.8118,0.9503,0.7797,0.7339
John Tavares 2015,John Tavares,2015,C,24.031,73,216,79.0,82.0,82.0,59,82,15.565,17.2976,17.2087,16.9506,16.9325,0.9759,0.9729,1.3801,0.9599,1.0803,0.008099999999999996,0.8118,0.9503,0.7797,0.7339,0.873
John Tavares 2016,John Tavares,2016,C,25.03,73,216,82.0,82.0,59.0,82,78,17.2976,17.2087,16.9506,16.9325,16.7936,0.9729,1.3801,0.9599,1.0803,1.1909,0.09260000000000002,0.9503,0.7797,0.7339,0.873,0.847
John Tavares 2017,John Tavares,2017,C,26.032,73,216,82.0,59.0,82.0,78,77,17.2087,16.9506,16.9325,16.7936,16.3385,1.3801,0.9599,1.0803,1.1909,0.9538,-0.19900000000000007,0.7797,0.7339,0.873,0.847,0.8858
John Tavares 2018,John Tavares,2018,C,27.032,73,216,59.0,82.0,78.0,77,82,16.9506,16.9325,16.7936,16.3385,15.1841,0.9599,1.0803,1.1909,0.9538,1.1083,0.0620750000000001,0.7339,0.873,0.847,0.8858,0.752
John Tavares 2019,John Tavares,2019,C,28.031,73,216,82.0,78.0,77.0,82,82,16.9325,16.7936,16.3385,15.1841,16.2941,1.0803,1.1909,0.9538,1.1083,1.6615,0.5781749999999999,0.873,0.847,0.8858,0.752,0.8868
John Tavares 2020,John Tavares,2020,C,29.03,73,216,78.0,77.0,82.0,82,74,16.7936,16.3385,15.1841,16.2941,16.4106,1.1909,0.9538,1.1083,1.6615,1.1027,-0.12592500000000006,0.847,0.8858,0.752,0.8868,0.7758
John Tavares 2021,John Tavares,2021,C,30.032,73,216,77.0,82.0,82.0,74,82,16.3385,15.1841,16.2941,16.4106,15.5033,0.9538,1.1083,1.6615,1.1027,0.8984,-0.308175,0.8858,0.752,0.8868,0.7758,0.7446
John Tavares 2022,John Tavares,2022,C,31.032,73,216,82.0,82.0,74.0,82,79,15.1841,16.2941,16.4106,15.5033,15.0314,1.1083,1.6615,1.1027,0.8984,0.859,-0.33372500000000005,0.752,0.8868,0.7758,0.7446,0.8983
John Tavares 2023,John Tavares,2023,C,32.031,73,216,82.0,74.0,82.0,79,80,16.2941,16.4106,15.5033,15.0314,14.1717,1.6615,1.1027,0.8984,0.859,0.9526,-0.17780000000000007,0.8868,0.7758,0.7446,0.8983,0.9632
Matt Duchene 2012,Matt Duchene,2012,C,20.707,71,195,,,81.0,80,58,,,14.2562,15.9787,13.7807,,,0.6755,1.1265,0.6756,-0.22540000000000004,,,0.8431,0.9899,1.0282
Matt Duchene 2013,Matt Duchene,2013,C,21.709,71,195,,81.0,80.0,58,80,,14.2562,15.9787,13.7807,15.8408,,0.6755,1.1265,0.6756,1.2088,0.38293333333333346,,0.8431,0.9899,1.0282,0.9338
Matt Duchene 2014,Matt Duchene,2014,C,22.708,71,195,81.0,80.0,58.0,80,71,14.2562,15.9787,13.7807,15.8408,15.4859,0.6755,1.1265,0.6756,1.2088,0.9823,0.060699999999999976,0.8431,0.9899,1.0282,0.9338,1.4177
Matt Duchene 2015,Matt Duchene,2015,C,23.708,71,195,80.0,58.0,80.0,71,82,15.9787,13.7807,15.8408,15.4859,16.0766,1.1265,0.6756,1.2088,0.9823,0.8648,-0.13349999999999995,0.9899,1.0282,0.9338,1.4177,0.9886
Matt Duchene 2016,Matt Duchene,2016,C,24.707,71,195,58.0,80.0,71.0,82,76,13.7807,15.8408,15.4859,16.0766,15.5822,0.6756,1.2088,0.9823,0.8648,1.1146,0.18172500000000003,1.0282,0.9338,1.4177,0.9886,0.87
Matt Duchene 2017,Matt Duchene,2017,C,25.709,71,195,80.0,71.0,82.0,76,77,15.8408,15.4859,16.0766,15.5822,14.8561,1.2088,0.9823,0.8648,1.1146,0.7343,-0.3083250000000002,0.9338,1.4177,0.9886,0.87,0.9491
Matt Duchene 2018,Matt Duchene,2018,C,26.708,71,195,71.0,82.0,76.0,77,82,15.4859,16.0766,15.5822,14.8561,15.3783,0.9823,0.8648,1.1146,0.7343,0.8565,-0.0674999999999999,1.4177,0.9886,0.87,0.9491,0.8687
Matt Duchene 2019,Matt Duchene,2019,C,27.708,71,195,82.0,76.0,77.0,82,73,16.0766,15.5822,14.8561,15.3783,16.0968,0.8648,1.1146,0.7343,0.8565,1.2765,0.38395,0.9886,0.87,0.9491,0.8687,1.0272
Matt Duchene 2020,Matt Duchene,2020,C,28.707,71,195,76.0,77.0,82.0,73,77,15.5822,14.8561,15.3783,16.0968,14.074,1.1146,0.7343,0.8565,1.2765,0.5167,-0.47877499999999995,0.87,0.9491,0.8687,1.0272,0.8154
Evander Kane 2012,Evander Kane,2012,L,20.165,74,210,,,66.0,73,74,,,12.5091,14.7066,15.2444,,,0.9448,0.7824,1.2765,0.41290000000000004,,,0.8614,0.9228,1.2491
Evander Kane 2013,Evander Kane,2013,L,21.167,74,210,,66.0,73.0,74,82,,12.5091,14.7066,15.2444,17.0267,,0.9448,0.7824,1.2765,1.1012,0.09996666666666654,,0.8614,0.9228,1.2491,1.1957
Evander Kane 2014,Evander Kane,2014,L,22.166,74,210,66.0,73.0,74.0,82,63,12.5091,14.7066,15.2444,17.0267,16.2196,0.9448,0.7824,1.2765,1.1012,0.9395,-0.08672499999999994,0.8614,0.9228,1.2491,1.1957,1.166
Evander Kane 2018,Evander Kane,2018,L,26.166,74,210,63.0,37.0,65.0,70,78,16.2196,15.2703,17.3756,16.1055,16.3034,0.9395,0.531,0.9031,1.3305,1.038,0.11197500000000005,1.166,0.968,0.956,0.9236,1.1398
Evander Kane 2019,Evander Kane,2019,L,27.166,74,210,37.0,65.0,70.0,78,75,15.2703,17.3756,16.1055,16.3034,15.4833,0.531,0.9031,1.3305,1.038,1.24,0.28935,0.968,0.956,0.9236,1.1398,1.1617
Evander Kane 2020,Evander Kane,2020,L,28.165,74,210,65.0,70.0,78.0,75,75,17.3756,16.1055,16.3034,15.4833,15.407,0.9031,1.3305,1.038,1.24,0.6085,-0.5193999999999999,0.956,0.9236,1.1398,1.1617,1.1113
Evander Kane 2021,Evander Kane,2021,L,29.167,74,210,70.0,78.0,75.0,75,82,16.1055,16.3034,15.4833,15.407,15.5935,1.3305,1.038,1.24,0.6085,1.1681,0.11384999999999978,0.9236,1.1398,1.1617,1.1113,1.1207
Brayden Schenn 2014,Brayden Schenn,2014,C,22.111,73,199,1.0,8.0,54.0,80,82,12.05,9.5354,12.3228,13.0362,13.4002,0.0,0.0,0.7213,0.5876,0.8737,0.546475,0.0,0.9516,0.9439,0.8161,1.0764
Brayden Schenn 2015,Brayden Schenn,2015,C,23.111,73,199,8.0,54.0,80.0,82,82,9.5354,12.3228,13.0362,13.4002,14.0533,0.0,0.7213,0.5876,0.8737,0.5727,0.02705000000000002,0.9516,0.9439,0.8161,1.0764,0.7984
Brayden Schenn 2016,Brayden Schenn,2016,C,24.11,73,199,54.0,80.0,82.0,82,80,12.3228,13.0362,13.4002,14.0533,13.3529,0.7213,0.5876,0.8737,0.5727,0.8425,0.153675,0.9439,0.8161,1.0764,0.7984,1.0094
Brayden Schenn 2017,Brayden Schenn,2017,C,25.112,73,199,80.0,82.0,82.0,80,79,13.0362,13.4002,14.0533,13.3529,14.034,0.5876,0.8737,0.5727,0.8425,0.4329,-0.286225,0.8161,1.0764,0.7984,1.0094,0.8586
Brayden Schenn 2018,Brayden Schenn,2018,C,26.112,73,199,82.0,82.0,80.0,79,82,13.4002,14.0533,13.3529,14.034,15.977,0.8737,0.5727,0.8425,0.4329,0.9159,0.23545000000000005,1.0764,0.7984,1.0094,0.8586,1.0752
Brayden Schenn 2019,Brayden Schenn,2019,C,27.111,73,199,82.0,80.0,79.0,82,72,14.0533,13.3529,14.034,15.977,15.5544,0.5727,0.8425,0.4329,0.9159,0.6965,0.005499999999999949,0.7984,1.0094,0.8586,1.0752,1.3022
Brayden Schenn 2020,Brayden Schenn,2020,C,28.11,73,199,80.0,79.0,82.0,72,83,13.3529,14.034,15.977,15.5544,15.3228,0.8425,0.4329,0.9159,0.6965,0.8273,0.10535000000000005,1.0094,0.8586,1.0752,1.3022,0.6883
Brayden Schenn 2021,Brayden Schenn,2021,C,29.112,73,199,79.0,82.0,72.0,83,82,14.034,15.977,15.5544,15.3228,16.0128,0.4329,0.9159,0.6965,0.8273,0.6691,-0.04905000000000004,0.8586,1.0752,1.3022,0.6883,0.906
Brayden Schenn 2022,Brayden Schenn,2022,C,30.112,73,199,82.0,72.0,83.0,82,62,15.977,15.5544,15.3228,16.0128,14.8637,0.9159,0.6965,0.8273,0.6691,1.1068,0.3296,1.0752,1.3022,0.6883,0.906,0.8514
Brayden Schenn 2023,Brayden Schenn,2023,C,31.111,73,199,72.0,83.0,82.0,62,82,15.5544,15.3228,16.0128,14.8637,15.0858,0.6965,0.8273,0.6691,1.1068,0.7275,-0.09742499999999998,1.3022,0.6883,0.906,0.8514,0.7729
Nazem Kadri 2015,Nazem Kadri,2015,C,23.987,72,185,29.0,21.0,82.0,78,73,13.1851,12.5254,13.5965,14.8603,14.9658,0.4708,0.9124,1.1952,0.6729,0.7689,-0.04392499999999999,0.6244,0.4548,0.6658,0.5419,0.7099
Nazem Kadri 2016,Nazem Kadri,2016,C,24.986,72,185,21.0,82.0,78.0,73,76,12.5254,13.5965,14.8603,14.9658,15.5368,0.9124,1.1952,0.6729,0.7689,0.6606,-0.22675000000000012,0.4548,0.6658,0.5419,0.7099,0.9156
Nazem Kadri 2017,Nazem Kadri,2017,C,25.988,72,185,82.0,78.0,73.0,76,82,13.5965,14.8603,14.9658,15.5368,14.3335,1.1952,0.6729,0.7689,0.6606,1.021,0.19659999999999989,0.6658,0.5419,0.7099,0.9156,0.8305
Nazem Kadri 2018,Nazem Kadri,2018,C,26.988,72,185,78.0,73.0,76.0,82,80,14.8603,14.9658,15.5368,14.3335,14.6585,0.6729,0.7689,0.6606,1.021,1.0233,0.24245000000000005,0.5419,0.7099,0.9156,0.8305,0.7225
Nazem Kadri 2019,Nazem Kadri,2019,C,27.987,72,185,73.0,76.0,82.0,80,73,14.9658,15.5368,14.3335,14.6585,13.5856,0.7689,0.6606,1.021,1.0233,0.726,-0.14244999999999997,0.7099,0.9156,0.8305,0.7225,0.7424
Nazem Kadri 2020,Nazem Kadri,2020,C,28.986,72,185,76.0,82.0,80.0,73,60,15.5368,14.3335,14.6585,13.5856,13.4121,0.6606,1.021,1.0233,0.726,1.3158,0.4580750000000001,0.9156,0.8305,0.7225,0.7424,0.609
Nazem Kadri 2021,Nazem Kadri,2021,C,29.989,72,185,82.0,80.0,73.0,60,82,14.3335,14.6585,13.5856,13.4121,13.3771,1.021,1.0233,0.726,1.3158,0.6408,-0.380725,0.8305,0.7225,0.7424,0.609,0.8952
Nazem Kadri 2022,Nazem Kadri,2022,C,30.988,72,185,80.0,73.0,60.0,82,71,14.6585,13.5856,13.4121,13.3771,14.8742,1.0233,0.726,1.3158,0.6408,1.1363,0.20982500000000004,0.7225,0.7424,0.609,0.8952,0.8286
Nazem Kadri 2023,Nazem Kadri,2023,C,31.987,72,185,73.0,60.0,82.0,71,82,13.5856,13.4121,13.3771,14.8742,14.1465,0.726,1.3158,0.6408,1.1363,0.6724,-0.28232500000000005,0.7424,0.609,0.8952,0.8286,0.8641
Zack Kassian 2019,Zack Kassian,2019,R,27.686,75,211,42.0,36.0,79.0,74,79,11.9567,12.0194,11.1112,10.1054,13.4534,1.0753,0.416,0.4785,0.5616,0.7904,0.15755000000000008,0.5209,0.567,0.6166,0.6144,0.6682
Zack Kassian 2020,Zack Kassian,2020,R,28.685,75,211,36.0,79.0,74.0,79,69,12.0194,11.1112,10.1054,13.4534,15.0794,0.416,0.4785,0.5616,0.7904,1.0116,0.449975,0.567,0.6166,0.6144,0.6682,0.7077
Chris Kreider 2016,Chris Kreider,2016,L,24.422,75,230,,39.0,66.0,80,79,,9.4014,13.4737,13.8294,13.5357,,0.555,0.7422,0.7593,0.8978,0.21230000000000004,,0.5926,0.9968,1.117,0.8415
Chris Kreider 2017,Chris Kreider,2017,L,25.424,75,230,39.0,66.0,80.0,79,75,9.4014,13.4737,13.8294,13.5357,14.4004,0.555,0.7422,0.7593,0.8978,1.2222,0.48362499999999997,0.5926,0.9968,1.117,0.8415,1.1801
Chris Kreider 2018,Chris Kreider,2018,L,26.424,75,230,66.0,80.0,79.0,75,58,13.4737,13.8294,13.5357,14.4004,13.0118,0.7422,0.7593,0.8978,1.2222,0.7155,-0.18987500000000002,0.9968,1.117,0.8415,1.1801,0.9555
Chris Kreider 2019,Chris Kreider,2019,L,27.423,75,230,80.0,79.0,75.0,58,79,13.8294,13.5357,14.4004,13.0118,14.7319,0.7593,0.8978,1.2222,0.7155,1.0826,0.18389999999999995,1.117,0.8415,1.1801,0.9555,1.0856
Chris Kreider 2020,Chris Kreider,2020,L,28.422,75,230,79.0,75.0,58.0,79,74,13.5357,14.4004,13.0118,14.7319,13.7196,0.8978,1.2222,0.7155,1.0826,1.0413,0.06177499999999991,0.8415,1.1801,0.9555,1.0856,0.9127
Chris Kreider 2021,Chris Kreider,2021,L,29.424,75,230,75.0,58.0,79.0,74,73,14.4004,13.0118,14.7319,13.7196,13.3567,1.2222,0.7155,1.0826,1.0413,0.8086,-0.2068000000000001,1.1801,0.9555,1.0856,0.9127,0.7206
Chris Kreider 2022,Chris Kreider,2022,L,30.424,75,230,58.0,79.0,74.0,73,81,13.0118,14.7319,13.7196,13.3567,14.28,0.7155,1.0826,1.0413,0.8086,1.1931,0.2811000000000001,0.9555,1.0856,0.9127,0.7206,1.2391
Chris Kreider 2023,Chris Kreider,2023,L,31.423,75,230,79.0,74.0,73.0,81,79,14.7319,13.7196,13.3567,14.28,13.3082,1.0826,1.0413,0.8086,1.1931,1.3697,0.3382999999999998,1.0856,0.9127,0.7206,1.2391,1.3221
Reilly Smith 2015,Reilly Smith,2015,R,23.502,73,185,,3.0,63.0,82,81,,7.3611,9.4937,13.0386,13.5909,,0.0,0.5124,0.7857,0.654,0.22130000000000005,,0.369,0.7066,0.7257,0.7054
Reilly Smith 2016,Reilly Smith,2016,R,24.502,73,185,3.0,63.0,82.0,81,82,7.3611,9.4937,13.0386,13.5909,13.7307,0.0,0.5124,0.7857,0.654,1.0658,0.5777750000000001,0.369,0.7066,0.7257,0.7054,0.8433
Reilly Smith 2017,Reilly Smith,2017,R,25.504,73,185,63.0,82.0,81.0,82,80,9.4937,13.0386,13.5909,13.7307,14.2298,0.5124,0.7857,0.654,1.0658,0.4217,-0.332775,0.7066,0.7257,0.7054,0.8433,0.5665
Reilly Smith 2018,Reilly Smith,2018,R,26.503,73,185,82.0,81.0,82.0,80,67,13.0386,13.5909,13.7307,14.2298,13.8642,0.7857,0.654,1.0658,0.4217,0.9043,0.1725,0.7257,0.7054,0.8433,0.5665,0.7834
Reilly Smith 2019,Reilly Smith,2019,R,27.502,73,185,81.0,82.0,80.0,67,74,13.5909,13.7307,14.2298,13.8642,14.2874,0.654,1.0658,0.4217,0.9043,0.7945,0.03304999999999991,0.7054,0.8433,0.5665,0.7834,0.8087
Reilly Smith 2020,Reilly Smith,2020,R,28.502,73,185,82.0,80.0,67.0,74,83,13.7307,14.2298,13.8642,14.2874,14.0338,1.0658,0.4217,0.9043,0.7945,1.3248,0.528225,0.8433,0.5665,0.7834,0.8087,1.0153
Reilly Smith 2021,Reilly Smith,2021,R,29.504,73,185,80.0,67.0,74.0,83,77,14.2298,13.8642,14.2874,14.0338,13.8255,0.4217,0.9043,0.7945,1.3248,0.6551,-0.206225,0.5665,0.7834,0.8087,1.0153,0.8647
Reilly Smith 2022,Reilly Smith,2022,R,30.503,73,185,67.0,74.0,83.0,77,56,13.8642,14.2874,14.0338,13.8255,14.1973,0.9043,0.7945,1.3248,0.6551,0.8301,-0.08957500000000007,0.7834,0.8087,1.0153,0.8647,0.9436
Reilly Smith 2023,Reilly Smith,2023,R,31.503,73,185,74.0,83.0,77.0,56,78,14.2874,14.0338,13.8255,14.1973,13.6303,0.7945,1.3248,0.6551,0.8301,0.8465,-0.054624999999999924,0.8087,1.0153,0.8647,0.9436,0.7953
Tomas Tatar 2016,Tomas Tatar,2016,L,24.833,70,173,,30.0,73.0,82,81,,9.5556,12.0397,13.7512,11.9874,,1.0465,1.1605,1.0642,0.8651,-0.22530000000000006,,0.6849,0.8575,0.8926,0.8505
Tomas Tatar 2017,Tomas Tatar,2017,L,25.835,70,173,30.0,73.0,82.0,81,82,9.5556,12.0397,13.7512,11.9874,14.8722,1.0465,1.1605,1.0642,0.8651,0.984,-0.05007500000000009,0.6849,0.8575,0.8926,0.8505,0.7404
Tomas Tatar 2018,Tomas Tatar,2018,L,26.834,70,173,73.0,82.0,81.0,82,82,12.0397,13.7512,11.9874,14.8722,14.0144,1.1605,1.0642,0.8651,0.984,0.5743,-0.44415000000000004,0.8575,0.8926,0.8505,0.7404,0.592
Tomas Tatar 2019,Tomas Tatar,2019,L,27.834,70,173,82.0,81.0,82.0,82,80,13.7512,11.9874,14.8722,14.0144,14.1029,1.0642,0.8651,0.984,0.5743,1.1168,0.2449,0.8926,0.8505,0.7404,0.592,0.8162
Tomas Tatar 2020,Tomas Tatar,2020,L,28.833,70,173,81.0,82.0,82.0,80,80,11.9874,14.8722,14.0144,14.1029,14.0588,0.8651,0.984,0.5743,1.1168,0.8787,-0.006349999999999967,0.8505,0.7404,0.592,0.8162,0.7999
Tomas Tatar 2021,Tomas Tatar,2021,L,29.835,70,173,82.0,82.0,80.0,80,73,14.8722,14.0144,14.1029,14.0588,12.8573,0.984,0.5743,1.1168,0.8787,0.7467,-0.14174999999999993,0.7404,0.592,0.8162,0.7999,0.7253
Tomas Tatar 2022,Tomas Tatar,2022,L,30.835,70,173,82.0,80.0,80.0,73,76,14.0144,14.1029,14.0588,12.8573,12.966,0.5743,1.1168,0.8787,0.7467,0.7915,-0.03762500000000002,0.592,0.8162,0.7999,0.7253,0.9007
Tomas Tatar 2023,Tomas Tatar,2023,L,31.834,70,173,80.0,80.0,73.0,76,82,14.1029,14.0588,12.8573,12.966,13.4994,1.1168,0.8787,0.7467,0.7915,1.0299,0.14647500000000002,0.8162,0.7999,0.7253,0.9007,1.1154
Marcus Foligno 2015,Marcus Foligno,2015,L,23.144,75,226,,14.0,80.0,74,57,,14.5012,11.9174,12.836,13.9377,,1.1822,0.4285,0.379,0.6042,-0.05903333333333338,,0.7165,0.8626,0.4843,0.4904
Marcus Foligno 2016,Marcus Foligno,2016,L,24.143,75,226,14.0,80.0,74.0,57,75,14.5012,11.9174,12.836,13.9377,12.5324,1.1822,0.4285,0.379,0.6042,0.4468,-0.20167499999999994,0.7165,0.8626,0.4843,0.4904,0.544
Marcus Foligno 2017,Marcus Foligno,2017,L,25.145,75,226,80.0,74.0,57.0,75,80,11.9174,12.836,13.9377,12.5324,14.1617,0.4285,0.379,0.6042,0.4468,0.6355,0.170875,0.8626,0.4843,0.4904,0.544,0.6046
Marcus Foligno 2018,Marcus Foligno,2018,L,26.144,75,226,74.0,57.0,75.0,80,77,12.836,13.9377,12.5324,14.1617,10.5939,0.379,0.6042,0.4468,0.6355,0.5149,-0.001475000000000004,0.4843,0.4904,0.544,0.6046,0.6359
Marcus Foligno 2019,Marcus Foligno,2019,L,27.144,75,226,57.0,75.0,80.0,77,82,13.9377,12.5324,14.1617,10.5939,10.1081,0.6042,0.4468,0.6355,0.5149,0.5067,-0.04364999999999997,0.4904,0.544,0.6046,0.6359,0.8049
Marcus Foligno 2020,Marcus Foligno,2020,L,28.143,75,226,75.0,80.0,77.0,82,69,12.5324,14.1617,10.5939,10.1081,12.659,0.4468,0.6355,0.5149,0.5067,0.8837,0.35772500000000007,0.544,0.6046,0.6359,0.8049,0.8794
Marcus Foligno 2021,Marcus Foligno,2021,L,29.145,75,226,80.0,77.0,82.0,69,57,14.1617,10.5939,10.1081,12.659,13.0821,0.6355,0.5149,0.5067,0.8837,1.176,0.5408,0.6046,0.6359,0.8049,0.8794,0.6341
Marcus Foligno 2022,Marcus Foligno,2022,L,30.145,75,226,77.0,82.0,69.0,57,74,10.5939,10.1081,12.659,13.0821,12.8149,0.5149,0.5067,0.8837,1.176,1.1389,0.368575,0.6359,0.8049,0.8794,0.6341,0.8905
Marcus Foligno 2023,Marcus Foligno,2023,L,31.144,75,226,82.0,69.0,57.0,74,65,10.1081,12.659,13.0821,12.8149,12.76,0.5067,0.8837,1.176,1.1389,0.5064,-0.4199250000000001,0.8049,0.8794,0.6341,0.8905,0.7069
Craig Smith 2014,Craig Smith,2014,C,24.072,72,204,,,72.0,75,79,,,12.0081,11.9595,14.3084,,,0.5552,0.228,0.9024,0.5107999999999999,,,0.9389,0.6397,0.8588
Craig Smith 2015,Craig Smith,2015,C,25.071,72,204,,72.0,75.0,79,82,,12.0081,11.9595,14.3084,13.2632,,0.5552,0.228,0.9024,0.9379,0.37603333333333333,,0.9389,0.6397,0.8588,0.9616
