,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
Zdeno Chara 2010,Zdeno Chara,2010,D,32.54,81,250,,,77.0,80,80,,,3.6143,3.3548,2.8062,-0.67835
Zdeno Chara 2011,Zdeno Chara,2011,D,33.54,81,250,,77.0,80.0,80,81,,3.6143,3.3548,2.8062,2.8263,-0.4321333333333337
Zdeno Chara 2012,Zdeno Chara,2012,D,34.539,81,250,77.0,80.0,80.0,81,79,3.6143,3.3548,2.8062,2.8263,2.719,-0.4314
Zdeno Chara 2013,Zdeno Chara,2013,D,35.541,81,250,80.0,80.0,81.0,79,82,3.3548,2.8062,2.8263,2.719,3.225,0.2984250000000004
Zdeno Chara 2014,Zdeno Chara,2014,D,36.54,81,250,80.0,81.0,79.0,82,77,2.8062,2.8263,2.719,3.225,3.1831,0.2889750000000002
Zdeno Chara 2015,Zdeno Chara,2015,D,37.54,81,250,81.0,79.0,82.0,77,63,2.8263,2.719,3.225,3.1831,3.0426,0.05425000000000013
Zdeno Chara 2016,Zdeno Chara,2016,D,38.539,81,250,79.0,82.0,77.0,63,80,2.719,3.225,3.1831,3.0426,3.3408,0.29837500000000006
Zdeno Chara 2017,Zdeno Chara,2017,D,39.541,81,250,82.0,77.0,63.0,80,75,3.225,3.1831,3.0426,3.3408,3.7718,0.5739249999999996
Zdeno Chara 2018,Zdeno Chara,2018,D,40.54,81,250,77.0,63.0,80.0,75,73,3.1831,3.0426,3.3408,3.7718,3.6687,0.3341249999999998
Zdeno Chara 2019,Zdeno Chara,2019,D,41.54,81,250,63.0,80.0,75.0,73,62,3.0426,3.3408,3.7718,3.6687,3.0355,-0.42047500000000015
Zdeno Chara 2020,Zdeno Chara,2020,D,42.539,81,250,80.0,75.0,73.0,62,80,3.3408,3.7718,3.6687,3.0355,3.1961,-0.2581000000000002
Zdeno Chara 2021,Zdeno Chara,2021,D,43.541,81,250,75.0,73.0,62.0,80,80,3.7718,3.6687,3.0355,3.1961,2.6927,-0.7253250000000002
Zdeno Chara 2022,Zdeno Chara,2022,D,44.541,81,250,73.0,62.0,80.0,80,72,3.6687,3.0355,3.1961,2.6927,1.7384,-1.40985
Duncan Keith 2010,Duncan Keith,2010,D,26.213,73,192,,,82.0,77,82,,,4.589,3.4792,3.0173,-1.0168000000000004
Duncan Keith 2011,Duncan Keith,2011,D,27.212,73,192,,82.0,77.0,82,82,,4.589,3.4792,3.0173,2.6258,-1.0693666666666668
Duncan Keith 2012,Duncan Keith,2012,D,28.212,73,192,82.0,77.0,82.0,82,74,4.589,3.4792,3.0173,2.6258,2.3081,-1.1197250000000003
Duncan Keith 2013,Duncan Keith,2013,D,29.214,73,192,77.0,82.0,82.0,74,80,3.4792,3.0173,2.6258,2.3081,2.2766,-0.581
Duncan Keith 2014,Duncan Keith,2014,D,30.213,73,192,82.0,82.0,74.0,80,79,3.0173,2.6258,2.3081,2.2766,2.3833,-0.17364999999999986
Duncan Keith 2015,Duncan Keith,2015,D,31.212,73,192,82.0,74.0,80.0,79,80,2.6258,2.3081,2.2766,2.3833,2.3363,-0.06214999999999993
Duncan Keith 2016,Duncan Keith,2016,D,32.212,73,192,74.0,80.0,79.0,80,67,2.3081,2.2766,2.3833,2.3363,2.6697,0.34362499999999985
Duncan Keith 2017,Duncan Keith,2017,D,33.214,73,192,80.0,79.0,80.0,67,80,2.2766,2.3833,2.3363,2.6697,2.4335,0.017024999999999846
Duncan Keith 2018,Duncan Keith,2018,D,34.213,73,192,79.0,80.0,67.0,80,82,2.3833,2.3363,2.6697,2.4335,2.4274,-0.028300000000000214
Duncan Keith 2019,Duncan Keith,2019,D,35.212,73,192,80.0,67.0,80.0,82,82,2.3363,2.6697,2.4335,2.4274,2.0289,-0.43782500000000013
Duncan Keith 2020,Duncan Keith,2020,D,36.212,73,192,67.0,80.0,82.0,82,71,2.6697,2.4335,2.4274,2.0289,2.8071,0.4172250000000002
Duncan Keith 2021,Duncan Keith,2021,D,37.214,73,192,80.0,82.0,82.0,71,77,2.4335,2.4274,2.0289,2.8071,2.6044,0.1801750000000002
Duncan Keith 2022,Duncan Keith,2022,D,38.213,73,192,82.0,82.0,71.0,77,64,2.4274,2.0289,2.8071,2.6044,1.7586,-0.7083500000000003
Andrej Sekera 2011,Andrej Sekera,2011,D,24.316,72,200,,37.0,69.0,49,76,,1.8505,2.3901,0.4463,1.836,0.27370000000000005
Andrej Sekera 2012,Andrej Sekera,2012,D,25.315,72,200,37.0,69.0,49.0,76,69,1.8505,2.3901,0.4463,1.836,1.6251,-0.005624999999999991
Andrej Sekera 2013,Andrej Sekera,2013,D,26.317,72,200,69.0,49.0,76.0,69,63,2.3901,0.4463,1.836,1.6251,1.8653,0.2909249999999999
Andrej Sekera 2014,Andrej Sekera,2014,D,27.316,72,200,49.0,76.0,69.0,63,74,0.4463,1.836,1.6251,1.8653,2.6351,1.191925
Andrej Sekera 2015,Andrej Sekera,2015,D,28.316,72,200,76.0,69.0,63.0,74,73,1.836,1.6251,1.8653,2.6351,1.7429,-0.2474750000000001
Andrej Sekera 2016,Andrej Sekera,2016,D,29.315,72,200,69.0,63.0,74.0,73,81,1.6251,1.8653,2.6351,1.7429,1.6117,-0.35539999999999994
Andrej Sekera 2017,Andrej Sekera,2017,D,30.317,72,200,63.0,74.0,73.0,81,80,1.8653,2.6351,1.7429,1.6117,2.0279,0.06414999999999993
Kris Russell 2010,Kris Russell,2010,D,22.418,70,170,,,67.0,66,70,,,0.1206,0.0563,0.4471,0.35865
Kris Russell 2011,Kris Russell,2011,D,23.417,70,170,,67.0,66.0,70,73,,0.1206,0.0563,0.4471,0.376,0.168
Kris Russell 2012,Kris Russell,2012,D,24.417,70,170,67.0,66.0,70.0,73,55,0.1206,0.0563,0.4471,0.376,0.3367,0.0867
Kris Russell 2013,Kris Russell,2013,D,25.419,70,170,66.0,70.0,73.0,55,56,0.0563,0.4471,0.376,0.3367,0.5808,0.276775
Kris Russell 2014,Kris Russell,2014,D,26.418,70,170,70.0,73.0,55.0,56,68,0.4471,0.376,0.3367,0.5808,0.9051,0.46995000000000003
Kris Russell 2015,Kris Russell,2015,D,27.418,70,170,73.0,55.0,56.0,68,79,0.376,0.3367,0.5808,0.9051,1.3165,0.76685
Kris Russell 2016,Kris Russell,2016,D,28.417,70,170,55.0,56.0,68.0,79,62,0.3367,0.5808,0.9051,1.3165,1.9218,1.137025
Kris Russell 2017,Kris Russell,2017,D,29.419,70,170,56.0,68.0,79.0,62,68,0.5808,0.9051,1.3165,1.9218,2.3238,1.14275
Kris Russell 2018,Kris Russell,2018,D,30.418,70,170,68.0,79.0,62.0,68,78,0.9051,1.3165,1.9218,2.3238,2.0325,0.4157000000000002
Kris Russell 2019,Kris Russell,2019,D,31.418,70,170,79.0,62.0,68.0,78,72,1.3165,1.9218,2.3238,2.0325,1.9514,0.052750000000000075
Kris Russell 2020,Kris Russell,2020,D,32.417,70,170,62.0,68.0,78.0,72,64,1.9218,2.3238,2.0325,1.9514,2.3367,0.27932500000000005
Kris Russell 2021,Kris Russell,2021,D,33.419,70,170,68.0,78.0,72.0,64,51,2.3238,2.0325,1.9514,2.3367,1.9705,-0.19060000000000032
Keith Yandle 2010,Keith Yandle,2010,D,23.062,73,192,,,43.0,69,82,,,0.0977,0.1048,0.5811,0.47984999999999994
Keith Yandle 2011,Keith Yandle,2011,D,24.061,73,192,,43.0,69.0,82,82,,0.0977,0.1048,0.5811,0.7547,0.49350000000000005
Keith Yandle 2012,Keith Yandle,2012,D,25.06,73,192,43.0,69.0,82.0,82,82,0.0977,0.1048,0.5811,0.7547,0.1724,-0.212175
Keith Yandle 2013,Keith Yandle,2013,D,26.062,73,192,69.0,82.0,82.0,82,82,0.1048,0.5811,0.7547,0.1724,0.099,-0.30425
Keith Yandle 2014,Keith Yandle,2014,D,27.062,73,192,82.0,82.0,82.0,82,82,0.5811,0.7547,0.1724,0.099,0.2307,-0.1711
Keith Yandle 2015,Keith Yandle,2015,D,28.061,73,192,82.0,82.0,82.0,82,84,0.7547,0.1724,0.099,0.2307,0.123,-0.19120000000000004
Keith Yandle 2016,Keith Yandle,2016,D,29.06,73,192,82.0,82.0,82.0,84,82,0.1724,0.099,0.2307,0.123,0.053,-0.103275
Keith Yandle 2017,Keith Yandle,2017,D,30.062,73,192,82.0,82.0,84.0,82,82,0.099,0.2307,0.123,0.053,1.6961,1.569675
Keith Yandle 2018,Keith Yandle,2018,D,31.062,73,192,82.0,84.0,82.0,82,82,0.2307,0.123,0.053,1.6961,2.2429,1.7172
Keith Yandle 2019,Keith Yandle,2019,D,32.061,73,192,84.0,82.0,82.0,82,82,0.123,0.053,1.6961,2.2429,0.3892,-0.6395500000000001
Keith Yandle 2020,Keith Yandle,2020,D,33.06,73,192,82.0,82.0,82.0,82,81,0.053,1.6961,2.2429,0.3892,0.0558,-1.0394999999999999
Keith Yandle 2021,Keith Yandle,2021,D,34.063,73,192,82.0,82.0,82.0,81,82,1.6961,2.2429,0.3892,0.0558,0.047,-1.0490000000000002
Keith Yandle 2022,Keith Yandle,2022,D,35.062,73,192,82.0,82.0,81.0,82,77,2.2429,0.3892,0.0558,0.047,0.0234,-0.660325
Andy Greene 2010,Andy Greene,2010,D,26.922,71,190,,,59.0,49,78,,,1.9124,0.2207,1.7938,0.72725
Andy Greene 2011,Andy Greene,2011,D,27.921,71,190,,59.0,49.0,78,82,,1.9124,0.2207,1.7938,2.3366,1.0276333333333332
Andy Greene 2012,Andy Greene,2012,D,28.921,71,190,59.0,49.0,78.0,82,56,1.9124,0.2207,1.7938,2.3366,1.8158,0.24992500000000017
Andy Greene 2013,Andy Greene,2013,D,29.923,71,190,49.0,78.0,82.0,56,82,0.2207,1.7938,2.3366,1.8158,2.5111,0.9693749999999999
Andy Greene 2014,Andy Greene,2014,D,30.922,71,190,78.0,82.0,56.0,82,82,1.7938,2.3366,1.8158,2.5111,3.5616,1.4472749999999999
Andy Greene 2015,Andy Greene,2015,D,31.921,71,190,82.0,56.0,82.0,82,82,2.3366,1.8158,2.5111,3.5616,3.9724,1.416125
Andy Greene 2016,Andy Greene,2016,D,32.921,71,190,56.0,82.0,82.0,82,82,1.8158,2.5111,3.5616,3.9724,3.49,0.5247750000000004
Andy Greene 2017,Andy Greene,2017,D,33.923,71,190,82.0,82.0,82.0,82,66,2.5111,3.5616,3.9724,3.49,3.2434,-0.14037500000000014
Andy Greene 2018,Andy Greene,2018,D,34.922,71,190,82.0,82.0,82.0,66,81,3.5616,3.9724,3.49,3.2434,3.2342,-0.3326500000000001
Andy Greene 2019,Andy Greene,2019,D,35.922,71,190,82.0,82.0,66.0,81,82,3.9724,3.49,3.2434,3.2342,4.0911,0.6061000000000001
Andy Greene 2020,Andy Greene,2020,D,36.921,71,190,82.0,66.0,81.0,82,74,3.49,3.2434,3.2342,4.0911,3.2093,-0.3053750000000002
Andy Greene 2021,Andy Greene,2021,D,37.923,71,190,66.0,81.0,82.0,74,80,3.2434,3.2342,4.0911,3.2093,1.7506,-1.6938999999999997
Andy Greene 2022,Andy Greene,2022,D,38.922,71,190,81.0,82.0,74.0,80,69,3.2342,4.0911,3.2093,1.7506,1.7031,-1.3681999999999999
Alex Biega 2020,Alex Biega,2020,D,31.492,70,195,51.0,36.0,44.0,41,57,1.067,0.6421,0.7879,0.6882,1.6741,0.8777999999999999
P.K. Subban 2013,P.K. Subban,2013,D,23.387,72,210,,2.0,77.0,81,71,,0.4667,2.5403,2.6136,1.4706,-0.40293333333333337
P.K. Subban 2014,P.K. Subban,2014,D,24.387,72,210,2.0,77.0,81.0,71,82,0.4667,2.5403,2.6136,1.4706,0.6748,-1.0979999999999999
P.K. Subban 2015,P.K. Subban,2015,D,25.386,72,210,77.0,81.0,71.0,82,82,2.5403,2.6136,1.4706,0.6748,2.162,0.337175
P.K. Subban 2016,P.K. Subban,2016,D,26.385,72,210,81.0,71.0,82.0,82,68,2.6136,1.4706,0.6748,2.162,2.3328,0.6025500000000004
P.K. Subban 2017,P.K. Subban,2017,D,27.387,72,210,71.0,82.0,82.0,68,66,1.4706,0.6748,2.162,2.3328,2.0679,0.4078499999999998
P.K. Subban 2018,P.K. Subban,2018,D,28.387,72,210,82.0,82.0,68.0,66,82,0.6748,2.162,2.3328,2.0679,2.6722,0.8628250000000002
P.K. Subban 2019,P.K. Subban,2019,D,29.386,72,210,82.0,68.0,66.0,82,63,2.162,2.3328,2.0679,2.6722,1.5622,-0.7465249999999999
P.K. Subban 2020,P.K. Subban,2020,D,30.385,72,210,68.0,66.0,82.0,63,80,2.3328,2.0679,2.6722,1.5622,1.6723,-0.486475
P.K. Subban 2021,P.K. Subban,2021,D,31.388,72,210,66.0,82.0,63.0,80,64,2.0679,2.6722,1.5622,1.6723,1.5117,-0.4819499999999999
P.K. Subban 2022,P.K. Subban,2022,D,32.387,72,210,82.0,63.0,80.0,64,77,2.6722,1.5622,1.6723,1.5117,0.8732,-0.9814
Thomas Hickey 2015,Thomas Hickey,2015,D,25.643,72,185,,,66.0,82,81,,,1.0863,1.976,1.8819,0.3507499999999999
Thomas Hickey 2016,Thomas Hickey,2016,D,26.643,72,185,,66.0,82.0,81,62,,1.0863,1.976,1.8819,2.0949,0.4468333333333334
Thomas Hickey 2017,Thomas Hickey,2017,D,27.645,72,185,66.0,82.0,81.0,62,76,1.0863,1.976,1.8819,2.0949,1.8487,0.08892500000000014
Thomas Hickey 2018,Thomas Hickey,2018,D,28.644,72,185,82.0,81.0,62.0,76,69,1.976,1.8819,2.0949,1.8487,2.0986,0.14822499999999983
Thomas Hickey 2019,Thomas Hickey,2019,D,29.644,72,185,81.0,62.0,76.0,69,40,1.8819,2.0949,1.8487,2.0986,2.2558,0.274775
Michael Del Zotto 2012,Michael Del Zotto,2012,D,21.271,72,195,,,80.0,47,77,,,0.496,0.5362,1.4145,0.8984000000000001
Michael Del Zotto 2013,Michael Del Zotto,2013,D,22.273,72,195,,80.0,47.0,77,78,,0.496,0.5362,1.4145,1.5793,0.7637333333333333
Michael Del Zotto 2014,Michael Del Zotto,2014,D,23.272,72,195,80.0,47.0,77.0,78,67,0.496,0.5362,1.4145,1.5793,0.3057,-0.7007999999999999
Michael Del Zotto 2015,Michael Del Zotto,2015,D,24.272,72,195,47.0,77.0,78.0,67,64,0.5362,1.4145,1.5793,0.3057,1.9289,0.969975
Michael Del Zotto 2016,Michael Del Zotto,2016,D,25.271,72,195,77.0,78.0,67.0,64,52,1.4145,1.5793,0.3057,1.9289,2.5269,1.2198
Michael Del Zotto 2017,Michael Del Zotto,2017,D,26.273,72,195,78.0,67.0,64.0,52,51,1.5793,0.3057,1.9289,2.5269,1.2797,-0.3054999999999999
Michael Del Zotto 2018,Michael Del Zotto,2018,D,27.272,72,195,67.0,64.0,52.0,51,82,0.3057,1.9289,2.5269,1.2797,2.1453,0.6350000000000002
Michael Del Zotto 2019,Michael Del Zotto,2019,D,28.272,72,195,64.0,52.0,51.0,82,42,1.9289,2.5269,1.2797,2.1453,1.7052,-0.2650000000000001
Michael Del Zotto 2020,Michael Del Zotto,2020,D,29.271,72,195,52.0,51.0,82.0,42,57,2.5269,1.2797,2.1453,1.7052,1.4075,-0.506775
Michael Del Zotto 2021,Michael Del Zotto,2021,D,30.273,72,195,51.0,82.0,42.0,57,77,1.2797,2.1453,1.7052,1.4075,1.1503,-0.4841249999999999
Ryan Ellis 2015,Ryan Ellis,2015,D,23.743,70,180,,32.0,54.0,80,58,,0.0833,0.0599,0.0696,0.6578,0.5868666666666668
Ryan Ellis 2016,Ryan Ellis,2016,D,24.743,70,180,32.0,54.0,80.0,58,79,0.0833,0.0599,0.0696,0.6578,1.4726,1.25495
Ryan Ellis 2017,Ryan Ellis,2017,D,25.745,70,180,54.0,80.0,58.0,79,71,0.0599,0.0696,0.6578,1.4726,2.608,2.043025
Ryan Ellis 2018,Ryan Ellis,2018,D,26.744,70,180,80.0,58.0,79.0,71,44,0.0696,0.6578,1.4726,2.608,2.7197,1.5177
Ryan Ellis 2019,Ryan Ellis,2019,D,27.743,70,180,58.0,79.0,71.0,44,82,0.6578,1.4726,2.608,2.7197,2.6848,0.8202750000000001
Ryan Ellis 2020,Ryan Ellis,2020,D,28.743,70,180,79.0,71.0,44.0,82,57,1.4726,2.608,2.7197,2.6848,2.3276,-0.04367499999999991
Ryan Ellis 2021,Ryan Ellis,2021,D,29.745,70,180,71.0,44.0,82.0,57,49,2.608,2.7197,2.6848,2.3276,2.5025,-0.08252499999999996
John Moore 2014,John Moore,2014,D,22.867,75,207,,2.0,67.0,51,74,,0.375,1.3346,0.3661,0.136,-0.5559
John Moore 2015,John Moore,2015,D,23.866,75,207,2.0,67.0,51.0,74,57,0.375,1.3346,0.3661,0.136,0.212,-0.34092500000000003
John Moore 2016,John Moore,2016,D,24.866,75,207,67.0,51.0,74.0,57,73,1.3346,0.3661,0.136,0.212,2.0146,1.5024250000000001
John Moore 2017,John Moore,2017,D,25.868,75,207,51.0,74.0,57.0,73,63,0.3661,0.136,0.212,2.0146,1.8444,1.1622249999999998
John Moore 2018,John Moore,2018,D,26.867,75,207,74.0,57.0,73.0,63,81,0.136,0.212,2.0146,1.8444,1.8331,0.78135
John Moore 2019,John Moore,2019,D,27.867,75,207,57.0,73.0,63.0,81,61,0.212,2.0146,1.8444,1.8331,2.162,0.6859749999999998
Christopher Tanev 2015,Christopher Tanev,2015,D,24.781,74,193,29.0,25.0,64.0,64,70,0.569,0.8887,1.6355,3.012,2.7317,1.2054
Christopher Tanev 2016,Christopher Tanev,2016,D,25.78,74,193,25.0,64.0,64.0,70,69,0.8887,1.6355,3.012,2.7317,2.7667,0.6997249999999999
Christopher Tanev 2017,Christopher Tanev,2017,D,26.782,74,193,64.0,64.0,70.0,69,53,1.6355,3.012,2.7317,2.7667,2.8899,0.35342499999999966
Christopher Tanev 2018,Christopher Tanev,2018,D,27.782,74,193,64.0,70.0,69.0,53,42,3.012,2.7317,2.7667,2.8899,3.071,0.22092500000000026
Christopher Tanev 2019,Christopher Tanev,2019,D,28.781,74,193,70.0,69.0,53.0,42,55,2.7317,2.7667,2.8899,3.071,3.2327,0.36787499999999973
Christopher Tanev 2020,Christopher Tanev,2020,D,29.78,74,193,69.0,53.0,42.0,55,81,2.7667,2.8899,3.071,3.2327,3.4164,0.42632499999999984
Christopher Tanev 2021,Christopher Tanev,2021,D,30.782,74,193,53.0,42.0,55.0,81,82,2.8899,3.071,3.2327,3.4164,3.0673,-0.08519999999999994
Christopher Tanev 2022,Christopher Tanev,2022,D,31.782,74,193,42.0,55.0,81.0,82,82,3.071,3.2327,3.4164,3.0673,2.9455,-0.25134999999999996
Mark Pysyk 2018,Mark Pysyk,2018,D,25.723,73,198,44.0,7.0,55.0,82,82,2.1814,0.8738,0.4906,2.8262,2.0925,0.49949999999999983
Mark Pysyk 2019,Mark Pysyk,2019,D,26.722,73,198,7.0,55.0,82.0,82,70,0.8738,0.4906,2.8262,2.0925,1.7826,0.21182499999999993
Mark Pysyk 2020,Mark Pysyk,2020,D,27.721,73,198,55.0,82.0,82.0,70,68,0.4906,2.8262,2.0925,1.7826,0.6115,-1.1864749999999997
Mark Pysyk 2021,Mark Pysyk,2021,D,28.724,73,198,82.0,82.0,70.0,68,52,2.8262,2.0925,1.7826,0.6115,0.8051,-1.0231
Mark Pysyk 2022,Mark Pysyk,2022,D,29.723,73,198,82.0,70.0,68.0,52,68,2.0925,1.7826,0.6115,0.8051,2.0282,0.7052750000000001
Andrej Sustr 2016,Andrej Sustr,2016,D,24.838,79,217,,3.0,43.0,72,77,,,1.1895,1.4479,1.8452,0.5265
Andrej Sustr 2017,Andrej Sustr,2017,D,25.841,79,217,3.0,43.0,72.0,77,80,,1.1895,1.4479,1.8452,2.0719,0.5776999999999999
Andrej Sustr 2018,Andrej Sustr,2018,D,26.84,79,217,43.0,72.0,77.0,80,44,1.1895,1.4479,1.8452,2.0719,0.4769,-1.1617250000000001
Danny DeKeyser 2016,Danny DeKeyser,2016,D,25.569,75,183,,18.0,65.0,80,78,,1.8333,2.2531,2.3329,2.6739,0.5341333333333336
Danny DeKeyser 2017,Danny DeKeyser,2017,D,26.572,75,183,18.0,65.0,80.0,78,82,1.8333,2.2531,2.3329,2.6739,2.6496,0.3763000000000001
Danny DeKeyser 2018,Danny DeKeyser,2018,D,27.571,75,183,65.0,80.0,78.0,82,65,2.2531,2.3329,2.6739,2.6496,2.2087,-0.268675
Danny DeKeyser 2019,Danny DeKeyser,2019,D,28.57,75,183,80.0,78.0,82.0,65,52,2.3329,2.6739,2.6496,2.2087,2.5237,0.05742499999999984
Will Butcher 2020,Will Butcher,2020,D,24.734,70,195,,,81.0,78,66,,,0.0597,0.1241,0.2286,0.1367
Madison Bowey 2020,Madison Bowey,2020,D,24.444,73,207,,,51.0,50,62,,,0.3033,0.9563,1.3682,0.7384000000000001
Markus Nutivaara 2019,Markus Nutivaara,2019,D,24.321,73,187,,,66.0,61,80,,,0.0258,0.0467,0.1644,0.12815
Markus Nutivaara 2020,Markus Nutivaara,2020,D,25.32,73,187,,66.0,61.0,80,43,,0.0258,0.0467,0.1644,0.0559,-0.02306666666666666
Markus Nutivaara 2021,Markus Nutivaara,2021,D,26.322,73,187,66.0,61.0,80.0,43,43,0.0258,0.0467,0.1644,0.0559,0.3539,0.2807
Michal Kempny 2019,Michal Kempny,2019,D,28.064,73,192,,,50.0,53,71,,,0.6763,0.6896,1.6538,0.97085
Michal Kempny 2020,Michal Kempny,2020,D,29.063,73,192,,50.0,53.0,71,68,,0.6763,0.6896,1.6538,1.5986,0.5920333333333334
Braydon Coburn 2010,Braydon Coburn,2010,D,24.592,77,224,,,78.0,80,81,,,2.1829,3.854,2.5288,-0.48965000000000014
Braydon Coburn 2011,Braydon Coburn,2011,D,25.591,77,224,,78.0,80.0,81,82,,2.1829,3.854,2.5288,2.4563,-0.39893333333333336
Braydon Coburn 2012,Braydon Coburn,2012,D,26.591,77,224,78.0,80.0,81.0,82,81,2.1829,3.854,2.5288,2.4563,3.3344,0.5789
Braydon Coburn 2013,Braydon Coburn,2013,D,27.593,77,224,80.0,81.0,82.0,81,56,3.854,2.5288,2.4563,3.3344,3.5328,0.4894249999999998
Braydon Coburn 2014,Braydon Coburn,2014,D,28.592,77,224,81.0,82.0,81.0,56,82,2.5288,2.4563,3.3344,3.5328,3.9882,1.025125
Braydon Coburn 2015,Braydon Coburn,2015,D,29.592,77,224,82.0,81.0,56.0,82,43,2.4563,3.3344,3.5328,3.9882,2.8663,-0.4616250000000002
Braydon Coburn 2016,Braydon Coburn,2016,D,30.591,77,224,81.0,56.0,82.0,43,80,3.3344,3.5328,3.9882,2.8663,2.3258,-1.104625
Braydon Coburn 2017,Braydon Coburn,2017,D,31.593,77,224,56.0,82.0,43.0,80,80,3.5328,3.9882,2.8663,2.3258,2.0279,-1.1503750000000004
Braydon Coburn 2018,Braydon Coburn,2018,D,32.592,77,224,82.0,43.0,80.0,80,72,3.9882,2.8663,2.3258,2.0279,2.1039,-0.69815
Braydon Coburn 2019,Braydon Coburn,2019,D,33.592,77,224,43.0,80.0,80.0,72,74,2.8663,2.3258,2.0279,2.1039,1.0259,-1.305075
Braydon Coburn 2020,Braydon Coburn,2020,D,34.591,77,224,80.0,80.0,72.0,74,47,2.3258,2.0279,2.1039,1.0259,0.8492,-1.0216749999999999
Shea Weber 2010,Shea Weber,2010,D,24.132,76,230,,,54.0,81,78,,,0.8713,1.6527,1.2643,0.0022999999999999687
Shea Weber 2011,Shea Weber,2011,D,25.131,76,230,,54.0,81.0,78,82,,0.8713,1.6527,1.2643,2.1191,0.8563333333333334
Shea Weber 2012,Shea Weber,2012,D,26.131,76,230,54.0,81.0,78.0,82,78,0.8713,1.6527,1.2643,2.1191,2.2906,0.81375
Shea Weber 2013,Shea Weber,2013,D,27.133,76,230,81.0,78.0,82.0,78,82,1.6527,1.2643,2.1191,2.2906,1.941,0.10932500000000012
Shea Weber 2014,Shea Weber,2014,D,28.132,76,230,78.0,82.0,78.0,82,79,1.2643,2.1191,2.2906,1.941,2.6027,0.69895
Shea Weber 2015,Shea Weber,2015,D,29.132,76,230,82.0,78.0,82.0,79,78,2.1191,2.2906,1.941,2.6027,2.4585,0.22014999999999985
Shea Weber 2016,Shea Weber,2016,D,30.131,76,230,78.0,82.0,79.0,78,78,2.2906,1.941,2.6027,2.4585,2.844,0.5207999999999999
Shea Weber 2017,Shea Weber,2017,D,31.133,76,230,82.0,79.0,78.0,78,78,1.941,2.6027,2.4585,2.844,2.9462,0.48465000000000025
Shea Weber 2021,Shea Weber,2021,D,35.133,76,230,78.0,26.0,58.0,76,70,2.9462,3.0615,2.817,3.2223,2.8878,-0.12395000000000023
Niklas Hjalmarsson 2012,Niklas Hjalmarsson,2012,D,24.321,75,197,13.0,21.0,77.0,80,69,0.25,1.446,2.1589,2.144,2.358,0.8582750000000001
Niklas Hjalmarsson 2013,Niklas Hjalmarsson,2013,D,25.323,75,197,21.0,77.0,80.0,69,78,1.446,2.1589,2.144,2.358,2.7062,0.679475
Niklas Hjalmarsson 2014,Niklas Hjalmarsson,2014,D,26.322,75,197,77.0,80.0,69.0,78,81,2.1589,2.144,2.358,2.7062,2.8255,0.48372499999999974
Niklas Hjalmarsson 2015,Niklas Hjalmarsson,2015,D,27.322,75,197,80.0,69.0,78.0,81,82,2.144,2.358,2.7062,2.8255,2.401,-0.1074250000000001
Niklas Hjalmarsson 2016,Niklas Hjalmarsson,2016,D,28.321,75,197,69.0,78.0,81.0,82,81,2.358,2.7062,2.8255,2.401,2.8494,0.27672500000000033
Niklas Hjalmarsson 2017,Niklas Hjalmarsson,2017,D,29.323,75,197,78.0,81.0,82.0,81,73,2.7062,2.8255,2.401,2.8494,2.7927,0.09717500000000001
Niklas Hjalmarsson 2018,Niklas Hjalmarsson,2018,D,30.323,75,197,81.0,82.0,81.0,73,48,2.8255,2.401,2.8494,2.7927,2.4524,-0.26475000000000026
Niklas Hjalmarsson 2019,Niklas Hjalmarsson,2019,D,31.322,75,197,82.0,81.0,73.0,48,82,2.401,2.8494,2.7927,2.4524,3.1742,0.550325
Carl Gunnarsson 2012,Carl Gunnarsson,2012,D,24.893,74,198,,,43.0,68,76,,,2.7748,2.6044,2.6265,-0.06309999999999993
Carl Gunnarsson 2013,Carl Gunnarsson,2013,D,25.895,74,198,,43.0,68.0,76,63,,2.7748,2.6044,2.6265,2.6225,-0.04606666666666648
Carl Gunnarsson 2014,Carl Gunnarsson,2014,D,26.895,74,198,43.0,68.0,76.0,63,80,2.7748,2.6044,2.6265,2.6225,2.9385,0.28145
Carl Gunnarsson 2015,Carl Gunnarsson,2015,D,27.894,74,198,68.0,76.0,63.0,80,61,2.6044,2.6265,2.6225,2.9385,1.2358,-1.462175
Carl Gunnarsson 2016,Carl Gunnarsson,2016,D,28.893,74,198,76.0,63.0,80.0,61,72,2.6265,2.6225,2.9385,1.2358,2.0093,-0.34652499999999975
Carl Gunnarsson 2017,Carl Gunnarsson,2017,D,29.895,74,198,63.0,80.0,61.0,72,56,2.6225,2.9385,1.2358,2.0093,0.8104,-1.3911250000000002
Carl Gunnarsson 2018,Carl Gunnarsson,2018,D,30.895,74,198,80.0,61.0,72.0,56,63,2.9385,1.2358,2.0093,0.8104,1.2876,-0.46089999999999987
Yannick Weber 2016,Yannick Weber,2016,D,27.021,71,200,60.0,10.0,49.0,65,45,0.8783,0.3139,0.2459,0.6531,0.8015,0.27869999999999995
