,Player,Position,Age,Height,Weight,Projected Goals,StDev,5th Percentile,95th Percentile,60G Probability,50G Probability,40G Probability,30G Probability,20G Probability
564,Josh Mahura,D,25.4,72,185,4.371574941990830,0.46103817332346900,3.5781950633587200,5.085477354692530,0.0,0.0,0.0,0.0,0.0
565,A.J. Greer,L,26.8,75,208,4.361820410171810,1.1382691063209900,2.566906911119750,6.324863800771640,0.0,0.0,0.0,0.0,0.0
566,Ben Meyers,C,24.9,71,194,4.359544886315790,1.3148688223420800,2.3189730720322600,6.57862904663506,0.0,0.0,0.0,0.0,0.0
567,Patrick Brown,C,31.3,73,210,4.370857219493570,1.9763768758176200,2.9318730046082600,6.042960560223990,0.0,0.001,0.001,0.002,0.002
568,Marco Kasper,C,19.5,73,183,4.3788850745279400,1.4987505056860100,2.132886014882570,6.990968324231990,0.0,0.0,0.0,0.0,0.0
569,Cam York,D,22.7,71,175,4.372298841466480,0.7938464773120680,2.6390312581737200,5.226619687880940,0.0,0.0,0.0,0.0,0.0
570,Justin Schultz,D,33.2,74,190,4.350617654725140,2.394314356509210,2.9523654801571200,5.513766916364450,0.001,0.001,0.001,0.001,0.003
571,Aatu Raty,C,20.9,74,190,4.346736630610150,1.679951802797080,2.0407221196609800,7.511027796364970,0.0,0.0,0.0,0.0,0.0
572,Reese Johnson,C,25.2,73,193,4.3388934377201500,1.041034821989900,2.493409889093950,5.867422515159940,0.0,0.0,0.0,0.0,0.0
573,Nicolas Hague,D,24.8,78,230,4.310876607967900,0.5655917540414410,3.36542998111343,5.166627820484140,0.0,0.0,0.0,0.0,0.0
574,Alexander Holtz,R,21.7,72,195,4.292730021131810,1.4559450666361300,2.28753405861057,6.798362493166520,0.0,0.0,0.0,0.0,0.0
575,Joseph Cramarossa,C,30.9,73,190,4.274474036242190,2.190661359135610,1.4808051033877600,8.227212195851640,0.0,0.0,0.0,0.0,0.0
576,Ty Smith,D,23.5,71,180,4.250146596128230,1.121512102170910,2.1837770107335100,5.8305701150382200,0.0,0.0,0.0,0.0,0.0
577,Connor Murphy,D,30.5,76,212,4.224826189431160,0.5592243723831780,3.2677976593958000,5.076178175272670,0.0,0.0,0.0,0.0,0.0
578,Austin Czarnik,C,30.8,69,170,4.168591822510820,1.3082195321813900,2.265040213438430,6.392904127378610,0.0,0.0,0.0,0.0,0.0
579,Mario Ferraro,D,25.0,72,209,4.129054068568920,1.7616622657651300,2.720852713296670,7.423833650528460,0.0,0.0,0.0,0.0,0.001
580,John Marino,D,26.4,73,181,4.105072074253050,0.46222024082695400,3.244378441980540,4.742021676154670,0.0,0.0,0.0,0.0,0.0
581,Trey Fix-Wolansky,R,24.4,67,191,4.082564649336470,1.3447719858078400,2.173907312241690,6.422351169596330,0.0,0.0,0.0,0.0,0.0
582,Michael McCarron,R,28.6,78,232,4.060943446710120,0.950804477575566,2.5027798696822900,5.605149379456670,0.0,0.0,0.0,0.0,0.0
583,Mikael Pyyhtia,L,21.8,72,166,4.030446629425070,1.3889407919392400,1.9552150886601800,6.333803994915650,0.0,0.0,0.0,0.0,0.0
584,Ondrej Kase,R,27.9,72,187,4.003997733613810,1.6143291287417500,1.746906353796440,7.025080030333880,0.0,0.0,0.0,0.0,0.0
585,Marco Rossi,C,22.0,69,182,4.0056525824582700,1.2625324268535000,2.1112199040603200,6.119866830911030,0.0,0.0,0.0,0.0,0.0
586,Matej Blumel,R,23.3,72,200,3.9675015031805900,1.656608813453500,1.8481008618441100,6.894628204835930,0.0,0.0,0.0,0.0,0.0
587,Jakub Voracek,R,34.1,74,216,3.942646117342090,1.3652445922490100,1.6934802254426000,5.597125864307700,0.0,0.0,0.0,0.0,0.0
588,Sean Walker,D,28.9,71,195,3.9540061971862500,0.8953515071802220,2.965559330246920,5.389567849163050,0.0,0.0,0.0,0.0,0.0
589,Artem Zub,D,28.0,74,200,3.919577357907120,0.5815593486200000,2.9197505491198300,4.8423253869573100,0.0,0.0,0.0,0.0,0.0
590,Alexander Romanov,D,23.7,73,215,3.9245157532776800,0.5123781599468600,2.9923684574317000,4.675118907706680,0.0,0.0,0.0,0.0,0.0
591,Martin Kaut,R,24.0,74,190,3.9253208663135400,1.0910269105311200,2.212643372444810,5.808965443662120,0.0,0.0,0.0,0.0,0.0
592,Caleb Jones,D,26.3,73,194,3.901166340306870,0.7665378760965480,2.9025040639053300,4.722890530845330,0.0,0.0,0.0,0.0,0.0
593,Nick Blankenburg,D,25.4,69,177,3.8936009422965500,0.9361386944707460,2.3576830973893200,5.451737540583390,0.0,0.0,0.0,0.0,0.0
594,Dylan Gambrell,C,27.1,71,185,3.8810724694313700,0.8590151184132680,2.25337135106859,5.034378635718960,0.0,0.0,0.0,0.0,0.0
595,Connor Clifton,D,28.4,71,190,3.861499039778360,0.48898108582598600,3.031075717744510,4.63917736492147,0.0,0.0,0.0,0.0,0.0
596,Jordan Harris,D,23.2,71,189,3.80931394279892,0.6041209708802140,2.7789377086240400,4.757977701333190,0.0,0.0,0.0,0.0,0.0
597,Jamie Drysdale,D,21.5,71,183,3.790808893792680,2.04663891310114,1.9310233123760800,6.294948133532400,0.0,0.0,0.001,0.001,0.001
598,Drew Helleson,D,22.5,75,190,3.748443162870380,1.9910595690679600,1.3135526056001400,7.474323555308780,0.0,0.0,0.0,0.0,0.0
599,Jake Bean,D,25.3,73,196,3.7311993465065000,0.7655043725827490,2.3338954983986700,4.813668220662820,0.0,0.0,0.0,0.0,0.0
600,Braden Schneider,D,22.0,75,208,3.710524523419940,0.5177591702411520,2.75950251514763,4.459969214142890,0.0,0.0,0.0,0.0,0.0
601,Logan Brown,C,25.6,78,218,3.688667869457870,1.0992068010073700,2.0054129925434300,5.518497034577860,0.0,0.0,0.0,0.0,0.0
602,Aidan McDonough,L,23.9,75,190,3.664668977908320,1.2422073728679500,1.732855077151310,5.888654206295220,0.0,0.0,0.0,0.0,0.0
603,Troy Stecher,D,29.5,70,184,3.6480780426974400,0.4356324146757550,2.767683631982400,4.206793212626750,0.0,0.0,0.0,0.0,0.0
604,Brandon Carlo,D,26.8,78,218,3.622397203144180,0.37974781470331400,2.9169102267484200,4.173349338930300,0.0,0.0,0.0,0.0,0.0
605,Matt Luff,R,26.4,74,196,3.614386697989410,1.174078782378650,1.8424043257040000,5.725150111380370,0.0,0.0,0.0,0.0,0.0
606,Henri Jokiharju,D,24.3,72,200,3.595627590109630,0.40719977920073200,2.7740850392638800,4.133689616612220,0.0,0.0,0.0,0.0,0.0
607,John Leonard,L,25.2,71,196,3.5885112095942900,1.4807272140223500,1.6021957602717700,6.188692873491280,0.0,0.0,0.0,0.0,0.0
608,Nick Jensen,D,33.0,73,205,3.5931777918225600,0.42672246848090600,2.8718445913848900,4.20564430890447,0.0,0.0,0.0,0.0,0.0
609,Alexandre Carrier,D,27.0,71,174,3.6049999469530200,0.7717558871104180,2.511473781857250,4.916357704238660,0.0,0.0,0.0,0.0,0.0
610,Elliot Desnoyers,L,21.7,71,183,3.596878013675020,1.3136321788363900,1.871429062363510,6.11705499104048,0.0,0.0,0.0,0.0,0.0
611,Will Borgen,D,26.8,75,204,3.5914174581496000,0.34915113078903700,2.8691314484414400,4.004922248799180,0.0,0.0,0.0,0.0,0.0
612,Kaiden Guhle,D,21.7,74,205,3.598601349849170,0.6578675358459440,2.371712258523510,4.478458154243420,0.0,0.0,0.0,0.0,0.0
613,Brian Dumoulin,D,32.1,76,207,3.564314944149720,0.47366948815713400,2.7421625143459300,4.208885263370440,0.0,0.0,0.0,0.0,0.0
614,Timothy Liljegren,D,24.4,73,192,3.556811076153470,0.709175288284147,2.288519971401410,4.678692629233770,0.0,0.0,0.0,0.0,0.0
615,Oliver Ekman-Larsson,D,32.2,74,200,3.545039987434670,0.5469009656655920,2.4625655031790100,4.221058024406130,0.0,0.0,0.0,0.0,0.0
616,Simon Edvinsson,D,20.7,78,209,3.5291986663706900,1.838162856985390,1.1604418525916900,7.062586764001070,0.0,0.0,0.0,0.0,0.0
617,Liam O'Brien,C,29.2,73,213,3.5270534980646500,0.8272366785902680,2.272068667977380,4.968912606393130,0.0,0.0,0.0,0.0,0.0
618,Trevor van Riemsdyk,D,32.2,75,191,3.5118213668897800,0.44815347724176500,2.5874642575541600,4.051515732088690,0.0,0.0,0.0,0.0,0.0
619,Alex Belzile,R,32.1,72,196,3.487606724054070,7.1651376317926500,1.6806917191047500,14.731219615084600,0.003,0.004,0.006,0.013,0.035
620,Egor Afanasyev,L,22.7,76,211,3.480949965475970,1.329356226933970,1.7482419593732900,5.94055854383108,0.0,0.0,0.0,0.0,0.0
621,Erik Brannstrom,D,24.1,70,185,3.4655387498273600,1.2747912801015000,2.4069979522764700,5.1624382362710800,0.0,0.0,0.0,0.0,0.001
622,Jake McCabe,D,30.0,73,204,3.473496355363530,0.33488891234523100,2.821143691229810,3.925618909459460,0.0,0.0,0.0,0.0,0.0
623,Calen Addison,D,23.5,71,173,3.463735293993020,0.578425138303174,1.7696469880974700,3.5528293835538200,0.0,0.0,0.0,0.0,0.0
624,Owen Beck,C,19.7,71,190,3.4727746444867400,1.378224238115520,1.526661007212390,5.9217325548898300,0.0,0.0,0.0,0.0,0.0
625,Pierre-Olivier Joseph,D,24.3,74,185,3.467037629890400,0.510945961301086,2.5327681054120200,4.224793335051160,0.0,0.0,0.0,0.0,0.0
626,Mikey Anderson,D,24.4,72,195,3.462251253094440,0.60733326715719,2.481153483826190,4.1978261687656300,0.0,0.0,0.0,0.0,0.0
627,Kevin Rooney,C,30.4,74,190,3.4679482905704800,1.1336555036874000,1.7061725034813900,5.291300480525200,0.0,0.0,0.0,0.0,0.0
628,Nathan Walker,L,29.6,69,187,3.461242979094750,0.885676772903305,2.1532006406932900,5.032245585628000,0.0,0.0,0.0,0.0,0.0
629,Mark Giordano,D,40.0,72,205,3.4645818281765900,2.398400389061310,2.317247388783360,7.974945127396320,0.0,0.0,0.0,0.0,0.005
630,Nick Perbix,D,25.3,74,191,3.468266592857910,0.6352341690164350,2.450829044029610,4.521410822700300,0.0,0.0,0.0,0.0,0.0
631,Calle Rosen,D,29.7,73,188,3.480289773773600,1.0221657102755400,1.977541842301260,5.187584169450160,0.0,0.0,0.0,0.0,0.0
632,Pavol Regenda,L,23.8,76,212,3.478889068171040,1.1909107087403300,1.7493478752952300,5.625563964945850,0.0,0.0,0.0,0.0,0.0
633,Matthew Knies,L,21.0,74,210,3.4565311532926200,1.3055222747898100,1.6544358439831800,5.8445893719014300,0.0,0.0,0.0,0.0,0.0
634,Ryan Reaves,R,36.7,74,225,3.46441653986132,1.2728484703640000,2.1729428525214800,5.317590938416,0.0,0.0,0.0,0.0,0.001
635,Jonah Gadjovich,L,25.0,74,209,3.4688430587135100,1.0815969612492600,1.7344917746040100,5.257835347608920,0.0,0.0,0.0,0.0,0.0
636,Alex Nylander,L,25.6,73,192,3.465448914416960,1.1396078192845400,1.6123179491196700,5.364784173288690,0.0,0.0,0.0,0.0,0.0
637,Samuel Walker,C,24.3,70,180,3.462583153456950,1.1708661741822100,1.7621530159236900,5.4599191062675300,0.0,0.0,0.0,0.0,0.0
638,Derek Forbort,D,31.6,76,208,3.469342091493670,0.6019860418314650,2.457314335658780,4.35724030039217,0.0,0.0,0.0,0.0,0.0
639,Pontus Holmberg,R,24.6,72,202,3.4743683689330700,1.4488990624797600,1.6092158476499600,6.433220382115240,0.0,0.0,0.0,0.0,0.0
640,Erik Cernak,D,26.3,76,224,3.473473161489710,0.40683653140726500,2.587746308899480,3.8924832931603300,0.0,0.0,0.0,0.0,0.0
641,Austin Wagner,L,26.3,73,195,3.4663960823726800,1.7107170746952300,1.5047648754939500,6.726990983680010,0.0,0.0,0.0,0.0,0.0
642,Olli Maatta,D,29.1,74,207,3.4675351229808700,0.4597079341572350,2.713199868032800,4.1548669939366700,0.0,0.0,0.0,0.0,0.0
643,Jan Jenik,R,23.0,73,185,3.4500786324435800,1.6102476449311500,1.3420406253718900,6.386647933869310,0.0,0.0,0.0,0.0,0.0
644,Dylan DeMelo,D,30.4,72,195,3.4438487631200700,0.48015212954878800,2.7017032021817200,4.194225757909680,0.0,0.0,0.0,0.0,0.0
645,Luke Glendening,C,34.4,71,190,3.422018839962640,14.700230793920600,1.8154536033719200,6.604488113460820,0.007,0.007,0.007,0.008,0.009
646,Matt Coronato,R,20.9,70,183,3.416697774496150,1.3400316865698400,1.4900850660093700,5.799428393187220,0.0,0.0,0.0,0.0,0.0
647,Devin Shore,C,29.2,73,206,3.4100068768401800,0.7572476242941840,2.1837322198857100,4.705497184075470,0.0,0.0,0.0,0.0,0.0
648,Alec Martinez,D,36.2,73,210,3.3775237931022100,0.7651443990600710,2.380819661055040,4.769974358971230,0.0,0.0,0.0,0.0,0.0
649,Jean-Luc Foudy,C,21.4,71,177,3.3733292182999900,1.1345779741426500,1.6247648219139400,5.257300803832450,0.0,0.0,0.0,0.0,0.0
650,Kevin Shattenkirk,D,34.7,72,212,3.3663868990737500,0.5191730808488380,2.36242800812897,3.6573471424174100,0.0,0.0,0.0,0.0,0.0
651,Ryan Suter,D,38.7,73,205,3.3594920286600800,0.45201238050156700,2.569883612030450,4.0063117006002100,0.0,0.0,0.0,0.0,0.0
652,Carson Soucy,D,29.2,77,208,3.3643321339691900,0.592571921366235,2.3985405709033400,4.329583115919920,0.0,0.0,0.0,0.0,0.0
653,Mattias Samuelsson,D,23.5,76,231,3.356479149245290,0.7943374163106640,2.1559876326224100,4.748502385841760,0.0,0.0,0.0,0.0,0.0
654,Adam Beckman,L,22.4,74,182,3.3565823559743400,1.1403563938143300,1.527879835743450,5.09691367048064,0.0,0.0,0.0,0.0,0.0
655,Adam Raska,R,22.0,70,178,3.3520960397945800,1.196367890817480,1.6506478974926800,5.5217572340682600,0.0,0.0,0.0,0.0,0.0
656,Alex Turcotte,C,22.6,71,185,3.334591516988010,1.1065922430207100,1.7476690843248100,5.263757884245140,0.0,0.0,0.0,0.0,0.0
657,Dante Fabbro,D,25.3,72,189,3.316052953655590,0.5303695446786440,2.4762677311530500,4.122690354576150,0.0,0.0,0.0,0.0,0.0
658,Laurent Dauphin,C,28.5,72,186,3.3014142143941500,1.0580095202640900,1.7056492346021300,5.093686358883650,0.0,0.0,0.0,0.0,0.0
659,Milos Kelemen,L,24.2,74,210,3.279708927620600,1.054050424975990,1.651780650952850,5.080036739160320,0.0,0.0,0.0,0.0,0.0
660,Joel Edmundson,D,30.3,77,221,3.255012981387510,0.7112193295128700,2.3674734836571300,4.446514939516660,0.0,0.0,0.0,0.0,0.0
661,Cal Foote,D,24.8,77,224,3.22239969679717,0.6972107306682640,2.1033144911137300,4.373754336067750,0.0,0.0,0.0,0.0,0.0
662,Hunter McKown,C,21.1,73,205,3.1780168373578000,1.1872909412339700,1.45541982624812,5.390891495076800,0.0,0.0,0.0,0.0,0.0
663,Tristen Robins,C,21.9,70,176,3.135102317866440,1.2560980935736200,1.3427220508213800,5.423115329744600,0.0,0.0,0.0,0.0,0.0
664,Oskar Olausson,R,20.9,73,180,3.1105715347007400,1.2272024193772500,1.353209458294850,5.263666288310320,0.0,0.0,0.0,0.0,0.0
665,Sam Poulin,R,22.6,73,208,3.0736867128092600,1.2133169872955100,1.4762781080906100,5.2948831680434400,0.0,0.0,0.0,0.0,0.0
666,Jonas Rondbjerg,R,24.5,74,203,3.049351191818880,0.8967022515332170,1.6715833159784300,4.61315988730309,0.0,0.0,0.0,0.0,0.0
667,Zack Kassian,R,32.7,75,211,3.0215240750649400,2.547714995293570,1.9695868763820400,5.310296302273290,0.001,0.001,0.001,0.001,0.003
668,Ryan McDonagh,D,34.3,73,215,3.000769370798490,0.4684834934374010,2.244806545216770,3.704990183365540,0.0,0.0,0.0,0.0,0.0
669,Marcus Pettersson,D,27.4,75,177,2.9763412272805000,0.5596280385664350,2.2157964703423700,4.016521347974450,0.0,0.0,0.0,0.0,0.0
670,Ben Hutton,D,30.4,75,201,2.9616380963934200,0.594684762827041,2.012349481503530,3.9496877045842200,0.0,0.0,0.0,0.0,0.0
671,Jonas Siegenthaler,D,26.4,74,218,2.947350479757620,0.3680896161109700,2.3529443748129000,3.507858591035880,0.0,0.0,0.0,0.0,0.0
672,Tanner Laczynski,C,26.3,73,190,2.9326248355109600,1.2088498973546400,1.3745795214925400,5.262166162715120,0.0,0.0,0.0,0.0,0.0
673,Michael Stone,D,33.3,75,210,2.9206986051553600,0.9178518437374050,1.6420627818842300,4.475978757558910,0.0,0.0,0.0,0.0,0.0
674,Josh Manson,D,32.0,75,218,2.9076061572289300,0.5938965995917460,1.8714252941560500,3.847212756012310,0.0,0.0,0.0,0.0,0.0
675,Buddy Robinson,R,32.0,78,232,2.907206549779890,8.373708118045310,1.2889745663480900,14.434975032800500,0.004,0.004,0.007,0.011,0.025
676,Tyler Myers,D,33.7,80,229,2.9005486044907300,0.5089242171764160,2.3087934356672000,3.8676009491591000,0.0,0.0,0.0,0.0,0.0
677,Alex Galchenyuk,C,29.6,73,194,2.8841579910987500,1.0148467905554800,1.4758423487436400,4.63165116052879,0.0,0.0,0.0,0.0,0.0
678,Grigori Denisenko,L,23.3,71,186,2.847762002446890,1.21770910699156,1.267791528299380,5.178132239275890,0.0,0.0,0.0,0.0,0.0
679,Ryan Lindgren,D,25.6,72,190,2.809223510434910,0.4118416649803210,2.020051219087230,3.3581467066483800,0.0,0.0,0.0,0.0,0.0
680,Benoit-Olivier Groulx,C,23.6,74,200,2.7880373383443300,1.2732157175668000,1.2113622294949400,5.2713467424540000,0.0,0.0,0.0,0.0,0.0
681,David Savard,D,32.9,73,235,2.7455362520319500,0.5279717885277250,1.9339025643459000,3.5912337084758300,0.0,0.0,0.0,0.0,0.0
682,Joe Snively,C,27.7,69,176,2.7300882971594700,1.1316345342243300,1.067021638424040,4.818256638011170,0.0,0.0,0.0,0.0,0.0
683,Robin Salo,D,25.0,74,190,2.7021040105366700,1.0097437819410400,1.1910826425030500,4.430122494187290,0.0,0.0,0.0,0.0,0.0
684,Cole Koepke,L,25.4,73,196,2.682817919684290,1.185720807063650,1.1684781847009500,4.863716733455140,0.0,0.0,0.0,0.0,0.0
685,Anthony Richard,C,26.8,71,183,2.672018630610590,1.1003767378741000,1.0395589096613400,4.671460264466010,0.0,0.0,0.0,0.0,0.0
686,Mike Hardman,L,24.7,74,205,2.6663210406728400,0.9100616003038840,1.3160735498186200,4.239266711322530,0.0,0.0,0.0,0.0,0.0
687,William Lockwood,R,25.3,71,172,2.6626841673990300,0.861212847499455,1.3670384300070200,4.136945421296740,0.0,0.0,0.0,0.0,0.0
688,Erik Gudbranson,D,31.7,77,222,2.6620153359252400,0.37441818341426600,2.032212433482090,3.2201606418237100,0.0,0.0,0.0,0.0,0.0
689,Damien Giroux,C,23.6,70,179,2.6591111038159300,1.388931750399810,0.9514639530351750,5.279253039552790,0.0,0.0,0.0,0.0,0.0
690,Beck Malenstyn,L,25.7,75,200,2.6657860785896700,1.1380474222735900,1.137482718570470,4.788092984844560,0.0,0.0,0.0,0.0,0.0
691,Brendan Gaunce,C,29.5,75,219,2.667597652820480,1.0245053962012400,1.2722980190553900,4.471614386675140,0.0,0.0,0.0,0.0,0.0
692,Zac Dalpe,C,33.9,74,197,2.6731689032679500,1.621803555910570,0.9295479329412610,5.414170413876770,0.0,0.0,0.0,0.0,0.0
693,Brett Seney,L,27.6,69,156,2.676586937114520,1.1982582506965700,1.1162400667760200,4.884355026423010,0.0,0.0,0.0,0.0,0.0
694,Jayson Megna,C,33.7,73,195,2.6837628937704300,1.5306222481137000,1.4568841302323600,4.533823446978220,0.0,0.0,0.0,0.001,0.001
695,TJ Brodie,D,33.3,74,187,2.6887332909354600,0.5694694655402050,1.8968272608237200,3.6584947493757800,0.0,0.0,0.0,0.0,0.0
696,Nick Leddy,D,32.5,72,205,2.6987597131244600,0.6886304802904940,2.0821834683029800,3.6787640938470900,0.0,0.0,0.0,0.0,0.0
697,Fredrik Olofsson,L,27.3,74,190,2.7020382503810600,0.8838654645467920,1.3245460021314100,4.268233198869460,0.0,0.0,0.0,0.0,0.0
698,Darren Helm,C,36.7,72,192,2.718907489516140,0.8711678827391080,1.4237617703049500,4.02227271800877,0.0,0.0,0.0,0.0,0.0
699,Mark Friedman,D,27.8,71,185,2.724917338869290,1.0013666076162500,1.3638803561529400,4.592872056929180,0.0,0.0,0.0,0.0,0.0
700,Lukas Sedlak,C,30.6,72,205,2.7210965490140900,1.1221807265418500,1.1445037500835500,4.700715600638710,0.0,0.0,0.0,0.0,0.0
701,Kurtis MacDermid,D,29.5,77,233,2.7133246885770900,0.7377022111749360,1.654679853491710,3.8868624618882100,0.0,0.0,0.0,0.0,0.0
702,Nick Seeler,D,30.3,74,201,2.7229375557314000,0.36971202268529400,2.063823276486820,3.274597215913590,0.0,0.0,0.0,0.0,0.0
703,Jackson Cates,C,26.0,72,190,2.7308362327321400,1.1370823229739600,1.2491909176129200,4.811901280976310,0.0,0.0,0.0,0.0,0.0
704,Semyon Der-Arguchintsev,C,23.0,70,188,2.729412416023410,1.3189867540437900,0.9743539965926880,5.12176721462588,0.0,0.0,0.0,0.0,0.0
705,William Dufour,R,21.7,74,215,2.727081218220570,1.3383320041145700,0.9667874780801320,5.129261098087390,0.0,0.0,0.0,0.0,0.0
706,Mikhail Maltsev,L,25.6,75,198,2.725698262722990,1.0413526752332300,1.1929621110906200,4.566303022627950,0.0,0.0,0.0,0.0,0.0
707,Marian Studenic,"L, R",24.9,73,190,2.726503274592470,0.9790428809781420,1.217247872169190,4.384051418231660,0.0,0.0,0.0,0.0,0.0
708,Simon Benoit,D,25.0,75,203,2.7202458367391300,0.4552419829355640,1.802890071168940,3.303717585174090,0.0,0.0,0.0,0.0,0.0
709,Olle Lycksell,R,24.1,70,163,2.7107349352300800,1.1095887373728700,1.241570300572940,4.697953109512920,0.0,0.0,0.0,0.0,0.0
710,Marco Scandella,D,33.6,75,212,2.7004049992205100,0.7435813076671500,1.6003636680634800,3.885788025163060,0.0,0.0,0.0,0.0,0.0
711,David Gustafsson,C,23.5,74,212,2.6869765168366700,1.1860659751208900,1.1950529009026100,4.935641265895280,0.0,0.0,0.0,0.0,0.0
712,Cody Ceci,D,29.8,74,210,2.682533135063530,0.3080458347607850,2.164579892628930,3.1130637641550700,0.0,0.0,0.0,0.0,0.0
713,Travis Dermott,D,26.8,72,202,2.6712233928853400,0.6710716903007460,1.6130409965317500,3.7606829409162400,0.0,0.0,0.0,0.0,0.0
714,Sampo Ranta,L,23.3,74,195,2.665947790329990,1.2757091677111100,1.1211103348441200,4.917103635980150,0.0,0.0,0.0,0.0,0.0
715,Justin Holl,D,31.7,75,197,2.659237705504790,0.4747779465685920,1.9942845237915100,3.5555124465886700,0.0,0.0,0.0,0.0,0.0
716,Brett Kulak,D,29.7,73,197,2.6455180941708900,0.3892105403098870,2.059103993562520,3.3035211524231400,0.0,0.0,0.0,0.0,0.0
717,Joona Luoto,L,26.0,75,210,2.632561907332110,1.327318277475240,1.009953218851670,5.253563254190070,0.0,0.0,0.0,0.0,0.0
718,Lias Andersson,C,25.0,73,185,2.6263011073514800,0.989988143904104,1.1017064442405800,4.37897531876033,0.0,0.0,0.0,0.0,0.0
719,Riley Sheahan,C,31.8,74,214,2.6263224803383600,2.111901137614070,0.8561312631373330,5.541373580480880,0.0,0.0,0.0,0.0,0.002
720,Jacob MacDonald,D,30.6,72,204,2.6209879466017100,0.6913635964743090,1.5898984808971500,3.6704487146365600,0.0,0.0,0.0,0.0,0.0
721,Givani Smith,R,25.6,74,214,2.622232684569550,0.8283120201498530,1.3780958828947000,4.066528815699370,0.0,0.0,0.0,0.0,0.0
722,Cole McWard,D,22.3,73,192,2.6232663863253200,1.1703295548944300,1.1052982475324600,4.765611906105300,0.0,0.0,0.0,0.0,0.0
723,Chris Wagner,R,32.3,72,192,2.6248844617502500,1.3526752839814100,0.9445163458805520,4.910481778258410,0.0,0.0,0.0,0.0,0.0
724,Kristian Reichel,C,25.3,72,168,2.6256045839938500,1.2048726167043100,0.9109221966727740,4.851720843125700,0.0,0.0,0.0,0.0,0.0
725,Luke Schenn,D,33.9,74,225,2.610064726345280,0.9026337007147230,1.5216334494433400,4.161202840533530,0.0,0.0,0.0,0.0,0.0
726,Kyle Capobianco,D,26.1,74,201,2.6143223221474200,0.7770380900288130,1.3978393226827300,3.95858117378409,0.0,0.0,0.0,0.0,0.0
727,Carson Meyer,R,26.1,71,184,2.6163735437529400,0.8712199829029050,1.2708394164596200,4.190864428549980,0.0,0.0,0.0,0.0,0.0
728,Niko Mikkola,D,27.4,76,209,2.6215147099325900,0.3959033543799670,1.9540176338997900,3.212694583361010,0.0,0.0,0.0,0.0,0.0
729,Connor Mackey,D,27.1,74,197,2.622628757894320,0.7982280381626560,1.39137833739303,3.9808316003849000,0.0,0.0,0.0,0.0,0.0
730,Jake Muzzin,D,34.6,75,227,2.62830737693833,1.3671228837661100,1.156403360274000,5.287284587025510,0.0,0.0,0.0,0.0,0.0
731,Alex Goligoski,D,38.2,71,173,2.6217025935573800,0.6482146191423370,1.7316357551268400,3.744652110894140,0.0,0.0,0.0,0.0,0.0
732,Marc McLaughlin,C,24.2,72,203,2.6268669496159400,1.1038337017466800,1.0534124626684000,4.562165863455750,0.0,0.0,0.0,0.0,0.0
733,Jake Leschyshyn,C,24.6,71,195,2.632504787807520,1.0503219338385400,1.2330032758784400,4.579248297054710,0.0,0.0,0.0,0.0,0.0
734,Arnaud Durandeau,L,24.7,72,185,2.63196239187351,1.2375584766865000,1.006880416626160,4.886823380190700,0.0,0.0,0.0,0.0,0.0
735,Ian Cole,D,34.6,73,225,2.624734793459780,0.47168429393488400,2.035544495592660,3.4349460679708400,0.0,0.0,0.0,0.0,0.0
736,Joona Koppanen,L,25.6,77,216,2.6258618255101800,1.2654516086712400,1.022045892572850,4.903785242553560,0.0,0.0,0.0,0.0,0.0
737,Wayne Simmonds,R,35.1,74,184,2.6247802164483500,1.48041582264498,1.4662677548057000,5.017166987812570,0.0,0.0,0.0,0.0,0.001
738,Radim Zohorna,L,27.4,78,220,2.6190682863900600,1.1427829891625300,1.011422466811170,4.672333042592850,0.0,0.0,0.0,0.0,0.0
739,Rasmus Ristolainen,D,28.9,76,221,2.6117346297274700,0.6132743274501090,1.7818496837253800,3.716951674443340,0.0,0.0,0.0,0.0,0.0
740,Justin Richards,C,25.5,71,190,2.611366538171480,1.2540885900936200,0.897623686390821,4.943688674206260,0.0,0.0,0.0,0.0,0.0
741,Alexander Edler,D,37.4,76,210,2.6083985075702900,0.4799630224565930,1.908324311130260,3.4539279364960900,0.0,0.0,0.0,0.0,0.0
742,Filip Hallander,C,23.3,73,190,2.6042347038226900,1.2409052810166700,0.9470037509782540,4.953876637121310,0.0,0.0,0.0,0.0,0.0
743,Dmitry Kulikov,D,32.9,73,201,2.5976004835876800,0.44357877606225500,1.8699283781415800,3.323591268056910,0.0,0.0,0.0,0.0,0.0
744,Nathan Smith,C,25.0,72,177,2.5822732080617500,0.9141746434103710,1.1982967064621000,4.138294040553140,0.0,0.0,0.0,0.0,0.0
745,Ryan Carpenter,C,32.7,73,198,2.5802795870491900,0.8931739657016180,1.341391876734080,4.18303372867675,0.0,0.0,0.0,0.0,0.0
746,Matthew Highmore,C,27.6,71,188,2.5760503405068200,1.0831462840269300,0.9388969738830450,4.464911968674860,0.0,0.0,0.0,0.0,0.0
747,Samuel Bolduc,D,22.8,76,220,2.5847820176693600,1.0389387933196200,1.0873593512369800,4.429740998689050,0.0,0.0,0.0,0.0,0.0
748,David Gust,R,29.6,70,177,2.5870712334514900,1.4721793366072200,0.7295665790965240,5.165781059560350,0.0,0.0,0.0,0.0,0.0
