,Player,Projected Goals,Projected A1,Projected A2,Projected Assists,Projected Points,StDev,5th Percentile,95th Percentile,150P Probability,140P Probability,130P Probability,120P Probability,110P Probability,100P Probability,90P Probability,80P Probability,70P Probability,60P Probability,50P Probability,40P Probability,30P Probability
827,Bobby McMann,1.526634752142260,1.1125758305306700,1.1575391423815800,2.270114972912250,3.7967497250545200,1.6436035162360700,1.4806086701336600,6.68964576144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Thomas Harley,1.5175816831458700,3.5277164462626900,4.065699131425190,7.593415577687880,9.110997260833750,2.737976043983880,5.316063439206470,14.18691052701390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,Jack Johnson,1.516539009786630,2.465357744589390,4.411461129276830,6.876818873866230,8.393357883652850,1.3239217569918100,6.412505950423920,10.6051674980221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,Nikolai Knyzhov,1.507642699246160,1.403691815091390,1.6526503045634400,3.0563421196548300,4.563984818900990,1.4622252572002400,2.4175661859528900,7.154095475823830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,Chad Ruhwedel,1.4950106084069800,3.3259137969086100,5.9636210642790100,9.289534861187620,10.784545469594600,1.7479879268395700,8.048524020650600,13.766240560164000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,William Bitten,1.4863645235818100,2.9654360074104400,0.8817636372538870,3.8471996446643200,5.33356416824613,2.21127844174248,2.3143343282277800,9.2767343148764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Erik Johnson,1.4799193061080700,3.7457215695700100,4.5834954676483200,8.32921703721833,9.809136343326400,1.6763410090081100,6.8531251695836200,12.284449351086700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Callahan Burke,1.4700752149409500,1.1634770351608000,0.8233654305193750,1.9868424656801800,3.456917680621130,1.5114635225080900,1.3023809811934400,6.1500876645832600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Jakub Zboril,1.4623313459420100,2.2655711343397300,3.1940037008047600,5.459574835144490,6.921906181086500,1.6574937249007200,4.285743170595260,9.674139767780420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,Hayden Hodgson,1.461827722513710,1.2988620477381000,0.8715590234559950,2.170421071194100,3.632248793707810,1.6785244645978700,1.2748245697394100,6.750395972713210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,Justin Kirkland,1.4590103611774400,1.174226839319330,0.8480204336845110,2.0222472730038400,3.4812576341812800,1.3565624297620800,1.3926117332309400,5.8495670974450800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,Ian Mitchell,1.449943718937390,2.5927149995442600,3.767206373420780,6.359921372965040,7.809865091902430,17.725739844084500,4.438634865727110,44.787099617272000,0.003,0.003,0.003,0.003,0.004,0.005,0.011,0.013,0.016,0.031,0.044,0.063,0.092
839,Kyle Clifford,1.4474967574437200,1.2608154829631400,5.011815797110680,6.272631280073820,7.720128037517540,4.10033568398384,2.628385145633350,15.34342017342890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
840,Filip Roos,1.4416311306972500,1.5906307099754800,3.151925523511080,4.742556233486560,6.18418736418381,18.650166546768000,3.538737764015460,44.089723015463800,0.004,0.004,0.004,0.004,0.004,0.007,0.01,0.016,0.021,0.028,0.046,0.059,0.081
841,Chris Wideman,1.4330094685603500,4.9225873411820300,5.276202534821990,10.198789876004000,11.631799344564400,4.193855908039930,8.627051685855460,16.8976628212584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.005,0.006
842,CJ Suess,1.4267474606330600,1.212243420000800,0.8462514756560590,2.058494895656860,3.4852423562899200,1.4756090338843600,1.4589570996544400,6.268874931014340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,Brandt Clarke,1.41776179621728,3.424605433917040,2.71375470813958,6.138360142056620,7.5561219382739000,2.04944634742076,4.0807867871248800,10.968106832490100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,Victor Soderstrom,1.4123505920136800,3.3622871830001900,4.642870046167160,8.005157229167340,9.417507821181020,2.05250638610337,5.856603099402120,12.688450639480800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Cole Bardreau,1.40824948912352,1.1168426822846800,0.7852430942941140,1.9020857765787900,3.3103352657023100,1.5075435240979900,1.2032706635429100,5.959328529801870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,Philip Broberg,1.4057142508993600,2.8244941338826400,3.766390658081160,6.590884791963800,7.9965990428631600,1.7251296813657900,5.393719550649930,10.977306036015900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,Tyler Benson,1.3876522391610600,1.4655235292884600,1.0551782974365200,2.5207018267249700,3.908354065886030,1.4174112330151400,1.8626951060276300,6.36256978697625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,Jarred Tinordi,1.3833001551663400,1.834023651184760,3.48305862211478,5.317082273299540,6.7003824284658800,1.5641181773141800,4.050194576150230,9.019530267359040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,Anton Levtchi,1.382719058578590,1.0703011057651400,0.8127751465502730,1.8830762523154100,3.2657953108940000,1.5538443225015500,1.1520757776437600,6.123984159709140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,Jean-Sebastien Dea,1.362148623448320,1.1258173478368700,0.7245367466007300,1.8503540944376000,3.2125027178859200,1.4664226275685700,1.2549010128547600,5.9934809810596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,Urho Vaakanainen,1.3612579141683400,3.0702909910786900,3.6651556905229200,6.735446681601610,8.096704595769950,18.66911090641800,5.40985393867905,46.192630805837600,0.003,0.004,0.004,0.005,0.006,0.008,0.01,0.013,0.022,0.034,0.043,0.061,0.102
852,Tobias Bjornfot,1.3608915260980800,1.810286738091660,3.7041705923657500,5.514457330457410,6.875348856555490,1.752277718094940,4.3816492105787,10.031206675445700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,Daniil Miromanov,1.3426618169164000,2.259490589252890,1.5915601363224300,3.851050725575320,5.193712542491710,1.5417331787436300,2.8104894386456600,7.895910616712880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,Isaak Phillips,1.3403230291480700,2.8171620420202100,2.6592052674138800,5.476367309434100,6.816690338582170,1.9370983803692200,3.856358580915290,10.232265136434400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,Nikita Soshnikov,1.3352074312987200,0.9921636425239880,0.7457240451540620,1.7378876876780500,3.073095118976770,1.4224161487620700,1.1410305338067800,5.723334611728720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,Wyatt Kaiser,1.3173300285020800,2.8369681369684600,5.143506965547070,7.980475102515530,9.297805131017620,2.9070946580912100,4.961538010174000,14.389875079803800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,Ilya Lyubushkin,1.3057092448690400,4.472786995410860,5.937101955850280,10.40988895126110,11.71559819613020,1.6208228842360000,8.994479969177800,14.36860508952200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,Gustav Lindstrom,1.3030009123660300,3.384870517900740,4.3733725138115000,7.75824303171224,9.06124394407827,2.08620150267338,6.141958752766580,12.790852551623800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Tyler Tucker,1.3014600615208000,1.6998058865225500,3.471442668569430,5.171248555091980,6.472708616612790,1.7608675953999300,4.179323644957940,9.897334069749650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,Nikita Zaitsev,1.2727248562179800,5.16099812252705,4.907154073459990,10.068152195987000,11.340877052205000,2.3932090509038300,7.343095791432800,14.921178276219400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,Matt Irwin,1.2723639059275700,2.216837366915600,2.1817767442179500,4.398614111133550,5.6709780170611100,1.6606723319604200,3.263662100062940,8.641058757412400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,Dylan Coghlan,1.2700190708110900,3.387777956057780,2.8369386063768200,6.224716562434600,7.494735633245690,1.7948703977547800,4.367835861842990,10.365801831963200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,Vladislav Kolyachonok,1.2412735887163200,1.703370022049420,2.8023209128990700,4.505690934948490,5.746964523664810,1.7383860424803000,3.27525040089842,8.86602311797142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,Luke Philp,1.2393170147561700,2.2250961533189700,0.7366141439828930,2.961710297301860,4.201027312058030,2.075844371239470,1.3503223693337200,7.913426377405080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,Jake Christiansen,1.2168669140123500,2.215973232863130,3.395612170670640,5.611585403533780,6.828452317546120,1.7314861616269300,4.173283177255620,9.97438340969481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,Andy Andreoff,1.2142769898228000,1.1084741359892100,3.4916452427003,4.6001193786895100,5.814396368512310,2.9480287340858100,2.078928555092480,11.36113626283750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,Jacob Bryson,1.213265785667310,2.7967498978653000,2.6069697325717900,5.40371963043709,6.616985416104400,1.6721715396472700,3.7550110919838700,9.176479133031320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Ronnie Attard,1.210170060680300,1.6907430417769800,2.671129670663760,4.361872712440740,5.572042773121040,1.5843643037810700,2.922466632967470,8.113965117961680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,Casey Fitzgerald,1.2084981001173600,3.1191844176718600,2.910099716271800,6.0292841339436700,7.237782234061020,1.7636168776976400,4.4452733493343700,10.295442015450100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,Christian Wolanin,1.2084286325293400,2.8123072853395500,2.7003135156858300,5.512620801025380,6.72104943355472,1.744665171915500,3.9500103296140600,9.847107803941370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,Colton White,1.2070511372348500,3.4636067848321500,3.3503635636773100,6.813970348509460,8.02102148574431,2.0169093817765000,5.144586146630510,11.725266136348500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,David Jiricek,1.2062565199441100,2.3225579695930700,3.2350159351696900,5.557573904762760,6.763830424706880,1.8128093396815200,3.7960825478081800,9.544684027568650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,Taro Hirose,1.1834712780703600,0.9968833717075310,0.7826856346888380,1.7795690063963700,2.9630402844667300,1.2669809361339600,0.9170921135486980,5.006261878461890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,Anton Blidh,1.1656564925484200,1.055888110236890,0.778776821145776,1.834664931382670,3.0003214239310900,1.223373604207990,1.3113253133289900,5.2431741886604900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,Darren Raddysh,1.1583445598484900,1.640229701634640,2.1277647401196200,3.7679944417542600,4.92633900160275,1.6232199823615400,2.7124029670154600,7.974142341938980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,Stanislav Svozil,1.1522176228587600,2.13142683761092,2.7484440844775200,4.879870922088440,6.032088544947190,1.6800810420839900,3.217025706399500,8.571589201616050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,Lucas Carlsson,1.1334732012011400,1.4478478484308600,1.7150678865133400,3.162915734944200,4.296388936145340,1.7215012227270300,1.901726975895540,7.200022126605480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,Ben Harpur,1.1296561767287200,1.5649196364640800,3.467644304504240,5.0325639409683200,6.162220117697040,1.548620792703040,3.6743817930684600,8.850772751767950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,Michael Kesselring,1.1220697501800000,5.259258759973940,2.744253953175090,8.00351271314903,9.125582463329030,2.8501745176309700,5.0858334631116400,13.910740598137200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,Nathan Beaulieu,1.1190748225643900,2.9179105339835800,2.605499203001700,5.523409736985280,6.642484559549670,1.579069632804030,3.9370571344309000,8.936507011409020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,Alexander Alexeyev,1.1050132214584000,2.3209727104100500,3.4634699168884800,5.784442627298530,6.889455848756940,1.8498506957010600,4.266934769313070,10.152594250927900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Guillaume Brisebois,1.1013033250320100,1.536557162238160,2.7878804418829600,4.324437604121110,5.425740929153120,1.9662107359693600,2.573967742145700,8.81723878119919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,Alex Vlasic,1.091411359037320,3.492050647076070,2.6253250860189300,6.1173757330949900,7.208787092132310,1.9386859391467400,4.153321958690250,10.226339966416100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Justin Braun,1.0840026523736900,2.967770720181840,2.9950505646381400,5.962821284819980,7.046823937193680,1.623249217972310,4.923359658861170,10.12945222109920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,Kale Clague,1.0770303631125000,2.050216893764300,3.3729039932532900,5.423120887017600,6.500151250130100,1.526300615648710,4.3262198894864800,9.278075628695890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,Libor Hajek,1.0659001355217300,0.8726039078418900,1.3538995318627500,2.2265034397046400,3.292403575226360,1.6694039592491600,1.5990044919300700,5.583370843865330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,Kaedan Korczak,1.0486869020873800,2.8389162209033100,2.6161773836447000,5.45509360454801,6.503780506635390,1.981841496628850,3.6754698584166600,10.181549905147600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Alex Barr��-Boulet,1.043062679304690,0.947598833725873,0.5336309785002890,1.4812298122261600,2.524292491530860,1.044236925735220,0.9271247573595350,4.322229920331320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Victor Mete,1.0275751893749700,2.694940321490500,4.172749397019740,6.867689718510240,7.895264907885200,2.9522847142308300,3.964451654343370,13.062768465026400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,Jacob Bernard-Docker,1.0236012892219700,2.2143603799531600,2.685856650449950,4.900217030403110,5.923818319625080,1.7863194532559400,3.703203299905430,9.468781487148110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,Henry Thrun,0.994266582963145,3.0491429944409200,3.4654133072738700,6.514556301714790,7.508822884677940,1.9000405143113800,4.329986708649180,10.678656188148600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,Ville Heinola,0.9774328845712180,3.3497742941475100,2.5748214062778500,5.924595700425350,6.902028584996570,2.046265549713570,3.67529939757038,10.252369161726800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Cale Fleury,0.9733786641837650,1.3828598406410000,2.806026304103810,4.188886144744800,5.162264808928570,1.543794809731000,2.9386351435201700,8.043769596694760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,Lawrence Pilut,0.9707165420140130,0.8270391611727320,1.9378491840429800,2.7648883452157100,3.735604887229720,1.7327001330188700,1.6315796590289000,7.1080125848337200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,Brock Faber,0.967139628675369,1.5802763059122500,2.73874643939497,4.319022745307220,5.286162373982590,1.5981950335910300,2.6839899624989100,7.889851825844090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Tucker Poolman,0.9443957080138040,3.8209829903672800,1.7667756769558300,5.587758667323110,6.532154375336910,2.6759590336574600,2.7860800542685300,11.422026746290400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,Samuel Knazko,0.9359383824821620,1.5325757726155000,2.6447362919804000,4.177312064595900,5.1132504470780600,1.608109884201210,2.524086162525920,7.815353929557960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,Nick Cicek,0.9232036298055900,2.798461908987180,4.415450664120740,7.213912573107920,8.137116202913510,2.910279417493480,5.007802865344070,14.118234020669600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,Spencer Stastney,0.922460871637112,3.0484612956361900,2.78355066466899,5.832011960305180,6.754472831942290,1.8206255189734700,4.000635425265640,9.827451299738710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,Alec Regula,0.9197543361036950,1.526144734467260,2.482984763451100,4.009129497918350,4.928883834022050,1.4048282130860100,2.623109393109090,7.1312629459864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,Vincent Iorio,0.9184681869761590,5.060294391339460,2.7496163969822900,7.80991078832175,8.728378975297910,3.4293986982633500,3.9044925691185800,15.101819614040200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,Tyler Kleven,0.918010327743817,3.0270480272526800,3.4165088773076700,6.4435569045603600,7.361567232304170,1.9486247458959600,4.00275132399031,10.377619095101800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,Vincent Desharnais,0.906784371983907,1.7992907339838900,1.6893180132205300,3.488608747204420,4.395393119188330,1.185802789131830,2.520062883717990,6.4079767252974600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,Frederic Allard,0.8931996619501250,1.4295957465557900,1.7255971083928700,3.1551928549486500,4.0483925168987800,1.3749467176504100,1.9549609574451700,6.457908063972900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,Derrick Pouliot,0.8913981108860300,3.2589916304280400,3.3307008519698300,6.589692482397870,7.481090593283900,2.0757054278926600,4.180085651598930,10.92934319044000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,Corey Schueneman,0.8830596171358980,1.3718612995120200,2.7614910150611000,4.133352314573120,5.016411931709020,1.6071333609406300,2.6117501714476600,7.865466432067810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,Jackson LaCombe,0.8761451626430730,1.6877437319876100,2.74975555177756,4.4374992837651700,5.313644446408240,1.5888150746909800,2.6839025316313100,7.807773620484960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,Andreas Englund,0.8727668616311880,2.521078780776100,2.759278099308240,5.280356880084340,6.1531237417155300,1.6571815349327700,3.7695161358756300,9.02779338845273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,Lassi Thomson,0.8618989344663730,1.7777355617780200,2.447553353953350,4.225288915731370,5.087187850197740,1.456372094139540,2.716052043169360,7.295879985503190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,Jake Livingstone,0.8444220036223060,1.2706195969818200,3.3528146958270300,4.623434292808850,5.467856296431150,1.6874804037681100,3.0678581132120700,8.515864277190960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,Patrik Nemeth,0.8406009254188390,3.0239168277997000,4.436299789705130,7.460216617504830,8.30081754292367,1.4343832337276500,5.953293262782520,10.513704141692800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,Dmitri Samorukov,0.8374976048825150,1.357511653219550,1.9581676389615100,3.315679292181050,4.153176897063570,1.5316562470544300,2.018440670033480,7.002964305421200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,Markus Niemelainen,0.8245223193886900,1.0821461024416700,1.321009239810170,2.403155342251840,3.2276776616405300,1.081206765929950,1.5139799856546400,4.968761818589670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,Dennis Gilbert,0.8116846448890680,1.1937621394984500,1.5720092257543300,2.7657713652527700,3.577456010141840,1.5851573866237100,1.5958575871035400,6.542390802174030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,Maxence Guenette,0.81139471554144,1.1718312733550700,1.6913860871205700,2.8632173604756400,3.674612076017080,1.4659425275854700,1.57758321694872,6.379482348545950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,Mac Hollowell,0.8100516336401880,3.186470040330230,3.6836087712499200,6.870078811580150,7.680130445220340,2.7422488563576600,3.424922657269010,12.250319334732400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,Ross Johnston,0.8047943010050840,1.533910832199400,0.769144417363962,2.30305524956336,3.1078495505684400,1.4782978349592400,1.1788529964735800,5.925786370617600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,Filip Kral,0.7962798084276560,1.3337119858031600,2.1455445390415700,3.4792565248447300,4.275536333272390,1.42341743484783,2.2016778708810200,6.86426446660427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,Egor Zamula,0.7903118185483190,3.057041428075040,3.338347340485310,6.3953887685603500,7.185700587108670,2.152685343877640,3.8993620112047900,10.765763471426400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,Brayden Pachal,0.7864046860012000,1.3045714074163500,2.7538452648767300,4.058416672293090,4.8448213582942800,1.536849925843920,2.660296049460280,7.710221562280860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,Akito Hirose,0.7830681448894300,1.4032313340946300,3.472932575160370,4.876163909255000,5.659232054144430,1.675963783605080,2.806560397907420,8.303087791861310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,Mark Borowiecki,0.7669386455811370,0.925382559965998,1.3978634214661100,2.3232459814321100,3.0901846270132500,1.3069389490165000,1.307105857180990,5.128664522491190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,Adam Ginning,0.7627797456946260,1.3168176819890200,2.0046913129643500,3.321508994953370,4.084288740648000,1.4723074724620000,1.9589974928254700,6.548100888276400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,Jeremy Davies,0.7573373144293980,1.0885034440817300,1.4873900786673100,2.57589352274904,3.3332308371784400,1.3021504390083100,1.2924967835547600,5.510458014063680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,Matthew Kessel,0.7550186376960690,1.1525425466690100,1.6603631444775000,2.8129056911465100,3.567924328842580,1.7287865587337400,1.875964535580650,6.678755529320420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
